date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
02/11/2017,Florida Atlantic,75,Rice,81,-5,-4.33,-5.41,-6.09,-5.14,-5.76,-4.96,-5,-4.84,-4,1.27,-5.95,-2.7,0,,-3.2,,,,-4,-3.1,-2.62,-6.06,-2.86,-4,-3
02/11/2017,Florida International,90,North Texas,71,7,3.85,3.14,2.11,3.74,2.41,3.27,4,3.81,7,1.14,3.27,4.3,0,,5.23,,,,3,4.3,4.07,3.71,3.23,4,4.8
02/11/2017,Furman,90,Samford,73,7.5,7.56,6.93,7.16,6.91,6.95,10.63,7,6.36,13,2.53,5.84,6.5,0,,10.15,,,,3,7.4,5.87,5.5,11.95,6,8.3
02/11/2017,George Mason,73,Fordham,67,6,8.58,8.62,9.24,8.53,8.72,12.24,7,6.3,11,1.59,9.42,6.6,0,,9.73,,,,9,7.9,5.83,7.59,8.5,8,8.7
02/11/2017,George Washington,76,St. Bonaventure,70,-2.5,-0.88,-0.66,-0.01,-1.12,-0.14,-0.47,-1,-0.12,-1,1.13,-1.78,-0.5,0,,-1.7,,,,-3,1,-1.11,-1.75,-0.42,-3,0.9
02/11/2017,Georgetown,80,Marquette,62,1.5,1.6,1.45,1.33,1.35,1.54,0.99,2.5,0.99,5,1.97,-0.34,2.6,0,,2.06,1,2,7,1,2.4,0.1,0.28,-3,2,2.2
02/11/2017,Georgia Tech,65,Boston College,54,6,8.72,8.4,10.46,7.21,9.75,6.38,7,9.11,10,2.07,7.82,9.6,0,,8.97,9,6,7,8,8.3,7.8,10.49,15.34,6,8.7
02/11/2017,Hawaii,58,UC Irvine,72,-4,-1.62,-2.78,-1.62,-3.44,-2.06,2.6,-4,-3.56,-3,2.26,-1.4,0.4,0,,,,,,-7,0.6,0.08,-1.44,-1.93,1,-2.3
02/11/2017,IPFW,108,Nebraska Omaha,101,7,7.68,7.26,6.05,8.02,6.46,4.35,8,8.43,11,2.01,7.56,5.2,0,,12.68,,,,8,7.5,8.86,5.54,7.52,8,8.2
02/11/2017,IUPUI,68,Oral Roberts,74,5,5.09,5.33,5.92,5.12,5.56,3.44,5,5,6,1.68,4.15,2.8,0,,9.08,,,,4,4.2,7.33,5.49,2.36,4,6.8
02/11/2017,Illinois,70,Penn St.,83,5,4.94,4.34,4.87,4.03,4.7,1.57,5,5.03,6,1.47,4.16,4.8,0,,8.03,4,5,7,5,4.8,7.85,4.5,3.51,4,5.6
02/11/2017,Illinois St.,64,Bradley,50,16.5,18.59,18.57,18.72,18.51,18.66,16.46,18,18.17,20,2.9,18.48,14.4,0,,19.44,,,,17,17,16.54,22.6,27.36,16,18.1
02/11/2017,Illinois-Chicago,63,Cleveland St.,66,2.5,3.91,4.12,4.34,3.92,4.35,4.82,3,1.18,2,1.01,4.34,4.3,0,,4.38,,,,4,4,4.38,3.95,5.4,4,3
02/11/2017,Indiana St.,84,Drake,60,6,6.02,6.31,6.23,6.1,6.57,10.26,6,5.81,7,2.03,4.54,5.9,0,,10.17,,,,3,4.2,5.13,6.86,3.19,4,7
02/11/2017,Iowa St.,80,Oklahoma,64,8,10.17,10.68,10.8,10.8,10.59,8.57,8.5,9.63,11,2.03,9.38,9.9,0,,13.59,12,12,11,4,9.8,6.98,9.39,12.2,10,11.1
02/11/2017,Jacksonville St.,63,Tennessee St.,57,2,0.77,-0.32,0.37,-0.47,-0.18,-0.09,2,0.63,3,1.59,-0.15,2.9,0,,3.03,,,,2,0.4,2.58,-1.13,-2.41,2,0.9
02/11/2017,James Madison,57,Delaware,58,7.5,7.14,6.26,4.54,7.31,5.17,4.4,9,9.07,13,2.46,7.36,7,0,,7.96,,,,4,8.3,3.31,7.28,9.61,7,9.8
02/11/2017,LSU,70,Arkansas,78,-5,-5.33,-5.84,-5.03,-6.45,-5.17,-3.88,-6,-5.09,-6,2.72,-7.39,-4.4,0,,-6.19,-4,-4,-1,-2,-4.4,-4.65,-4.86,-15.09,-6,-5.1
02/11/2017,La Salle,52,Richmond,64,3,1.95,2.26,2.79,1.99,2.57,1.59,3,1.77,0.01,1.46,1.69,1.9,0,,3.63,,,,4,1,3.44,1.95,-2.28,2,2.8
02/11/2017,Louisiana-Lafayette,88,Troy St.,100,5,4.53,5.15,5.59,4.72,5.62,5.12,5,6.06,4,1.46,3.96,5,0,,6.92,,,,3,,3.44,3.78,1.12,3,6
02/11/2017,Louisiana-Monroe,63,South Alabama,66,0,0.19,0.14,-0.57,0.5,-0.27,0.58,1,0.33,4,1.62,-0.84,-2.7,0,,0.15,,,,2,1.3,-1.29,-0.53,-2.33,1,1.8
02/11/2017,Louisville,71,Miami-Florida,66,9.5,12.16,11.45,10.97,11.79,11.11,12.16,11,10.15,15,2.16,12.54,11.1,0,,13.89,14,11,13,8,11.8,8.52,12.9,17.59,14,12.2
02/11/2017,Loyola Marymount,66,Portland,60,10,8.11,,,,,,10,8.65,,2.02,7.59,,,,10.76,,,,4,7.9,10.13,7.89,,8,
02/11/2017,Marist,77,Siena,84,-7,-6.18,-6.21,-5.78,-6.59,-5.82,-7.83,-6.5,-7.86,-9,2.29,-6.57,-3.7,0,,-6.63,,,,1,-6,-5.14,-7.63,-9.17,-6,-6.1
02/11/2017,Maryland,86,Ohio St.,77,7.5,6.52,5.69,7.24,4.84,6.71,4.99,8,4.98,10,1.98,5.26,7.1,0,,5.87,8,6,6,4,6.9,6.95,7.36,12.43,4,6.1
02/11/2017,Miami-Ohio,81,Central Michigan,76,-2.5,-4.28,-4.3,-5.94,-3.44,-5.22,-6.7,-4,-2.53,-8,2.33,-3.73,-3.4,0,,-6.52,,,,-1,-2.6,0.21,-5.36,-7.96,-2,-4.2
02/11/2017,Michigan St.,77,Iowa,66,7,6.58,6.2,6.08,6.12,6.31,5.03,6.5,7.32,8,1.76,4.34,6.8,0,,9.01,6,8,11,5,6.6,3.26,4.92,8.36,6,7.3
02/11/2017,Middle Tenn St.,70,NC Charlotte,55,15,16.41,15.58,16.1,15.49,15.71,16.16,15.5,15.08,18,2.16,15.94,12.7,0,,19.04,,,,16,13.8,17.33,17.81,22.47,16,15.7
02/11/2017,Mississippi,90,Auburn,84,5,4.45,3.27,2.52,3.6,2.89,3.07,4,5.25,8,1.49,4.77,4.4,0,,4.06,4,4,7,5,5.6,6.95,2.88,3.44,4,4.3
02/11/2017,Mississippi St.,73,South Carolina,77,-5.5,-4.54,-5.71,-5.91,-5.74,-5.68,-3.56,-5,-4.08,-3,1.59,-6.61,-4,0,,-2.99,-5,-3,-5,-3,-2.8,-2.18,-5.78,-8.38,-5,-3.4
02/11/2017,Missouri,72,Vanderbilt,52,-7,-6.95,-7.51,-8.79,-6.74,-8.34,-6.82,-7,-7.72,-10,2.51,-7.84,-5.1,0,,-7.3,-4,-3,-7,-6,-5,-2.55,-9.79,-13.44,-6,-6.1
02/11/2017,Murray St.,102,Austin Peay,58,10,9.72,10.35,9.96,10.64,10.02,5.39,10,10.4,10,1.96,11.2,9.7,0,,12.75,,,,5,9.4,9.86,9.09,10.31,9,12.1
02/11/2017,North Dakota,88,Idaho,65,3,3.72,4.06,4.33,3.95,4.18,4.53,4,3.42,6,2.57,3.65,3.5,0,,7.95,,,,3,3.6,3.02,3.89,-5.07,4,5.3
02/11/2017,North Dakota St.,81,Denver,63,5.5,3.34,3.75,3.67,3.54,3.97,2.25,3,3.6,3,0.8,2.97,2,0,,4.68,,,,4,3,2.62,3,2.8,3,5
02/11/2017,Northeastern,64,Hofstra,74,6,6.27,6.82,6.94,6.89,6.72,7.84,5.5,3.88,7,1.76,6.45,5.3,0,,7.66,,,,3,5.6,2.34,8.63,7.83,6,7.7
02/11/2017,Northern Arizona,59,Montana,76,-6,-6.27,-7.67,-7.18,-7.94,-7.37,-6.1,-6.5,-8.78,-4,2.22,-8.89,-5.3,0,,-5.99,,,,0,-6.4,-4.11,-5.93,-8.64,-5,-7.3
02/11/2017,Northern Colorado,44,Eastern Washington,70,-3.5,-3.29,-2.94,-4.43,-2.02,-3.93,-0.38,-3,-2.64,-4,2.42,-3.46,-3.8,0,,0.08,,,,-3,-2.8,-4.49,-4.54,-10.9,-2,-0.7
02/11/2017,Northern Kentucky,69,Wisconsin-Milwaukee,63,9,10.26,10.21,10.67,10.12,10.32,9.81,10,9.43,13,1.45,10.33,9.6,0,,11.39,,,,11,8,9.01,10.3,13.55,8,9.7
02/11/2017,Notre Dame,84,Florida St.,72,0,0.99,0.74,0.69,0.59,0.87,-0.46,0,0.58,-2,1.54,0.3,0.6,0,,3.7,1,4,1,3,1.2,3.1,0.6,-1.82,1,1.2
02/11/2017,Oklahoma St.,84,Texas,71,11,10.72,9.67,10.7,9.43,9.93,8.37,11.5,9.85,13,1.96,9.98,9.4,0,,11.55,15,12,11,9,9.3,9.94,11.18,15.85,10,9.2
02/11/2017,Pacific,47,Santa Clara,64,-2.5,-2.34,-2.47,-2.88,-2.4,-2.55,-2.13,-3,-2.21,-1,1.71,-2.87,-2.4,0,,-1.18,,,,-1,-1.4,-1.55,-3.86,-7.95,-2,0
02/11/2017,Pittsburgh,80,Syracuse,75,-1,-0.29,-0.97,0.46,-1.92,0.02,-1.3,-2,-1.63,-1,2.47,0.72,1.1,0,,-1.31,-1,-2,2,6,-0.5,1.38,2.45,-7.03,-1,-0.2
02/11/2017,Portland St.,93,Weber St.,96,-3,-1.85,-2.89,-3.33,-2.5,-3.3,-2.88,-3.5,-2.5,0.01,1.9,-2.45,-2.8,0,,-2.88,,,,1,-1.9,-0.81,-2.62,3.86,-2,-3.4
02/11/2017,Princeton,61,Columbia,59,14,11.9,12.41,12.42,12.51,12.32,14.35,13.5,14.31,13,2.24,12.05,10.5,0,,13.66,,,,9,10,12.57,11.12,5.5,12,14.5
02/11/2017,Providence,71,Butler,65,-3,-2.83,-4.34,-5.04,-3.97,-4.77,-3.48,-2,-3.43,1,1.67,-4.66,-3.6,0,,-2.31,-1,-1,-2,-1,-1.3,-1.07,-3.73,-4.85,-3,-3.1
02/11/2017,Rider,112,Quinnipiac,107,5,5.23,5.69,6.02,5.45,5.95,6.3,5,5.81,8,1.48,4.26,5,0,,6.8,,,,3,4.7,4.61,3.5,5.1,2,6.7
02/11/2017,Rutgers,63,Minnesota,72,-5,-6.1,-6.82,-7.39,-6.48,-7.19,-7.05,-5.5,-6.37,-6,1.7,-8.01,-4.2,0,,-4.19,-5,-3,-7,-6,-4.9,-2.37,-7.98,-8.44,-8,-5.7
02/11/2017,SIU Edwardsville,73,Tennessee-Martin,80,-7.5,-6.33,-6.21,-7.3,-5.76,-6.71,-6.01,-6.5,-5.3,-7,2.67,-6.93,-4.6,0,,-6.6,,,,-1,-5.5,-6.41,-8.82,-14.42,-5,-4
02/11/2017,Saint Louis,87,Duquesne,81,-1.5,0.51,-0.78,-0.14,-1.17,-0.41,2.78,1,-1.25,2,1.5,-0.82,0.2,0,,0.27,,,,3,0.5,1.16,-1.3,3.28,1,0.3
02/11/2017,San Diego,60,Pepperdine,65,2,5.23,3.8,4.17,4,3.6,1.24,4,1.85,2,3.82,6.06,6.7,0,,5.73,,,,5,4.6,4.26,6.11,18.74,6,5.1
02/11/2017,San Francisco,52,BYU,68,2.5,1.29,-0.01,1.31,-0.45,0.41,0.76,3,-1.91,3,2.36,0.65,-0.6,0,,-0.4,,,,8,1.1,4.23,3.31,1.39,2,-0.9
02/11/2017,South Dakota,91,South Dakota St.,89,8,6.9,6.56,7.57,6.3,6.83,9.64,7,3.43,6,1.68,7.61,7,0,,7.45,,,,5,5.7,6.11,9.03,10.28,7,5.8
02/11/2017,South Florida,64,East Carolina,57,-2.5,-3.06,-2.91,-3.29,-2.74,-3.11,-4.16,-3,-3.14,-3,1.56,-2.57,-2.3,0,,-2.34,,,,0,-2.2,-5.13,-4.35,-7.19,-2,-1.6
02/11/2017,Southern Illinois,70,Evansville,75,4,3.87,3.5,4.77,2.64,4.42,5.58,5,4.15,6,2.1,1.81,6.4,0,,3.42,,,,-1,2.9,3.69,5.12,7.74,1,3.7
02/11/2017,Southern Utah,78,Montana St.,83,-6.5,-6.36,-6.4,-6.69,-6.34,-6.53,-5.34,-7.5,-6.35,-7,2.42,-8.04,-4.9,0,,-1.62,,,,-3,-6.5,-6.42,-8.04,-13.23,-7,-4.7
02/11/2017,St. John's,78,Seton Hall,70,-1,-1.46,-1.62,-2.33,-1.04,-2.24,0.03,-1,-1.44,-1,0.99,-1.92,-2.2,0,,-1.58,1,-1,-2,-1,-0.7,-0.85,-3.27,-2.96,-2,-1
02/11/2017,St. Joseph's PA,76,Massachusetts,87,2.5,2.75,2.57,2.53,2.5,2.64,2.2,3,1.67,6,1.2,1.61,2,0,,2.49,,,,4,4.2,3.4,1.01,2.21,2,3.7
02/11/2017,St. Mary's,64,Gonzaga,74,-2.5,-4.18,-4.86,-5.12,-4.74,-4.99,-5.58,-4,-2.13,-8,3.01,-6.44,-4.5,0,,0.98,-8,-1,-1,3,-3.5,-3.9,-7.73,-8.36,-4,-3.7
02/11/2017,Tennessee,75,Georgia,76,4.5,5.49,3.17,3.53,3.3,3.04,5.17,5,2.74,5,2.28,4.8,5.5,0,,6.46,7,7,7,8,5.4,8.93,3.82,11.65,4,4.2
02/11/2017,Tennessee Tech,83,Belmont,70,-10,-10.32,-11.08,-12.61,-10.33,-11.93,-12.21,-11,-9.3,-13,2.69,-11.01,-6.8,0,,-11.62,,,,-6,-7.2,-6.5,-14.16,-14.44,-8,-9.2
02/11/2017,Texas Arlington,81,Arkansas St.,75,7.5,6.02,6.08,5.69,6.06,6.08,1.21,6.5,5.54,7,1.74,4.9,5.8,0,,9.15,,,,5,6.8,5.58,6.14,7.65,5,8.7
02/11/2017,Texas San Antonio,66,Louisiana Tech,72,-8.5,-8.64,-9.65,-8.51,-10.37,-8.91,-7.98,-8,-8.83,-8,2.2,-11.48,-4.2,0,,-10.45,,,,-6,-8.9,-8.09,-5.73,-13.11,-8,
02/11/2017,Texas St.,56,Arkansas-Little Rock,49,2,3.54,2.33,2.69,2.51,2.13,-1.45,4.5,1.92,6,2.67,3.05,2.6,0,,3.24,,,,4,2.5,10.71,4.3,8.02,3,2.7
02/11/2017,Texas Tech,79,Kansas,80,-4.5,-4.66,-5.91,-7.35,-4.97,-6.97,-5.82,-4,-4.27,-7,2.42,-5.13,-4.2,0,,-3.91,-4,-2,-4,-2,-2.7,0.63,-6.4,-10.28,-2,-4.9
02/11/2017,Toledo,78,Kent St.,58,3.5,3.55,3.33,3.69,3.04,3.64,3.91,3.5,3.72,5,1.08,2.61,2.6,0,,4.85,,,,4,3.5,2.88,4.3,0.47,4,4.8
02/11/2017,Tulsa,64,Houston,73,-5.5,-4.2,-5.43,-4.27,-6.28,-4.61,-7.11,-4,-3.76,-4,1.87,-6.01,-2,0,,-6.74,,,,-2,-3.2,-1.08,-2.76,-1.77,-6,-4.3
02/11/2017,UAB,62,Old Dominion,83,3,3.98,3.61,3.04,3.83,3.35,1.36,4.5,3.14,7,1.55,2.38,2.8,0,,5.55,,,,3,3.9,5.04,3.35,7.08,4,5.3
02/11/2017,UC Davis,77,Cal Riverside,63,7.5,7.98,8.43,8.77,8.25,8.6,4.06,8.5,8.39,10,1.5,8.23,7.8,0,,9.53,,,,5,6.8,7.94,8.91,9.15,8,7.8
02/11/2017,UNLV,74,San Jose St.,76,2.5,2.22,2.32,1.58,2.39,2.25,1.57,2.5,3.15,-2,1.71,2.23,3.3,0,,3.33,,,,3,2.5,5.69,0.4,0.64,1,4.4
02/11/2017,USC,70,Oregon,81,-3.5,-3.55,-4.21,-2.9,-4.91,-3.39,-0.7,-4.5,-3.82,-3,2.39,-4.41,-2.4,0,,-4.75,-4,-5,-7,1,-3.2,1.99,-2.51,-8.08,-6,-3.8
02/11/2017,UTEP,80,Southern Miss,50,9,10.14,10.08,8.55,11.09,9.04,10.28,10,7.41,13,1.97,9.81,7.8,0,,11.77,,,,7,10.4,9.22,10.15,14.51,12,10.3
02/11/2017,Utah,85,Washington,61,15,12.76,11.22,11.84,11.11,11.34,11.59,12,11.12,16,2.3,11.83,10.5,0,,16.08,14,13,15,12,12.5,12.39,12.85,19.42,10,11.5
02/11/2017,Utah St.,81,Wyoming,74,2.5,3.04,2.76,2.2,2.97,2.55,2.13,3.5,2.6,7,1.44,2.08,2.6,0,,3.44,,,,0,3.1,5.11,3.01,3.37,3,3.7
02/11/2017,VA Commonwealth,74,Davidson,60,7.5,8.67,8.18,9.06,7.69,8.69,7.46,8,7.22,11,1.81,8.41,8,0,,8.53,,,,5,8.7,9.48,7.27,13.52,10,9.2
02/11/2017,VMI,101,Citadel,78,3.5,2.5,2.65,1.89,3.08,2.18,1.59,4.5,2.57,3,1.38,0.62,1.3,0,,1.97,,,,3,3.5,2.71,0.5,6.66,2,3.3
02/11/2017,Valparaiso,82,Youngstown St.,72,15.5,18.59,18.75,19.19,18.42,19.13,19.85,18,17.33,22,2.86,19.8,14.3,0,,19.22,,,,14,18.3,14.41,19.31,26.02,18,18
02/11/2017,Wake Forest,88,North Carolina St.,58,8.5,8.64,7.36,7.2,7.89,6.8,9.08,8.5,7.2,10,1.6,8.38,5.1,0,,8.74,12,10,11,9,8.2,9.52,10.4,9.12,8,7.9
02/11/2017,West Virginia,85,Kansas St.,66,10.5,10.87,11.93,11.27,12.33,11.57,12.2,9.5,11.19,12,2.68,9.55,6.6,0,,15.58,12,12,5,6,12.5,12.12,7.01,12.95,11,12.6
02/11/2017,Western Carolina,68,NC Greensboro,76,-9,-8.12,-8.53,-7.92,-9.31,-7.92,-5.88,-7,-6.59,-7,2.34,-7.89,-6.8,0,,-11.16,,,,-3,-7.5,-11.25,-8.06,-13.56,-8,-7.6
02/11/2017,Western Kentucky,79,Marshall,84,2,0.01,-0.71,0.66,-1.64,0.26,2.48,-1.5,-0.53,2,1.61,-3.03,0.7,0,,0.51,,,,-2,-0.5,2.83,-0.3,0.91,-2,0.5
02/11/2017,Western Michigan,76,Northern Illinois,67,4,1.9,1.57,0.76,2.13,0.97,7.69,4,1.95,6,2.41,1.74,-1.1,0,,3.37,,,,-2,2.4,1.04,2.27,-1.51,2,3.1
02/11/2017,William & Mary,89,Charleston,79,2,1.21,-0.48,-1.37,-0.06,-0.93,-0.91,2,0.74,3,3.59,-1.89,-1.7,0,,2.39,,,,2,1,2.49,-0.78,13.69,1,2.4
02/11/2017,Wofford,65,Chattanooga,73,-3,-1.84,-1.82,-2.2,-1.47,-2.2,-1.3,-1.5,-3.21,2,1.39,-1.45,-3.6,0,,-1.64,,,,-3,-0.7,-4.25,-2.45,-0.86,-2,-1.2
02/11/2017,Wright St.,88,Wisconsin-Green Bay,79,3,2.83,2.43,2.72,2.25,2.61,3.1,3.5,2.08,4,0.79,2.73,1.8,0,,3.84,,,,3,2.9,2.07,2.23,4.91,3,2.5
02/11/2017,Xavier,57,Villanova,73,-6,-2.78,-3.19,-3.6,-3.02,-3.42,-3.06,-4,-3.52,-4,2.03,-3.62,-2.4,0,,-4.29,-1,-2,1,2,-1.5,-3.48,-3.79,-7.97,-3,-1.8
02/11/2017,Yale,67,Harvard,75,4,5.76,4.04,4.68,3.68,4.43,5.89,5.5,3.56,8,4.14,3.96,4.1,0,,4.93,,,,8,5.8,4.13,3.13,20.87,4,4.8
02/12/2017,Colorado,81,Washington St.,49,12.5,11.42,11.78,11.14,12.15,11.39,10.05,12.5,13.09,12,1.8,11.59,9,0,,15.26,13,14,11,8,11.2,12.43,9.52,10.01,9,12.8
02/12/2017,Indiana,63,Michigan,75,2.5,3.37,3.32,2.85,3.53,3.13,2.3,3.5,1.88,1,1.52,3.68,2.8,0,,2.71,4,4,8,3,4.7,0.76,3.75,3.16,4,4.8
02/12/2017,Loyola-Chicago,64,Wichita St.,81,-9,-9.04,-10.59,-9.84,-10.96,-10.31,-13.73,-8.5,-9.18,-10,3.28,-11.34,-5.1,0,,-7.42,,,,1,-9.8,-8.45,-7.14,-12.46,-9,-9.3
02/12/2017,Manhattan,50,St. Peter's,69,-4,-4.81,-4.08,-3.68,-4.6,-3.52,-6.53,-5,-4.54,-8,1.56,-5.59,-1.7,0,,-4.77,,,,-3,-4.8,-4.64,-7.12,-6.33,-5,-3.9
02/12/2017,Memphis,62,Temple,74,6,6,5.75,6.03,5.59,5.91,5.13,6,5.77,5,1.06,6.14,4.8,0,,5.76,,,,5,6.8,8.14,6.26,8.63,5,6.3
02/12/2017,Niagara,76,Iona,90,-6,-5.41,-5.95,-5.74,-5.87,-6.03,-4.25,-6,-7.15,-4,1.72,-6.98,-3.8,0,,-4.62,,,,-5,-5.1,-2.01,-6.16,-9.87,-4,-5.5
02/12/2017,Pennsylvania,82,Cornell,63,6.5,6.89,8.42,8.48,8.39,8.46,11.78,7.5,6.29,7,3.33,8.85,7.1,0,,10.16,,,,-1,7,7.07,5.99,-1.09,6,8.2
02/12/2017,SMU,60,Cincinnati,51,4.5,2.88,1.49,0.78,2.03,0.91,2.85,5,2.65,7,2.02,3.01,0.2,0,,3.46,5,3,3,5,5,-1.8,5.22,3.48,2,3.3
02/12/2017,SW Missouri St.,52,Northern Iowa,55,0,3.54,3.04,2.56,3.51,2.55,1.72,2,0.83,2,1.88,3.06,2.8,0,,5.52,,,,9,3,4.18,3.96,3.17,6,3.3
02/12/2017,San Diego St.,70,Nevada,56,4,0.92,1.54,0.16,2.15,0.88,-3.22,3,2.8,0.01,3.36,1.27,2.8,0,,0.52,,,,3,3.1,4.54,1.73,-10.3,2,2.6
02/12/2017,UCLA,78,Oregon St.,60,25.5,27.08,26.3,27.47,26.05,26.59,31.81,27.5,27.47,29,4.9,29.38,22.5,0,,34.89,28,26,20,16,23.6,25.83,32.86,37.53,24,26.4
02/12/2017,Virginia Tech,80,Virginia,78,-6,-7.19,-8.17,-6.86,-8.97,-7.32,-9.33,-7,-6.86,-10,2.26,-8.19,-1.2,0,,-9.85,-6,-7,-9,-2,-5.9,-6.56,-7.36,-8.49,-8,-6.8
02/12/2017,Wisconsin,59,Northwestern,66,11.5,9.32,9.8,9.79,9.68,9.96,8.9,9.5,10.25,10,1.88,7.05,10.8,0,,10.29,8,9,14,4,9.3,8.72,9.21,8.92,8,10.8
02/13/2017,Appalachian St.,83,Georgia Southern,78,-1,-2.68,-3.11,-4.53,-2.18,-4.13,0.54,-1.5,0.12,1,2.35,-2.32,-4.5,0,,-3.37,,,,-6,-1,-1.55,-2.46,-8.19,-2,-1.9
02/13/2017,Bucknell,75,Colgate,58,14.5,13.85,14.35,15.04,14.07,14.66,13.12,14,17.44,13,2.39,15.28,12.9,0,,15.33,,,,17,13.1,11.49,14.7,6.65,13,14.4
02/13/2017,Coastal Carolina,,Georgia St.,-3.5,-3.5,-0.57,-0.63,-0.64,-0.64,-0.62,1.15,-1.5,-1.23,3,2.14,0.93,-0.3,0,,-0.43,,,,-4,0.8,-3.8,0.26,-5.38,2,-0.2
02/13/2017,DePaul,62,Villanova,75,-17.5,-19.76,-19.83,-22.04,-18.67,-21.2,-21.59,-19,-18.49,-20,3.66,-20.07,-13.9,0,,-20.99,,,,-22,-15.3,-16.01,-22.45,-29.53,-15,-18.8
02/13/2017,Fairfield,69,Rider,67,3.5,4.62,4.45,3.96,4.75,4.14,5.7,5,2.62,4,1.29,5.51,4.4,0,,6.96,,,,6,5.5,2.21,3.48,3.31,6,5.5
02/13/2017,Howard,70,Morgan St.,67,1.5,-1.3,0.84,-0.63,1.47,0.16,-2.9,1,-2.24,1,2.49,-0.48,-3.7,0,,-0.06,,,,-3,-1.2,-2.09,-5.17,-7.07,1,2
02/13/2017,Kansas,84,West Virginia,80,5.5,2.55,1.21,2.75,0.14,2.36,0.67,4.5,3.57,4,2.3,1.32,6.4,0,,2.27,,,,8,1.7,2.32,2.02,4.01,-2,2.6
02/13/2017,Louisiana-Lafayette,87,South Alabama,61,6.5,6.53,6.4,6.13,6.5,6.28,5.76,6,9.25,5,1.53,6.12,5.5,0,,10.48,,,,7,6.1,7.43,5.24,4.16,6,7.7
02/13/2017,Louisiana-Monroe,72,Troy St.,73,-2.5,-3.51,-2.7,-3.36,-2.59,-2.83,-2.73,-3,-2.46,-1,1.62,-4.05,-4.3,0,,-4.53,,,,-7,-1.4,-5.73,-4.21,-5.38,-4,-1.4
02/13/2017,Siena,82,Monmouth,102,-2.5,-3.66,-3.64,-4.82,-3.02,-4.33,-2.09,-2.5,-2.74,-2,2.17,-4.06,-3.5,0,,-1.74,,,,-8,-2.6,-2.45,-4.42,-9.41,-2,-1.4
02/13/2017,Syracuse,72,Louisville,76,-3,-5.88,-6.35,-7.01,-6.02,-6.67,-7.13,-4,-4.37,-5,2.38,-8.06,-2.9,0,,-4.65,,,,-6,-3.9,-2.73,-5.36,-12.46,-8,-3.3
02/13/2017,Texas Arlington,71,Arkansas-Little Rock,55,11,13.14,13.19,13.84,13.06,13.34,10.79,13,12.06,13,1.75,13.22,10,0,,14.21,,,,13,11.1,15.22,14.58,17.5,12,13.3
02/13/2017,Texas St.,62,Arkansas St.,58,-1,-2.59,-4.1,-4.35,-4.03,-4.17,-6.21,-2,-1.37,0.01,2.54,-4.2,-3.3,0,,-1.64,,,,-5,-0.8,4.97,-3.06,-1.83,-3,-1.9
02/13/2017,Texas Tech,84,Baylor,78,-2.5,-3.6,-4.38,-6.47,-3.24,-5.69,-2.63,-2.5,-2.17,-4,2.29,-4.28,-3.9,0,,-2.74,,,,-5,-0.4,1.23,-5.49,-8.21,-2,-1.9
02/13/2017,VMI,52,Furman,80,-8.5,-10.93,-11.38,-11.96,-11.29,-11.5,-10.38,-9,-8.62,-11,1.86,-11.56,-9.1,0,,-12.86,,,,-13,-9.7,-7.1,-11.52,-15.07,-10,-9.7
02/14/2017,Akron,71,Toledo,65,6.5,7.63,7.43,8.89,6.57,8.4,6.63,7,8.33,7,1.5,5.87,8.9,0,,6.86,,,,8,7,8.95,6.95,11.57,5,7.3
02/14/2017,Auburn,95,Florida,114,-10,-10.3,-9.7,-8.74,-10.3,-9.06,-10.2,-10,-9.62,-13,1.87,-12.28,-6.6,0,,-13.03,,,,-9,-8.3,-11.11,-10.23,-13.64,-11,-9.3
02/14/2017,Boston College,76,Notre Dame,84,-9.5,-10.74,-11.95,-12.55,-11.55,-12.38,-12.16,-10,-11,-9,1.83,-10.41,-6.9,0,,-11.93,,,,-11,-8.4,-8.3,-10.33,-14.22,-10,-10.5
02/14/2017,Canisius,89,Iona,83,0,-0.86,-0.77,-0.6,-0.8,-0.73,-2.1,-1.5,-1.94,-3,1.32,-0.76,0.3,0,,1.11,,,,-2,-0.4,1.54,-2.49,-2.2,1,-0.7
02/14/2017,Central Florida,71,Tulsa,53,8,6.85,6.9,6.4,7.38,6.42,8.17,7,6.79,6,1.5,7.76,4.1,0,,11.05,,,,6,5.9,5.19,6,7.35,7,8.1
02/14/2017,Central Michigan,93,Buffalo,99,-4,0.29,0.02,1.29,-0.83,0.93,-1.36,-1,0.49,-1,1.38,-0.8,1.7,0,,2.72,,,,3,-0.1,0.72,-0.15,-1.77,-1,1
02/14/2017,Clemson,95,Wake Forest,83,4,1.82,2.38,2.47,2.13,2.62,0.48,3,3.14,-1,2,1.43,5.3,0,,3.21,,,,-1,3.2,0.55,3.38,-2.34,1,4
02/14/2017,Eastern Michigan,71,Ohio,79,2.5,-0.26,-0.28,-0.5,-0.25,-0.32,-2.23,0,0.93,2,2.12,-0.4,-0.1,0,,1.53,,,,-5,-0.5,4.26,-0.25,-3.69,-1,1.4
