"date","home","hscore","road","rscore","line","lineavg","linesag","linesage","linesagp","linepom","linemoore","linemass","linegreen","linedunk","lineargh","linesauce","linemarkov","linerpi"
"02/26/2004","New Orleans",81,"North Texas",84,6.5,7.04,7.61,8.42,6.82,7.09,7.73,7.60,5.17,6.2,7.00,7.83,6.51,10.81
"02/26/2004","California",85,"Oregon",81,4.0,2.36,2.08,2.71,1.35,2.21,3.64,1.94,1.60,3.5,3.00,1.92,1.70,4.59
"02/26/2004","Stanford",73,"Oregon St.",47,19.0,21.04,21.11,27.50,18.84,19.74,21.29,22.82,16.11,16.9,25.00,22.72,19.52,22.11
"02/26/2004","San Francisco",80,"Pepperdine",93,2.0,3.68,4.03,6.32,1.88,4.05,2.63,4.31,3.13,3.9,5.00,4.28,1.35,5.72
"02/26/2004","Idaho St.",82,"Portland St.",72,0.0,0.60,0.80,3.76,-2.35,0.35,1.43,0.51,0.55,0.1,2.00,0.87,-1.23,5.51
"02/26/2004","Murray St.",76,"SE Missouri St.",63,16.0,16.11,16.28,17.46,15.19,14.78,17.92,18.37,12.40,15.3,18.00,16.80,14.87,18.80
"02/26/2004","Gonzaga",97,"San Diego",78,33.5,32.52,32.05,32.88,31.28,31.18,31.26,38.24,26.29,29.6,39.00,34.04,31.43,31.61
"02/26/2004","Portland",54,"Santa Clara",55,5.5,5.58,4.57,4.23,4.91,6.11,6.82,5.90,3.65,7.6,6.00,4.61,5.97,3.53
"02/26/2004","Samford",86,"Tennessee St.",70,8.0,5.95,6.81,7.60,6.02,4.32,6.51,6.10,3.39,4.1,10.00,5.83,5.59,7.38
"02/26/2004","Cal St. Fullerton",95,"UC Santa Barbara",98,-3.0,-2.68,-2.08,-1.57,-2.61,-2.48,-4.49,-2.98,-1.80,-2.8,-2.00,-2.62,-3.43,-3.49
"02/26/2004","Louisiana Tech",65,"UTEP",76,-1.0,-2.61,-2.87,-2.52,-3.22,-1.29,-2.06,-3.29,-1.72,-1.6,-4.00,-3.10,-3.27,-7.06
"02/26/2004","Long Beach St.",47,"Utah St.",67,-14.0,-15.37,-14.68,-15.86,-13.81,-13.51,-17.22,-17.04,-11.15,-14.4,-18.00,-15.82,-16.93,-18.99
"02/26/2004","Arizona",84,"Washington",89,14.0,11.67,11.03,9.73,12.85,11.07,13.92,12.73,8.27,10.8,14.00,11.57,11.73,11.93
"02/26/2004","Arizona St.",70,"Washington St.",83,6.0,5.08,4.85,3.90,5.84,5.66,7.27,5.45,3.80,4.1,4.00,4.80,5.96,5.07
"02/26/2004","Middle Tenn St.",73,"Western Kentucky",59,0.0,0.91,1.78,2.63,0.91,1.11,-0.11,0.22,0.54,-0.2,3.00,0.89,0.12,2.28
"02/26/2004","Detroit",61,"Wisconsin-Green Bay",52,10.5,8.90,7.20,4.78,9.64,9.27,13.43,9.72,6.12,11.2,7.00,7.63,10.25,6.75
"02/26/2004","Illinois-Chicago",75,"Wright St.",71,11.5,10.20,8.74,7.45,10.06,10.31,12.75,12.14,7.55,10.0,11.00,9.61,11.16,6.74
"02/28/2004","Western Carolina",86,"Appalachian St.",69,2.5,2.40,3.61,4.93,2.27,1.73,0.13,1.20,1.66,1.8,6.00,2.78,1.51,3.45
"02/28/2004","New Mexico St.",73,"Arkansas St.",82,3.0,3.01,2.91,3.00,2.81,2.88,5.21,3.00,2.03,2.9,3.00,2.51,2.78,4.08
"02/28/2004","Louisiana-Lafayette",70,"Arkansas-Little Rock",66,10.5,10.22,10.45,10.45,10.49,10.38,10.10,12.23,8.45,9.3,10.00,11.34,9.48,11.25
"02/28/2004","Tennessee",75,"Auburn",69,4.0,2.66,3.45,5.11,1.68,2.44,1.13,3.07,2.38,3.1,4.00,3.20,0.44,3.26
"02/28/2004","Bowling Green",71,"Ball St.",81,6.0,4.59,3.75,3.26,4.24,3.46,7.92,4.36,2.79,8.0,5.00,3.05,3.78,1.51
"02/28/2004","Louisiana Tech",64,"Boise St.",72,-1.0,-1.58,-0.79,-0.37,-1.25,-0.30,-4.68,-2.55,-0.83,-1.5,-1.00,-1.23,-2.07,-2.19
"02/28/2004","Southern Illinois",72,"Bradley",71,13.5,16.50,16.45,18.58,15.18,16.00,16.13,19.24,12.68,13.4,20.00,17.35,16.48,19.49
"02/28/2004","Miami-Ohio",73,"Buffalo",87,7.0,5.57,6.28,6.94,5.62,4.81,6.16,4.72,3.77,5.6,6.00,6.20,5.86,6.86
"02/28/2004","Illinois-Chicago",64,"Butler",54,9.0,9.68,9.36,9.06,9.68,9.51,9.78,11.45,7.54,9.0,11.00,10.00,9.81,9.76
"02/28/2004","Pacific",69,"CS Northridge",62,11.0,11.08,11.23,12.69,9.88,10.80,11.43,12.78,8.38,10.6,12.00,11.61,10.63,14.32
"02/28/2004","Cal St. Fullerton",90,"Cal Poly SLO",83,3.0,2.91,2.16,1.79,2.54,2.46,3.62,4.13,2.21,3.8,4.00,2.28,2.24,1.76
"02/28/2004","NC Charlotte",67,"Cincinnati",75,-1.0,0.23,1.93,5.23,-3.10,1.05,-2.04,-0.45,0.35,1.8,2.00,0.59,-3.16,3.48
"02/28/2004","Wisconsin-Milwaukee",88,"Cleveland St.",63,18.0,19.57,19.74,22.83,17.59,17.90,20.75,21.23,14.57,17.5,25.00,20.43,17.89,23.08
"02/28/2004","Texas A&M",70,"Colorado",76,-5.0,-8.18,-8.45,-11.55,-5.75,-7.96,-8.14,-9.40,-6.65,-8.3,-8.00,-9.43,-6.67,-11.45
"02/28/2004","Wyoming",67,"Colorado St.",61,7.0,5.61,5.04,3.05,7.11,5.31,6.01,5.97,3.71,5.2,7.00,4.69,8.06,4.37
"02/28/2004","Pennsylvania",64,"Columbia",50,17.0,18.03,17.37,16.55,18.61,17.27,23.63,19.23,13.79,17.3,17.00,18.22,18.70,19.11
"02/28/2004","Villanova",74,"Connecticut",75,-7.5,-5.58,-4.53,-3.59,-6.07,-3.13,-8.07,-6.99,-3.13,-7.2,-6.00,-4.75,-6.88,-3.38
"02/28/2004","Princeton",59,"Cornell",46,11.0,11.24,11.41,12.37,10.65,10.44,15.06,10.89,8.32,11.3,11.00,11.38,10.95,13.66
"02/28/2004","SW Missouri St.",70,"Creighton",46,0.0,-0.68,-1.09,-1.46,-0.72,-0.33,0.84,-0.98,-0.74,1.0,-1.00,-1.51,-1.91,-0.97
"02/28/2004","Yale",58,"Dartmouth",54,17.0,18.39,17.62,17.86,17.98,17.42,22.17,19.29,13.90,19.1,17.00,18.43,20.77,20.39
"02/28/2004","New Orleans",74,"Denver",73,4.5,5.00,4.50,5.10,3.91,5.70,7.22,6.07,3.92,5.0,5.00,4.88,3.24,5.77
"02/28/2004","Youngstown St.",46,"Detroit",56,-5.5,-6.58,-5.66,-5.73,-5.69,-6.86,-8.57,-7.98,-4.86,-7.4,-5.00,-6.65,-7.09,-6.78
"02/28/2004","Delaware",76,"Drexel",64,-1.0,-1.51,0.15,0.85,-0.57,-2.03,-3.45,-1.89,-0.80,-5.0,0.25,-0.55,-1.94,-1.05
"02/28/2004","Xavier",68,"Duquesne",74,14.5,14.87,13.78,14.25,13.34,12.47,19.76,16.19,10.82,18.2,15.00,14.28,14.37,15.06
"02/28/2004","Charleston",91,"East Tennessee St.",89,1.0,0.67,1.03,-0.70,2.43,0.74,0.52,0.63,0.57,-1.2,0.25,0.87,2.59,-0.34
"02/28/2004","Murray St.",81,"Eastern Illinois",51,19.0,20.67,21.87,23.75,20.33,17.66,19.88,23.85,15.92,16.9,26.00,22.67,19.69,26.75
"02/28/2004","Austin Peay",81,"Eastern Kentucky",64,13.0,12.17,13.00,14.44,11.68,10.42,15.56,13.39,9.27,11.7,11.00,12.74,11.54,13.38
"02/28/2004","Idaho St.",91,"Eastern Washington",90,-5.0,-4.54,-3.55,-1.87,-5.42,-3.63,-6.48,-4.98,-3.07,-8.3,-3.00,-3.83,-4.78,-2.44
"02/28/2004","Drake",81,"Evansville",71,6.0,6.76,6.71,7.68,5.78,6.43,6.17,7.10,4.96,7.7,9.00,6.95,5.82,7.31
"02/28/2004","Siena",60,"Fairfield",58,-2.5,-3.61,-2.93,-3.26,-2.61,-3.14,-3.58,-5.79,-3.42,-4.7,-2.00,-4.23,-3.35,-2.77
"02/28/2004","Arkansas",68,"Florida",73,-5.0,-3.68,-3.71,-2.22,-5.61,-2.77,-5.55,-4.72,-2.75,-0.8,-3.00,-4.23,-5.12,-5.06
"02/28/2004","Western Kentucky",74,"Florida International",43,18.5,19.59,18.98,18.96,19.04,18.07,21.47,22.12,15.05,19.5,20.00,20.27,21.39,18.52
"02/28/2004","Davidson",71,"Furman",64,6.5,6.06,5.76,6.87,4.67,6.30,7.37,6.73,5.15,8.0,5.00,6.32,4.18,8.62
"02/28/2004","Old Dominion",66,"George Mason",70,4.0,4.21,3.96,3.44,4.48,4.35,4.36,5.21,3.38,4.1,4.00,4.05,4.77,4.24
"02/28/2004","Seton Hall",75,"Georgetown",48,12.0,12.69,12.06,12.01,12.17,12.69,13.86,15.03,10.06,12.8,13.00,13.10,12.19,15.41
"02/28/2004","South Carolina",63,"Georgia",47,7.5,7.73,8.76,7.93,9.47,7.34,5.35,8.79,5.75,3.5,10.00,8.64,10.58,4.59
"02/28/2004","Citadel",68,"Georgia Southern",65,-13.5,-15.90,-14.81,-14.87,-15.87,-13.01,-12.94,-21.18,-13.62,-15.4,-16.00,-17.55,-18.51,-12.05
"02/28/2004","Clemson",60,"Georgia Tech",79,-6.5,-7.55,-6.40,-3.64,-10.24,-7.20,-6.85,-10.01,-6.06,-4.9,-7.00,-8.18,-11.40,-2.86
"02/28/2004","Brown",100,"Harvard",83,13.5,14.54,14.21,14.65,13.92,12.98,18.49,14.62,11.05,13.6,18.00,14.42,13.70,13.95
"02/28/2004","NC Wilmington",64,"Hofstra",56,7.0,4.17,3.58,2.54,4.64,5.14,5.66,5.07,3.47,2.3,4.00,4.02,4.86,2.12
"02/28/2004","TCU",71,"Houston",65,8.5,8.53,7.12,6.15,8.12,10.20,10.10,9.59,5.99,11.8,7.00,7.21,9.11,6.30
"02/28/2004","Long Beach St.",56,"Idaho",60,-4.0,-4.24,-3.86,-2.97,-4.78,-3.11,-5.04,-4.78,-2.83,-5.0,-4.00,-4.14,-5.78,-5.06
"02/28/2004","Wichita St.",68,"Illinois St.",62,15.0,15.47,14.39,14.58,14.50,14.87,18.57,17.94,12.13,15.4,16.00,15.57,15.11,15.52
"02/28/2004","Nebraska",68,"Iowa St.",65,9.5,7.83,5.22,2.14,9.34,7.97,10.95,8.93,4.78,9.5,8.00,5.83,10.83,2.44
"02/28/2004","Towson",74,"James Madison",54,0.0,0.25,0.73,1.06,0.41,0.84,-1.46,-0.23,-0.03,-0.4,2.00,0.47,-0.18,2.42
"02/28/2004","Dayton",72,"La Salle",58,12.0,12.75,13.80,16.48,11.73,11.40,13.62,13.42,9.46,11.5,14.00,14.01,11.90,15.53
"02/28/2004","San Francisco",66,"Loyola Marymount",61,6.5,5.89,5.64,6.64,4.69,6.20,5.73,6.92,4.81,8.0,6.00,6.11,3.82,7.35
"02/28/2004","Manhattan",".","Marist",".",".",22.13,22.17,22.19,22.20,19.79,25.44,24.20,16.51,22.9,22.00,22.61,23.42,23.31
"02/28/2004","UAB",87,"Marquette",69,7.5,8.65,8.40,7.57,9.22,8.71,7.57,9.71,6.87,8.7,10.00,8.92,9.27,9.93
"02/28/2004","Louisville",66,"Memphis",60,7.0,5.65,4.79,0.76,10.06,3.63,6.66,5.69,3.52,5.1,6.00,4.90,10.20,3.37
"02/28/2004","Penn St.",42,"Michigan St.",67,-10.5,-8.55,-6.46,-5.41,-7.63,-8.12,-13.30,-10.38,-6.44,-10.7,-6.00,-7.78,-9.79,-6.69
"02/28/2004","Iowa",66,"Minnesota",62,11.0,11.12,10.81,11.18,10.47,10.64,12.30,12.92,8.61,9.8,14.00,11.19,10.09,11.30
"02/28/2004","Alabama",84,"Mississippi",69,10.5,11.06,10.76,9.82,11.65,10.93,12.58,12.69,7.89,11.3,11.00,10.84,11.90,11.43
"02/28/2004","Vanderbilt",69,"Mississippi St.",72,2.0,1.28,1.57,-1.52,3.99,0.87,2.22,1.12,0.12,2.0,-0.25,0.51,3.72,-0.41
"02/28/2004","Kansas St.",69,"Missouri",79,-1.0,1.06,0.41,-1.39,2.61,0.83,-0.48,1.60,0.71,1.8,2.00,0.31,2.64,-4.25
"02/28/2004","Tennessee Tech",86,"Morehead St.",90,4.5,3.32,3.24,2.70,3.80,2.78,3.46,3.14,1.99,3.4,5.00,2.99,3.98,3.09
"02/28/2004","Elon",112,"NC Greensboro",108,2.0,2.42,1.80,2.61,0.87,2.49,3.54,1.93,1.78,5.1,3.00,1.86,1.04,3.64
"02/28/2004","Fresno St.",55,"Nevada",64,-3.0,-2.23,-1.88,-1.30,-2.76,-1.61,-3.43,-2.94,-1.63,-3.0,-1.00,-2.28,-2.40,-2.53
"02/28/2004","Montana",78,"Northern Arizona",80,3.5,2.56,2.57,2.71,2.43,2.25,3.92,1.99,1.68,2.9,3.00,2.16,2.59,5.39
"02/28/2004","Eastern Michigan",61,"Northern Illinois",67,6.0,8.02,7.68,8.46,7.09,7.41,7.67,9.18,5.84,9.4,10.00,7.74,7.42,9.16
"02/28/2004","Indiana St.",47,"Northern Iowa",48,-2.5,-3.31,-3.28,-3.92,-2.65,-1.98,-3.21,-4.12,-2.74,-3.8,-3.00,-3.87,-3.81,-5.55
"02/28/2004","Illinois",66,"Northwestern",56,15.5,13.78,13.82,12.38,15.26,11.77,19.44,14.93,9.60,12.0,14.00,13.62,14.78,12.97
"02/28/2004","UCLA",60,"Notre Dame",75,1.0,-1.21,0.22,-0.51,0.85,-1.49,-3.00,-1.58,-1.25,-4.4,-0.25,-0.48,0.03,-1.02
"02/28/2004","Baylor",65,"Oklahoma St.",72,-15.0,-17.62,-17.60,-17.59,-17.76,-15.76,-16.12,-20.29,-13.62,-18.1,-19.00,-18.90,-19.10,-15.15
"02/28/2004","Stanford",76,"Oregon",55,13.5,16.65,15.58,22.78,12.10,15.77,17.81,17.51,12.58,16.8,21.00,16.91,13.26,17.61
"02/28/2004","California",75,"Oregon St.",58,9.0,7.43,8.41,8.04,8.77,6.47,9.58,7.71,5.36,3.6,8.00,8.17,8.58,9.63
"02/28/2004","Weber St.",71,"Portland St.",57,7.0,6.91,6.45,6.90,6.08,6.35,11.50,7.46,5.15,5.4,7.00,6.79,6.49,9.75
"02/28/2004","George Washington",67,"Richmond",75,5.0,4.24,4.06,4.28,3.86,5.24,5.96,4.64,3.13,4.4,4.00,4.01,2.89,2.46
"02/28/2004","Tennessee-Martin",88,"SE Missouri St.",71,1.0,0.65,0.82,1.58,0.12,1.59,0.26,0.52,0.61,-1.9,2.00,0.84,0.88,3.58
"02/28/2004","Tulane",65,"Saint Louis",76,-4.0,-5.26,-5.54,-4.44,-6.69,-4.67,-3.29,-6.61,-4.12,-6.1,-3.00,-5.40,-8.29,-3.47
"02/28/2004","Portland",89,"San Diego",78,12.0,12.02,12.68,13.52,11.88,12.58,8.36,14.13,9.85,9.4,15.00,13.51,11.95,12.53
"02/28/2004","New Mexico",72,"San Diego St.",60,4.0,4.07,2.77,2.11,3.48,4.59,4.91,5.44,3.08,5.7,5.00,3.18,3.17,2.63
"02/28/2004","Gonzaga",80,"Santa Clara",64,25.0,24.43,22.56,22.33,22.88,23.45,28.24,28.41,19.39,27.8,24.00,24.07,23.70,19.62
"02/28/2004","East Carolina",69,"South Florida",60,10.0,9.14,8.78,7.77,9.85,7.63,10.56,9.43,6.20,9.7,11.00,8.16,11.06,7.23
"02/28/2004","DePaul",80,"Southern Miss",51,9.5,9.22,9.08,8.77,9.58,8.19,11.74,10.08,6.55,7.7,10.00,8.96,10.59,8.99
"02/28/2004","Massachusetts",82,"St. Bonaventure",71,7.0,7.21,6.55,5.76,7.46,6.50,9.27,7.63,5.34,8.1,9.00,6.63,6.46,6.11
"02/28/2004","Rhode Island",55,"St. Joseph's PA",57,-7.0,-12.98,-11.79,-15.53,-9.86,-12.49,-10.73,-16.70,-11.05,-12.3,-17.00,-13.31,-10.80,-10.81
"02/28/2004","Jacksonville St.",86,"Tennessee St.",70,7.5,7.47,6.70,7.45,5.95,6.81,11.64,7.48,4.38,6.9,11.00,6.37,6.69,8.19
"02/28/2004","Texas",74,"Texas Tech",71,12.0,10.14,9.66,9.43,10.06,10.10,14.42,11.74,7.25,9.7,10.00,9.53,9.20,8.87
"02/28/2004","Cal Riverside",63,"UC Santa Barbara",60,-1.0,-1.72,-1.99,-2.75,-1.28,-1.17,-2.31,-1.84,-1.33,-0.7,-2.00,-2.36,-1.49,-5.37
"02/28/2004","Air Force",72,"UNLV",70,8.0,8.17,8.19,9.02,7.39,7.64,6.54,9.23,5.89,6.7,11.00,8.11,10.18,5.25
"02/28/2004","SMU",71,"UTEP",81,-5.0,-4.99,-5.38,-5.45,-5.33,-3.28,-3.61,-4.91,-3.20,-4.2,-8.00,-5.25,-6.68,-8.02
"02/28/2004","UC Irvine",56,"Utah St.",59,-8.0,-10.29,-9.37,-10.63,-8.37,-9.59,-9.82,-12.22,-8.06,-11.7,-11.00,-10.55,-10.96,-11.03
"02/28/2004","William & Mary",59,"VA Commonwealth",74,-6.5,-7.44,-7.57,-9.36,-5.99,-5.49,-9.19,-7.92,-5.25,-9.0,-8.00,-7.72,-6.47,-10.18
"02/28/2004","Maryland",83,"Wake Forest",91,2.0,-0.28,-0.28,-1.00,0.75,-0.08,-0.12,-0.71,-0.59,-1.9,0.25,-0.87,1.49,-0.41
"02/28/2004","Arizona St.",72,"Washington",96,-1.0,-0.15,-0.75,-2.04,0.58,0.47,-0.35,-0.61,-0.09,0.4,-0.25,-0.35,0.69,-2.31
"02/28/2004","Arizona",72,"Washington St.",60,15.0,13.54,13.53,12.11,15.53,12.36,16.98,14.13,9.25,14.5,13.00,13.38,14.19,16.17
"02/28/2004","Virginia Tech",53,"West Virginia",49,1.0,0.25,-0.65,-2.20,0.72,2.47,1.01,0.53,0.03,-1.2,1.00,-0.48,0.62,-1.58
"02/28/2004","Toledo",93,"Western Michigan",84,-3.0,-4.19,-3.27,-1.90,-4.64,-3.42,-5.93,-4.68,-2.70,-5.6,-5.00,-3.36,-4.66,-2.05
"02/28/2004","Chattanooga",90,"Wofford",79,13.5,14.15,13.93,14.02,13.84,12.91,15.79,14.95,10.62,14.6,17.00,14.27,13.52,13.28
"02/28/2004","Wisconsin-Green Bay",76,"Wright St.",65,4.0,3.62,4.16,5.08,3.27,3.33,3.00,4.04,2.87,1.7,5.00,4.25,3.67,4.35
"02/29/2004","Montana St.",74,"CS Sacramento",80,5.5,3.72,4.11,4.51,3.73,3.48,5.69,4.32,2.86,0.3,5.00,4.00,3.33,5.83
"02/29/2004","Niagara",83,"Canisius",77,13.0,12.66,12.19,11.90,12.50,11.82,14.73,13.71,9.68,10.9,16.00,12.97,12.41,12.87
"02/29/2004","Florida St.",65,"Duke",70,-6.0,-6.46,-6.18,-5.59,-7.58,-5.75,-8.71,-8.91,-5.59,-2.2,-5.00,-7.54,-7.74,-6.90
"02/29/2004","Temple",74,"Fordham",60,-66.0,16.96,15.65,14.81,16.66,16.72,20.11,20.51,13.68,16.9,15.00,17.27,17.92,12.70
"02/29/2004","Loyola-Maryland",53,"Iona",81,-8.0,-8.64,-8.58,-10.98,-7.08,-7.26,-8.81,-10.85,-7.28,-5.8,-10.00,-9.76,-8.61,-9.32
"02/29/2004","Akron",64,"Kent St.",61,-5.0,-4.90,-5.11,-6.29,-3.92,-3.76,-3.91,-4.38,-3.11,-8.1,-6.00,-4.90,-4.66,-7.07
"02/29/2004","LSU",64,"Kentucky",70,-4.5,-1.83,-1.45,-0.88,-1.92,-1.01,-5.88,-1.35,-0.57,-2.0,-1.00,-1.12,-2.57,-0.99
"02/29/2004","Manhattan",92,"Marist",67,-69.0,22.08,22.11,22.06,22.18,19.58,25.44,24.23,16.42,22.9,22.00,22.57,23.39,23.17
"02/29/2004","Ohio",68,"Marshall",71,-75.5,4.27,3.20,1.95,4.39,4.65,6.68,4.49,2.80,6.3,4.00,2.98,4.48,0.05
"02/29/2004","North Carolina St.",64,"North Carolina",71,4.0,5.67,5.50,7.02,3.39,6.57,6.58,8.03,5.32,1.5,7.00,6.47,4.86,5.44
"02/29/2004","South Alabama",80,"North Texas",63,1.5,4.01,3.86,2.64,5.11,4.13,5.34,4.28,2.69,3.2,4.00,3.95,4.78,5.40
"02/29/2004","Michigan",75,"Ohio St.",64,10.5,10.68,9.94,7.91,11.92,9.84,12.51,11.82,7.69,9.8,12.00,10.60,12.73,11.65
"02/29/2004","Kansas",79,"Oklahoma",58,3.0,6.87,6.70,6.02,7.36,6.50,8.93,8.66,5.41,5.3,6.00,7.47,7.03,7.19
"02/29/2004","St. Mary's",104,"Pepperdine",95,8.5,9.01,7.43,5.14,10.30,8.11,10.47,9.97,6.14,11.9,10.00,7.91,10.17,4.75
"02/29/2004","St. John's",78,"Providence",103,-15.5,-12.46,-12.66,-14.67,-10.78,-11.42,-11.58,-15.75,-10.50,-10.7,-12.00,-14.44,-12.73,-12.90
"02/29/2004","Wisconsin",82,"Purdue",46,3.5,7.89,8.27,7.89,8.96,6.64,10.06,8.44,5.14,6.5,8.00,7.78,9.44,12.11
"02/29/2004","Hawaii",91,"Rice",77,4.5,1.40,1.52,1.28,1.74,1.09,2.87,0.57,0.43,1.2,3.00,0.73,1.10,3.20
"02/29/2004","St. Peter's",72,"Rider",67,6.5,6.99,6.38,5.91,6.92,6.98,7.09,8.16,5.38,7.4,8.00,6.83,7.23,6.57
"02/29/2004","Pittsburgh",46,"Syracuse",49,9.5,11.34,10.37,10.96,10.31,11.60,10.87,12.56,9.40,12.5,12.00,11.49,11.71,6.74
"02/29/2004","San Jose St.",64,"Tulsa",65,-2.0,-1.68,-1.84,-1.12,-2.68,-1.58,-1.36,-2.19,-1.06,-0.2,-1.00,-1.73,-3.89,-2.63
"03/01/2004","Northern Illinois",88,"Central Michigan",58,10.0,8.11,8.19,6.84,9.41,7.34,8.26,8.73,6.32,8.5,9.00,8.12,8.54,4.72
"03/01/2004","Illinois St.",73,"Drake",68,3.5,1.78,1.88,0.15,3.50,1.72,2.35,2.34,1.23,-0.7,3.00,1.60,2.56,1.82
"03/01/2004","Middle Tenn St.",60,"Florida International",42,19.0,18.08,17.73,18.27,17.21,16.73,20.45,19.89,13.67,19.0,18.00,18.48,19.13,18.47
"03/01/2004","Evansville",56,"Indiana St.",71,5.0,4.19,3.59,3.80,3.38,3.31,6.03,3.67,2.64,5.5,5.00,3.48,5.05,3.14
"03/01/2004","Bradley",79,"SW Missouri St.",72,2.5,0.39,1.05,1.74,0.37,0.36,0.78,0.14,0.42,0.3,-0.25,0.64,-0.63,0.58
"03/01/2004","Air Force",61,"San Diego St.",49,9.5,10.82,10.09,11.48,8.75,10.62,11.62,12.99,8.27,9.6,12.00,11.16,11.74,9.11
"03/01/2004","Connecticut",89,"Seton Hall",67,10.5,8.78,9.02,8.76,9.53,7.37,10.61,9.02,5.98,8.4,10.00,8.58,9.54,5.57
"03/01/2004","Northern Iowa",68,"Southern Illinois",52,-2.5,-3.76,-3.99,-6.75,-2.16,-2.89,-2.47,-4.40,-2.85,-2.4,-6.00,-4.52,-3.16,-5.83
"03/01/2004","Oklahoma St.",76,"Texas",67,4.0,3.90,3.83,3.99,3.63,2.93,3.15,4.46,2.91,4.1,6.00,3.84,4.01,1.82
"03/01/2004","New Mexico",75,"UNLV",78,3.5,1.44,1.22,0.62,1.87,1.28,1.93,1.75,0.69,1.4,3.00,0.56,1.32,0.78
"03/01/2004","BYU",70,"Utah",57,6.0,5.36,5.36,4.86,5.99,6.09,5.30,7.69,4.70,4.4,4.00,6.05,4.49,5.26
"03/01/2004","Bowling Green",58,"Western Michigan",70,-3.0,-6.61,-7.16,-7.42,-7.00,-5.60,-4.35,-7.70,-5.28,-4.4,-9.00,-8.05,-7.29,-7.18
"03/01/2004","Creighton",75,"Wichita St.",61,3.5,2.09,3.78,4.86,2.53,1.19,0.89,1.28,1.22,-2.1,5.00,2.96,3.05,2.56
"03/02/2004","Mississippi St.",105,"Auburn",91,14.5,13.92,13.85,17.69,11.00,14.26,14.83,16.71,11.27,13.7,".",15.12,10.68,15.46
"03/02/2004","North Carolina",69,"Clemson",53,17.5,16.06,14.69,12.46,17.30,15.45,18.27,18.86,11.90,17.0,17.00,15.67,16.69,12.79
"03/02/2004","Detroit",62,"Cleveland St.",36,17.5,19.32,18.96,21.08,17.76,18.22,23.25,20.48,13.72,21.8,19.00,19.12,18.75,20.38
"03/02/2004","Morehead St.",82,"Jacksonville St.",68,6.0,5.82,6.95,7.62,6.25,4.70,5.41,6.90,4.59,3.0,7.00,6.57,6.15,7.18
"03/02/2004","Wright St.",59,"Loyola-Chicago",76,7.5,8.33,8.78,9.50,8.09,8.12,8.53,8.51,6.27,8.3,10.00,8.65,7.37,9.35
"03/02/2004","Villanova",56,"Miami-Florida",59,8.5,9.68,9.91,10.64,9.17,10.06,10.55,9.54,7.55,9.5,10.00,10.24,9.53,12.44
"03/02/2004","Providence",61,"Pittsburgh",88,3.0,3.29,3.69,2.50,4.48,1.87,6.24,2.55,1.57,5.0,3.00,2.57,3.10,3.97
"03/02/2004","Eastern Kentucky",81,"Samford",61,5.0,5.27,4.39,3.99,4.81,5.66,6.32,5.92,4.02,5.7,5.00,4.92,6.37,5.20
"03/02/2004","St. Joseph's PA",82,"St. Bonaventure",50,28.5,32.41,31.18,33.76,30.81,29.50,33.60,35.95,24.90,30.9,41.00,32.46,31.18,28.14
"03/02/2004","West Virginia",52,"Syracuse",65,-2.0,-2.52,-1.71,-2.75,-1.22,-3.32,-3.16,-4.14,-2.38,-2.1,-2.00,-2.98,-1.18,-5.36
"03/02/2004","Austin Peay",75,"Tennessee St.",71,17.5,17.59,17.27,18.68,15.97,14.87,22.49,19.34,12.16,20.4,18.00,17.04,16.90,19.04
"03/02/2004","Murray St.",92,"Tennessee Tech",75,17.0,16.79,16.40,16.10,16.71,15.07,18.44,19.43,12.83,19.0,18.00,16.97,15.40,15.82
"03/02/2004","Virginia",84,"Wake Forest",82,-5.5,-5.77,-5.33,-2.91,-7.47,-6.01,-6.13,-7.67,-4.67,-4.6,-5.00,-6.10,-7.09,-3.45
"03/02/2004","Michigan St.",64,"Wisconsin",68,2.5,-0.03,0.21,2.26,-2.41,0.89,0.16,0.86,0.61,1.9,-1.00,0.18,-3.77,1.64
"03/02/2004","Butler",88,"Youngstown St.",57,10.5,10.17,9.85,10.48,9.29,10.43,13.82,10.92,7.38,10.8,9.00,9.93,9.67,8.36
"03/03/2004","Marshall",78,"Akron",68,2.5,1.88,2.02,3.04,1.01,2.12,1.49,2.28,1.74,2.1,2.00,2.05,0.94,4.36
"03/03/2004","Arkansas",68,"Alabama",72,0.0,-1.09,-1.61,-1.65,-1.58,-0.53,-0.88,-0.93,-0.48,-0.3,-1.00,-1.41,-2.10,-4.18
"03/03/2004","Charleston",71,"Appalachian St.",61,10.0,11.81,12.40,13.52,11.31,10.45,12.70,12.45,8.72,11.2,14.00,12.58,11.14,13.48
"03/03/2004","Elon",66,"Citadel",56,8.0,9.79,7.70,6.83,10.09,8.66,9.93,13.28,8.29,10.4,8.00,9.88,12.56,5.69
"03/03/2004","Iowa St.",83,"Colorado",77,3.5,1.22,1.55,1.53,1.58,0.79,1.52,1.51,1.06,-0.6,2.00,1.25,1.53,2.31
"03/03/2004","Marquette",77,"East Carolina",73,8.5,6.23,7.07,8.97,5.14,6.32,7.67,6.92,4.87,4.5,6.00,7.18,4.75,9.46
"03/03/2004","Ball St.",75,"Eastern Michigan",47,6.5,7.04,7.24,8.03,6.50,7.40,7.45,7.66,5.78,6.3,".",8.01,6.24,11.69
