date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,linetalis,lineespn,linepir,linepiw,linepib,line7ot,lineer,linedd,linemassey,linedunk,lineround,lineteamrnks
1/18/2018,North Carolina St.,72,Wake Forest,63,4.5,5.61,5.14,14.18,4.28,6.21,3.79,5,1.51,2,2.81,5.26,6.7,0,6.6,6.33,,,,4,3.79,8.23,6.39,5.3,6,3.7
1/18/2018,Northern Arizona,76,Eastern Washington,81,-8,-9.05,-8.09,-6.69,-8.5,-6.7,-9.25,-8.5,-9.28,-9,1.76,-12.23,-6.3,0,-12.1,-10.9,,,,-2,-9.57,-7.29,-9.92,-10.6,-9,-8.4
1/18/2018,Oregon,70,USC,75,3.5,2.5,2.16,-3.55,2.37,2.79,0.75,2,2.54,5,2.02,0.66,3.3,0,5.3,3.37,,,,4,1.8,3.19,2.91,4.66,2,3.3
1/18/2018,Oregon St.,69,UCLA,63,-1,-2.36,-3.45,4.43,-3.88,-4.66,-1.2,-1.5,-3.66,-4,2.68,-2.7,-3.1,0,-1.6,-1.79,,,,1,-1.48,2.08,-2.33,-8.06,-2,-2.7
1/18/2018,Pacific,92,Pepperdine,78,10.5,11.03,8.89,23.31,8.03,9.46,6.71,11,7.8,10,3.7,10.53,10.4,0,12.3,11.51,,,,10,9.46,9.81,12.95,14.12,10,12.2
1/18/2018,Quinnipiac,73,Niagara,81,-3,-2.49,-2.6,-5.13,-2.14,-4.08,-3.08,-3,-2.42,0.01,1.35,-2.49,-2.4,0,-0.8,-2.49,,,,-2,-4.14,-0.37,-3.12,-3.51,-2,-1.5
1/18/2018,SIU Edwardsville,74,SE Missouri St.,86,-1.5,0.51,0.62,6.64,-0.1,1.66,2.33,-1.5,-0.46,1,2.4,-1.64,2.1,0,1.8,2.73,,,,2,-1.27,-2.09,-0.06,-3.73,-2,1.1
1/18/2018,Sacred Heart,60,Robert Morris,74,-1.5,-2.12,-1.74,8.75,-2.39,-3.12,0.11,-2.5,-2.79,-1,3.66,-4.07,-5.4,0,-3.9,-3.29,,,,-2,1.47,0.85,-5.66,-7.77,-4,-2.1
1/18/2018,Samford,89,Wofford,93,-4,-6.36,-3.84,-13.96,-3.61,-2.64,-12.32,-4.5,-4.53,-9,3.6,-9.12,-6.8,0,-6.3,-3.38,,,,-2,-4.78,-4.62,-3.3,-11.68,-6,-2.3
1/18/2018,San Diego,49,Portland,55,13,14.64,14.67,12.55,14.7,15.17,11.57,14,12.18,16,2.29,14.75,12.2,0,16,16.38,,,,13,12.91,13.17,16.52,21.08,14,15.1
1/18/2018,San Francisco,62,Santa Clara,65,10,11.6,11.14,2.68,11.88,10.33,11.26,11,9.46,15,2.94,12.86,10.1,0,15.1,12.08,,,,9,10.57,9.97,13.83,15.07,13,12.9
1/18/2018,Siena,68,Marist,65,6,7.61,8.12,4.59,8.35,8.4,7.1,7,5.79,10,1.63,6.67,7.5,0,8.1,8.01,,,,4,6.6,6.02,7.85,11.28,6,8.9
1/18/2018,South Alabama,60,Coastal Carolina,57,-2,1.93,1.63,-1.42,1.41,2.69,2.4,1.5,-2.72,4,1.96,1.24,3.4,0,4.3,4.87,,,,4,1.01,1.46,3.89,1.33,1,2.3
1/18/2018,Southern Miss,86,Rice,75,8,8.43,6.64,10.45,6.17,7.57,7.71,8,7.94,9,2.09,8.61,10.6,0,10.6,9.08,,,,9,3.77,12.07,9.82,9.81,6,7.5
1/18/2018,Southern Utah,76,Idaho,80,-7.5,-8.29,-9.12,-9.53,-9.25,-8.61,-5.71,-9,-8.86,-12,2.51,-9.49,-4.9,0,-8.9,-6.77,,,,-3,-10.4,-2.49,-8.64,-12.52,-6,-7.8
1/18/2018,St. Peter's,84,Rider,88,3,-0.13,-0.35,-0.7,-0.39,-0.11,1.09,1,-1.1,5,1.92,-2.77,-1.8,0,0.4,1.81,,,,-1,1.43,-1.97,-0.68,-0.34,-3,1.2
1/18/2018,Tennessee St.,70,Austin Peay,56,1,-0.72,1.48,-10.79,2.11,1.81,-1.24,1.5,0.3,0.01,3.16,-3.82,1.7,0,-1.9,-0.19,,,,-4,0.31,-0.84,-0.39,-3.73,1,2
1/18/2018,Texas Arlington,65,Louisiana-Lafayette,77,2,-0.11,2.01,-4.84,2.58,1.5,-2.88,1,2.15,0.01,2.29,-0.38,-1.3,0,-0.6,0.63,,,,-1,0.97,-5.2,0.9,0.26,1,1.4
1/18/2018,Texas St.,55,Louisiana-Monroe,52,6.5,8.53,8.88,18.04,8.32,9.01,3.78,8.5,5.25,12,3.18,8.75,7.7,0,7.9,6.97,,,,7,8.14,9.34,10.95,8.13,5,6.9
1/18/2018,Towson,90,Drexel,68,11.5,15,14.52,22.54,14.25,14.16,14.88,13,10.97,17,2.64,15.01,10.1,0,16.4,15.99,,,,17,15.51,13.34,14.94,16.47,14,14.9
1/18/2018,Troy St.,,Appalachian St.,8,8,7.23,,,,,,8.5,5.55,,1.67,9.08,,,,6.82,,,,4,8.49,4.52,8.16,,8,
1/18/2018,UC Irvine,80,Cal Poly SLO,73,7,8.72,10.08,10.48,10.05,10.15,6.76,9,6.33,10,2.2,7.94,,0,10.6,10.5,,,,9,8.17,2.6,9.99,8.42,7,10.5
1/18/2018,Utah,70,Washington,62,7,5.78,6.35,1.76,6.87,5.45,4.84,7.5,5.86,8,1.93,6.66,4.4,0,7,9.09,,,,3,5.44,5.18,5.9,2.82,4,8.7
1/18/2018,VMI,56,Mercer,62,-11.5,-12.2,-12.83,-9.99,-13.65,-10.73,-14.92,-11.5,-14.35,-14,2.83,-15.24,-5.8,0,-13.5,-14.72,,,,-5,-12.69,-9.69,-8.13,-15.61,-9,-12.6
1/18/2018,Weber St.,80,CS Sacramento,64,7.5,9.87,9.09,0.08,9.64,9.72,9.73,8,9.47,9,3.36,9.15,10,0,13.6,14.29,,,,,7.45,14.26,8.42,13.18,8,12.7
1/18/2018,Western Kentucky,77,UAB,69,6,6.34,4.91,11.8,4.6,5.24,6.14,7.5,5.11,8,2.68,6.43,7.2,0,8.6,7.62,,,,7,5.16,-1.24,7.13,5.8,9,6.2
1/18/2018,William & Mary,70,Northeastern,90,2.5,2.13,1.15,-3.3,1.18,1.96,0.13,1.5,-0.61,4,2.16,1.77,4,0,4.7,2.72,,,,-2,2.39,3,3.04,5.76,1,3.3
1/18/2018,Winthrop,85,NC Asheville,58,5,5,3.96,11.43,4.09,1.83,6.52,3.5,4.43,9,2.44,3.14,2.4,0,6.1,4.73,,,,0,,3.05,4.65,4.19,6,4.5
1/18/2018,Wisconsin-Green Bay,67,Wright St.,80,-4.5,-6.09,-5.6,-13.36,-4.92,-6.75,-4.3,-5.5,-5.15,-4,3.15,-10.05,-7.3,0,-3.6,-3.08,,,,-5,-6.35,0.09,-8.2,-9.33,-8,-3.6
1/18/2018,Wisconsin-Milwaukee,64,Northern Kentucky,91,-4.5,-8.2,-6.47,-12.2,-6.72,-4.64,-10.99,-6.5,-7.03,-9,2.73,-10.3,-4.5,0,-13.2,-10.07,,,,-6,-7.57,-3.26,-7.74,-10.01,-8,-7.7
1/18/2018,Youngstown St.,78,Illinois-Chicago,92,-3,-2.17,-2.02,-0.74,-2.28,-1.31,1.67,-4,-4.82,-2,1.74,-5.44,-2.3,0,-0.3,-1.42,,,,-1,-2.02,-2.04,-1.84,-4.44,-4,-1.6
1/19/2018,Brown,81,Yale,80,-3,-0.61,-2.69,-0.64,-2.59,-3.72,0.78,-1,-2.44,-3,2.12,1.68,2.1,0,-0.1,-3.48,,,,4,0.19,0.87,-0.01,2.56,2,-1.9
1/19/2018,Davidson,83,St. Bonaventure,73,5,2.81,2.03,9.68,2.25,-0.9,2.59,4,2.11,6,3.59,2.35,-1.9,0,3.9,5.56,,,,3,4.9,8.26,1.15,-5.28,2,3.1
1/19/2018,Manhattan,59,Canisius,68,-1.5,-0.09,1.32,-0.9,1.34,1.75,0.36,-1,-0.81,-2,1.17,-1.13,0.8,0,-1,0.59,,,,1,-0.58,0.04,-0.88,0.59,-2,1
1/19/2018,Michigan St.,85,Indiana,57,14,15.06,13.91,1.73,15.79,14.85,14.7,14.5,15.87,13,4.84,16.52,12.8,0,21,17.82,,,,13,12.6,10.53,15.08,25.14,18,16.7
1/19/2018,Monmouth,73,Iona,76,-2,-1.28,-0.49,-7.32,-0.06,-0.93,-2.2,-2,0.61,-1,1.89,-2.26,0.5,0,-0.4,-2.12,,,,-4,-1.01,-0.41,-0.01,-2.95,-2,0.3
1/19/2018,Western Michigan,74,Buffalo,84,-3.5,-3.98,-3.87,-8.23,-3.96,-3.22,-4.1,-4,-3.61,-4,2.18,-6.8,-3.6,0,-5.5,-2.9,,,,-10,-1.59,0.34,-3.23,-3.34,-8,-2
1/19/2018,Wisconsin,75,Illinois,50,5,3.9,4.01,3.46,3.84,4.96,5.42,4.5,2.85,3,1.5,3.88,6.3,0,3,5.14,,,,1,4.9,4.67,4.25,0.58,1,5
1/20/2018,Air Force,,Fresno St.,-6,-6,-8.81,-8.33,-5.55,-8.69,-7.82,-10.96,-7,-9.28,-10,3.43,-11.26,-5,0,-8.2,-8.98,-8.8,,,-6,-8.69,-3.37,-7.79,-20.13,-8,-7.7
1/20/2018,Akron,82,Northern Illinois,67,3.5,3.05,3.42,-3.42,3.52,4.57,0.97,4,2.98,5,1.95,3.02,3.1,0,3.4,3.66,,,,3,3.12,2.76,5.3,2.83,3,4.7
1/20/2018,Alabama,68,Mississippi St.,62,5.5,6.93,7.41,17.13,7,7.78,8.64,6,4.1,5,2.9,5.37,5.2,0,7.5,7.2,6.6,,,4,6.03,5.01,7.65,4.15,5,7.9
1/20/2018,Arkansas,97,Mississippi,93,8,8.85,8.64,0.28,9.61,7.94,9.62,8,9.14,7,2.88,10.6,9.6,0,11.7,10.58,9.9,,,6,7.43,6.4,7.88,14.79,8,10.1
1/20/2018,Arkansas-Little Rock,62,Arkansas St.,70,4,4.06,3.6,15.74,2.82,3.95,3.06,5,0.08,7,3.6,5.58,4.3,0,5.2,3.21,,,,8,3.04,2.13,4.56,-1.59,4,2.4
1/20/2018,Auburn,79,Georgia,65,9,9.32,6.93,14.63,6.7,5.85,8.14,8.5,7.95,10,2.01,9.95,9.7,0,10.8,10.96,9.4,,,11,7.55,10.61,10.19,9.73,10,8.6
1/20/2018,BYU,74,San Diego,58,11,10.75,10.58,15.64,10.33,10.36,12.91,11,7.7,15,2.28,9.4,7.9,0,9.5,12.23,9.5,,,6,12.52,11.9,8.49,10.79,8,10.7
1/20/2018,Belmont,83,Austin Peay,59,10,11.14,11.75,14.48,11.57,11.85,10.71,10,10.18,10,1.44,8.74,10.5,0,9.9,12.37,,,,7,12.99,9.79,10.42,11.62,10,12.5
1/20/2018,Bowling Green,75,Central Michigan,84,1,1.03,1.17,14.6,0.14,2.21,-1.11,1,-0.17,3,3.88,-1.16,-0.4,0,-0.6,-1.23,,,,-1,0.6,0.88,1.69,-4.35,1,1.2
1/20/2018,Bradley,66,Evansville,53,4,4.2,4.27,-1.65,4.69,3.7,5.13,4.5,4.46,2,2.28,3.02,4.4,0,6.3,6.15,,,,2,3.6,3.44,4.85,9.09,2,5.9
1/20/2018,CS Northridge,72,Cal Poly SLO,54,-4,-2.56,-0.9,4.77,-1.34,-1,-4.99,-4,-3.6,-2,2.38,-4.31,-3.9,0,-2.8,-1.88,,,,4,-2.92,-4.52,-2.79,-5.8,-4,-1.6
1/20/2018,California,73,Arizona St.,81,-10,-12.52,-11.3,-8.98,-11.94,-10.58,-13.22,-13,-12.19,-10,4.17,-17.12,-7.5,0,-18.9,-16.05,-13.3,,,-9,-9.49,-5.08,-13.07,-22.66,-13,-10.9
1/20/2018,Charleston,76,Hofstra,70,5.5,3.61,4.25,0.12,4.41,4.65,2.43,5.5,2.77,4,1.59,3.27,4.4,0,1.6,4.76,,,,10,5.54,4.24,4.6,0.73,4,5.6
1/20/2018,Cincinnati,86,East Carolina,60,29,28.39,28.67,16.01,29.59,29.3,26.53,30,29.46,27,5.1,29.37,22.4,0,32.5,33.15,30,,,21,25.64,22.03,38.05,35.59,26,29.8
1/20/2018,Clemson,67,Notre Dame,58,6.5,5.34,2.84,10.34,1.81,2.9,5.48,6,4.16,5,2.32,5.35,8,0,7,5.22,4.8,,,7,4.31,2.64,7.76,9.23,5,4.3
1/20/2018,Cleveland St.,80,Illinois-Chicago,87,-1.5,-1.5,-1.38,-4.73,-1.08,-1.85,2.52,-3,-2.82,-2,1.84,-1.21,-3,0,-0.7,-0.46,,,,0,-1.29,-2.03,-2.53,-4.54,1,0.6
1/20/2018,Colorado,62,Washington,72,5.5,4.46,4.57,14.13,4.28,3.75,5.1,6,1.59,8,3.4,4.49,1.5,0,5,6.6,4.5,,,5,4.18,2.84,5.08,-3.06,2,5.8
1/20/2018,Colorado St.,74,UNLV,79,-5,-3.8,-2.6,5.28,-3.71,-0.38,-7.72,-2.5,-5.3,2,4.03,-8.88,-1.7,0,-8.6,-5.14,-5.7,,,-7,0.25,-5,-1.05,-10.1,-6,-4
1/20/2018,Columbia,88,Cornell,62,5.5,5.1,5.58,-0.59,6.5,2.87,6.9,5,3.62,9,3.05,5.92,1.6,0,8.9,9.89,,,,4,5.77,5.51,2.11,0.16,6,6.9
1/20/2018,Connecticut,61,Villanova,81,-16.5,-16.13,-15.21,-6.8,-16.52,-14.15,-15.15,-15.5,-15.88,-19,4.15,-20.16,-9.3,0,-21.1,-21.63,-18.4,,,-10,-14.64,-9.56,-17.76,-20.25,-18,-16.8
1/20/2018,Dartmouth,57,Harvard,62,-4.5,-4.23,-5.62,-6.81,-5.5,-6.54,-1.67,-5,-6.1,-4,1.84,-4.87,-3.7,0,-0.6,-2.68,,,,3,-4.75,-1.97,-5.23,-5.91,-3,-3
1/20/2018,Dayton,74,Rhode Island,88,-3.5,-5.41,-5.19,-7.21,-4.98,-5.57,-7.7,-5.5,-4,-4,2.34,-7.44,-5.1,0,-6.1,-6.45,,,,-2,-5.44,1.45,-5.54,-9.85,-4,-4.9
1/20/2018,DePaul,67,Butler,79,-5,-5.45,-5.77,-7.21,-5.62,-6.07,-5.29,-5,-6.59,-7,1.31,-4.78,-3.8,0,-5.8,-3.95,-4.6,,,3,-4.27,-4.19,-4.23,-8.53,-6,-4.4
1/20/2018,Detroit,86,Oakland,92,-9,-8.28,-7.75,-11.44,-7.41,-8.37,-5.6,-8,-10.34,-9,2.21,-9.98,-5,0,-6.4,-9.5,,,,-6,-7.46,-7.74,-8.6,-13.56,-6,-6.7
1/20/2018,Drake,61,SW Missouri St.,58,-1.5,-2.92,-4.74,-1.65,-4.78,-5.4,1.25,-2.5,-5.67,-1,2.03,-4.53,-2.2,0,-1.9,-2.64,,,,-4,-1.03,-2.16,-1.59,-4.08,-6,-1.6
1/20/2018,Duke,81,Pittsburgh,54,29,26.36,24.52,19.57,26.53,24.22,25.76,26,26.96,31,3.71,26.72,18.9,0,31.6,31.75,27.9,,,18,24.5,22.61,28.06,30.42,25,28.4
1/20/2018,Duquesne,95,George Mason,89,5.5,7.39,5.56,7.19,5.94,3.65,6.99,6.5,3.76,10,2.35,7.63,4.6,0,8.4,9.44,,,,11,7.72,10.97,6.89,12.03,8,6.8
1/20/2018,East Tennessee St.,66,Western Carolina,50,20,19.34,18.59,17.09,19.27,17,15.87,19,15.35,22,3,19.96,14.7,0,21.6,22.47,,,,15,19.02,18.11,21.43,26.66,19,20.6
1/20/2018,Eastern Illinois,74,SE Missouri St.,86,3.5,3.84,3.75,-3.65,4.27,3.55,4.86,3,3.42,5,2.71,2.77,3.7,0,7.9,8.54,,,,4,2.79,4.77,3.19,0.39,4,6
1/20/2018,Eastern Kentucky,60,Jacksonville St.,68,-6.5,-5.1,-4.4,3.26,-4.96,-3.83,-6.73,-5.5,-6.64,-3,2.96,-8.31,-4.6,0,-6.8,-6.07,,,,-7,-3.65,-4.38,-5.01,-11.44,-6,-4.1
1/20/2018,Eastern Michigan,66,Ohio,72,6,4.16,3.91,4.51,3.86,3.98,3.15,6,3.27,8,2.07,3.04,2.6,0,3.2,4.91,,,,1,2.61,9.88,5.4,1.93,2,4.4
1/20/2018,Elon,73,William & Mary,80,2,2.12,3,8.43,2.67,3.31,3.78,3,1.61,2,2.23,0.56,1.3,0,-0.2,1.7,,,,2,3.58,-0.26,1.32,-1.86,2,3.1
1/20/2018,Fairfield,104,Niagara,85,3,1.47,2.2,-10.09,3,1.73,-0.22,2.5,3.14,4,3.23,1.31,0.8,0,3.4,3.89,,,,1,0.11,1.38,1.81,2.69,3,2.9
1/20/2018,Florida Atlantic,62,Old Dominion,73,-8,-7.9,-9.21,-4,-9.92,-7.83,-7.19,-8,-10.79,-7,3.24,-10.95,-5.6,0,-7.8,-6.37,,,,-8,-8.2,-2.19,-5.91,-16.98,-7,-7.3
1/20/2018,Florida International,79,NC Charlotte,59,7.5,4.29,2.89,5,3.04,1.67,4.46,6.5,1.05,5,2.1,7.22,4.5,0,3.1,2.37,,,,11,4.72,9.6,4.8,4.85,6,2.6
1/20/2018,Furman,78,Samford,67,13.5,15.33,13.39,14.92,13.8,11.42,18.64,14,11.93,18,2.53,17.84,12.9,0,18.3,18.73,,,,11,14.16,12.6,14.32,18.28,16,15.4
1/20/2018,Georgetown,93,St. John's,89,1,2.06,1.18,13.01,-0.06,2.37,-0.56,1.5,-1.13,3,3.62,-0.86,3.1,0,0.9,0.5,0.3,,,5,1.86,4.02,2.1,8.49,-2,0.8
1/20/2018,Georgia St.,83,Georgia Southern,66,5,2.07,2.75,3.04,2.86,2.17,-0.15,2.5,2.15,0.01,1.84,2.14,0.3,0,0.3,0.96,,,,9,2.18,7.64,3.21,0.67,3,2
1/20/2018,Hawaii,77,UC Davis,72,4.5,1.8,0.61,1.57,0.53,0.68,4.69,3,1.16,0.01,2.12,1.74,,0,-2,2.2,,,,9,5.13,5.51,-0.22,4.46,1,1.7
1/20/2018,Houston,73,Wichita St.,59,-4,-2.55,-2.74,-1.27,-3.18,-3.7,-2.64,-3,-4.38,-3,1.12,-1.16,-2.8,0,-0.7,-2.33,-1.9,,,5,-3.71,-4.52,-1.62,-1.18,-2,-3.1
1/20/2018,IPFW,92,North Dakota St.,88,3,1.43,1.54,-0.16,1.35,2.78,3.07,3,0.75,3,1.37,-0.56,-0.6,0,-0.2,3.86,,,,2,1.17,2.37,0.41,2.27,1,2.2
1/20/2018,Idaho St.,71,CS Sacramento,65,3,2.71,2.95,-6.64,3.35,3.34,0.88,2.5,2.54,0.01,2.98,3.63,6.1,0,4.5,5.6,,,,7,0.26,2.95,3.55,5.9,3,4.2
1/20/2018,Indiana St.,84,Illinois St.,54,4,2.75,2.55,8.18,2.63,0.74,0.3,5,1.92,4,1.73,3.91,2.6,0,2.7,2.59,,,,4,2.71,3.36,2.3,0.79,3,2.5
1/20/2018,Iowa,64,Purdue,87,-11.5,-12.95,-12.31,-14.86,-12.36,-11.76,-17.28,-12.5,-11.76,-15,2.73,-14.95,-7.1,0,-16.2,-14.74,-13,,,-8,-9.08,-8.44,-12.71,-15.56,-14,-12
1/20/2018,Iowa St.,70,Texas Tech,52,-7.5,-7.88,-6.55,-3.17,-7.43,-5.38,-9.09,-7,-8.1,-5,3.33,-13.44,-6.9,0,-12.3,-7.79,-9.3,,,-1,-3.56,-3.91,-7.6,-14.25,-12,-6.1
1/20/2018,James Madison,75,Drexel,73,4.5,6.18,5.06,13.42,4.94,3.17,7.23,4.5,3.28,10,2.64,6.41,1.6,0,7.2,6.62,,,,7,6.21,6.65,5.64,5.66,6,6
1/20/2018,Kansas,70,Baylor,67,8,9.99,10.12,11.96,10.23,9.22,9.47,9,9.96,11,1.71,8.38,9.1,0,11.8,12.53,11.1,,,2,8.14,5.88,7.9,10.35,12,10.7
1/20/2018,Kansas St.,73,TCU,68,2,0.75,0.96,12.69,0.79,0.11,-0.7,2.5,-0.83,1,3.61,-0.38,-1.2,0,-1.5,0.67,0.5,,,3,1.21,5.15,1.22,-5.24,-2,1.1
1/20/2018,Kentucky,64,Florida,66,2.5,2.5,2.86,-1.01,3.27,3.85,0.98,3,0.84,3,2.2,1.5,3.4,0,3.1,3.58,2.9,,,5,1.56,-1.22,2.57,9.08,2,2.7
1/20/2018,Long Beach St.,81,Cal St. Fullerton,73,2.5,0.29,1.53,2.91,1.49,1.3,-2.67,1,0.34,0.01,1.74,-1.11,0.5,0,-1.1,-0.38,,,,4,-1.28,2.41,1.77,-3.34,1,1.6
1/20/2018,Louisiana Tech,69,Rice,54,12.5,14.8,13.65,10.75,13.61,14.68,17.11,12.5,13.09,15,2.12,14.46,14.1,0,17.4,18.23,,,,15,11.7,16.62,14.62,17.62,13,15.9
1/20/2018,Loyola Marymount,65,Portland,72,6.5,5.49,4.68,-7.58,5.81,3.46,3.98,6.5,6.75,9,3.69,4.86,7.2,0,6.4,8.12,,,,3,7.1,8.11,5.26,7.07,6,7.1
1/20/2018,Marshall,86,UAB,78,1,0.17,-0.98,3.57,-1.59,0.55,0.07,-1,-2.54,3,1.98,-2.91,0.3,0,-0.1,-0.93,,,,-1,2.18,-2.72,1.07,2.78,1,0.2
1/20/2018,Massachusetts,47,Saint Louis,66,3,2.83,3.69,2.47,3.68,4.01,4.12,3.5,2.28,5,3.37,2.87,3.8,0,5.2,5.96,,,,1,1.99,-1.34,5.14,-8.31,2,5.6
1/20/2018,Miami-Ohio,71,Ball St.,53,-5,-2.7,-3.46,-1.1,-3.54,-3.81,-6.52,-4.5,-6.41,0.01,2.79,-3.54,-3.8,0,2.6,-1.82,,,,-1,-3.5,1.02,-3.96,-7.4,1,-1.6
1/20/2018,Minnesota,49,Ohio St.,67,-9,-6.03,-4.41,-17.36,-4.01,-3.47,-6.85,-9,-2.94,-9,3.61,-8.13,-0.9,1,-8,-7.36,-2.3,,,-9,-6.19,-5.71,-7.16,-6.83,-4,-3.9
1/20/2018,Montana St.,52,Montana,67,-7,-5.9,-6,-12.4,-6.2,-3.88,-6.46,-7,-6.02,-6,2.58,-9.94,-3.3,0,-4.2,-3.24,,,,-5,-5.39,-4.53,-5.06,-9.84,-4,-3.8
1/20/2018,Morehead St.,74,Tennessee Tech,55,-1,-2.21,-1.13,-5.54,-0.59,-2.46,-5.15,0,-1.98,-1,1.91,-1.91,-3.5,0,-1.5,-2.36,,,,-3,-2.22,-1.63,-0.52,-6.18,1,-0.9
1/20/2018,NC Greensboro,70,Mercer,66,2,3.33,1.99,4.17,1.72,2.6,4.27,3,0.91,3,1.47,3.21,5.9,0,2.3,1.86,,,,7,2.99,3.15,5.11,6.27,4,3.1
1/20/2018,NC Wilmington,73,Towson,71,-6.5,-8.54,-7.58,-15.32,-7.33,-7.15,-10.31,-8,-7.71,-5,2.77,-11.98,-4.6,0,-10.2,-9.55,,,,-7,-8.06,-7.43,-6.87,-12.16,-8,-5.9
1/20/2018,Nebraska Omaha,71,South Dakota,85,-7.5,-8.01,-7.01,-1.2,-7.57,-6.28,-7.88,-8.5,-9.25,-7,3.04,-10.8,-7.5,0,-8.6,-8.95,,,,-7,-7.59,-7.62,-6.98,-17.1,-8,-6.8
1/20/2018,Nevada,74,Boise St.,68,6.5,6.64,6.26,4.02,6.46,6.04,6.16,5,7.1,7,1.12,5.92,7.1,0,8.3,8.83,7.3,,,6,6.12,5.63,8.17,6.08,6,7.1
1/20/2018,New Mexico,79,San Diego St.,75,-2.5,-2.69,-3.78,2.57,-4.32,-3.88,-0.66,-1,-6.25,0.01,2.04,-4.59,-3.4,0,-1.9,-1.18,-2.8,,,-8,-1.72,-3.83,-1.65,-4.02,-4,-3
1/20/2018,North Carolina,80,Georgia Tech,66,13.5,16.79,16.51,10.12,16.97,16.04,19.44,15,15.48,18,3.27,17.87,12.9,0,21,19.22,18,,,3,16.26,10.36,17.01,23.24,16,17.8
1/20/2018,Northeastern,76,Delaware,64,10,11.36,10.94,7.25,11.25,10.64,12.31,12,8.97,14,2.47,12.97,8.2,0,14.8,15.08,,,,12,11.4,6.79,13.31,10.43,12,12.8
1/20/2018,Northern Arizona,80,Idaho,84,-10,-12.21,-11.71,-14.67,-11.63,-11.33,-11.69,-12.5,-12.66,-13,2.25,-14.55,-8.6,0,-14.7,-14.19,,,,-6,-11.4,-7.85,-12.79,-16.22,-10,-10.6
1/20/2018,Northern Colorado,94,North Dakota,91,7,7.92,6.43,-10.59,7.52,6.25,6.05,7,8.21,7,5.71,8.99,9.5,0,11.8,12.86,,,,11,5.9,10.81,7.93,18.47,8,9.5
1/20/2018,Northwestern,70,Penn St.,61,3,2.27,3.06,9.13,2.37,3.2,0.59,2,0.28,4,2.2,-0.02,3.2,0,1.4,1.88,0.9,,,-3,3.75,-1.03,1.75,2.72,1,2.7
1/20/2018,Oklahoma St.,83,Oklahoma,81,-2.5,-2.83,-2.8,-6.71,-2.36,-3.23,-3.14,-4,-3.28,0.01,2.02,-5.43,-3.9,0,-4,-2.76,-3.3,,,-2,0.65,1.38,-2.21,-4.44,-4,-1.5
1/20/2018,Oral Roberts,64,Denver,73,8.5,6.07,6.11,1.24,6.23,6.85,6.65,8,3.96,6,2.37,9.14,8.5,0,4.8,3.46,,,,9,5.79,3.24,8.75,10.05,8,4.5
1/20/2018,Oregon,94,UCLA,91,5,3.94,3.33,7.61,3.17,2.07,3.88,3,3.43,3,1.81,3.01,2.5,0,6.6,5.11,4.1,,,1,2.89,7.53,3.57,0.67,4,4.4
1/20/2018,Oregon St.,67,USC,74,-2.5,-3.32,-4.3,-5.17,-4.44,-3.66,-2.68,-2.5,-4.32,-2,0.95,-3.9,-2.4,0,-3.3,-3.56,-3.3,,,4,-2.29,-2.29,-2.54,-4.07,-2,-3.6
1/20/2018,Pacific,69,St. Mary's,72,-10,-12.12,-13.26,-9.73,-13.43,-13.83,-12.11,-10.5,-11.11,-14,2.43,-12.66,-7,0,-10.8,-13.26,-11.5,,,-9,-14.34,-9.78,-11.68,-18.33,-10,-11.4
1/20/2018,Pennsylvania,51,Temple,60,-1.5,1.11,-0.89,6.08,-1,-2.3,1.36,-2,-4.43,6,4.01,-3.68,-1.7,0,1.9,1.1,,,,6,2.39,7.99,-1.56,8.91,-2,0.7
1/20/2018,Providence,85,Creighton,71,2,-2.62,-2.85,9.47,-3.71,-1.46,-2.3,-1,-4.8,-3,3.56,-2.61,-2.1,0,-5.1,-2.68,-3.1,,,-2,-1.26,-2.69,-2.67,-9.74,-4,-2.5
1/20/2018,Richmond,81,La Salle,74,-1,0.47,0.67,8.96,0.01,1.47,-0.66,-1,-2.35,2,2.77,-1.7,-2.1,0,-2,-1.29,,,,-2,2.41,0.88,2.47,-2.56,1,0.7
1/20/2018,Rider,60,Marist,57,16.5,15.7,15.46,13.35,15.64,15.42,13.72,16.5,13.1,16,2.67,17.68,14,0,19.5,17.89,,,,6,11.26,12.68,17.94,21.74,15,16.6
1/20/2018,SIU Edwardsville,69,Tennessee-Martin,70,1.5,1.82,0.24,8.25,-0.39,1.81,6.01,1.5,-0.48,3,2.42,0.59,4.4,0,1.9,1.62,,,,6,0.61,0.11,2.23,-0.61,1,0.7
1/20/2018,SMU,73,Tulane,62,12.5,12.74,13.63,5.02,14.26,13.25,10.69,12.5,14.03,17,2.64,12.53,10,0,13,15.15,13.1,,,12,12.36,10.17,12.98,15.04,12,15.1
1/20/2018,San Francisco,80,Pepperdine,73,9.5,13.21,12.32,11.78,12.35,12.79,9.9,11,12.45,14,1.85,14.17,11.4,0,13.6,13.74,12.8,,,15,13.73,13.75,13.42,18.95,12,14.7
1/20/2018,Santa Clara,60,Gonzaga,75,-20,-20.47,-19.85,-9.64,-21.05,-18.68,-20.01,-21,-20.65,-23,4.46,-21.99,-14.2,0,-26,-22.4,-22.3,,,-10,-17.62,-16.49,-22.86,-30.47,-20,-21.2
