date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,linesaggm,linemoore,lineopen,linedok,linefox,std,linepugh,linedonc,neutral,lineashby,lineprophet,linepir,linepiw,linepib,line7ot,lineer
01/15/2015,Long Beach St.,50,Cal Poly SLO,48,5.5,5.16,4.95,4.57,6.16,3.74,7.93,6.5,6.59,4,1.55,5.91,8.1,0,7,1.52,,,,4,2.6
01/15/2015,Louisiana Tech,74,UAB,71,14.5,12.65,13.04,14.68,12.78,11.78,16.82,15,14.48,13,1.91,9.63,13.7,0,12,8.77,,,,12,11.8
01/15/2015,Louisiana-Monroe,63,Troy St.,54,7,8.98,9.76,11.28,7.58,10.93,10.16,6,7.36,7,1.76,7.48,9.8,0,9,7.39,,,,9,10
01/15/2015,Loyola Marymount,80,Portland,68,-4.5,-4.98,-5.81,-7.42,-5.06,-5.39,-5.24,-3,-4.55,-3,1.28,-5.68,-5.1,0,-5,-2.07,,,,-4,-6.4
01/15/2015,Memphis,63,Cincinnati,50,-1,-0.16,-1.1,-2.64,-0.29,-0.27,-1.25,1,2.49,1,1.41,-0.77,-0.7,0,0,-0.86,,,,1,1.3
01/15/2015,Mercer,67,Furman,64,13.5,12.3,11.77,12.14,12.45,11.06,14.4,13,12.59,17,2.01,12.83,11.5,0,14,9.52,,,,9,11.6
01/15/2015,Morehead St.,91,SIU Edwardsville,63,7.5,6.6,7.15,4.61,7.99,8.22,6.76,7,6.59,6,1.27,6.92,6.7,0,8,6.22,,,,4,
01/15/2015,Murray St.,92,Belmont,77,8.5,9.36,10.28,7.93,9.59,13.99,12.69,9.5,8.35,11,2.27,9.02,6.6,0,9,5.51,,,,7,10.7
01/15/2015,NC Charlotte,73,North Texas,57,11,12.68,14.84,14.55,14.39,15.75,15.98,12.5,12.29,14,3.27,13.73,12.9,0,13,10.15,,,,4,9.2
01/15/2015,Northern Arizona,65,Weber St.,74,3,3.14,4.1,3.97,4.45,3.82,3.79,3,1.78,3,0.96,1.38,2.9,0,3,2.54,,,,3,
01/15/2015,Oakland,69,Wisconsin-Green Bay,66,-7,-7.61,-8.47,-10.38,-6.93,-8.66,-7.34,-7,-6.88,-5,1.88,-8.25,-8.5,0,-7,-3.04,,,,-12,-6.5
01/15/2015,Old Dominion,63,Rice,53,17.5,19.93,21.51,28.75,18.89,19.31,21.4,17.5,18.67,21,3.33,19.58,16.1,0,23,16.92,,,,18,15.9
01/15/2015,Pacific,80,BYU,93,-9,-11.35,-10.43,-8.31,-12.07,-10.92,-15.14,-11,-11.51,-11,2.22,-15.47,-9.1,0,-13,-12.2,,,,-10,-8.4
01/15/2015,Pepperdine,76,Gonzaga,78,-12,-12.63,-13.31,-13.38,-13.49,-13.04,-13.71,-12,-14.4,-12,2.33,-13.84,-13.9,0,-15,-12.83,,,,-6,-9.3
01/15/2015,Portland St.,85,Eastern Washington,92,-6,-7.17,-8.62,-7.89,-9.56,-8.8,-6.62,-6.5,-6.14,-3,2.3,-11.55,-5.7,0,-6,-6.22,,,,-6,-7.1
01/15/2015,Quinnipiac,53,Rider,56,4,3.51,2.98,1.64,3.3,3.97,3.24,3.5,2.79,4,0.74,4.2,3,0,4,3.57,,,,4,5
01/15/2015,Samford,76,Chattanooga,82,-4,-5.65,-5.16,-7.26,-3.95,-4.59,-5.08,-3,-4.83,-5,1.4,-7.85,-6.2,0,-6,-6.32,,,,-6,-5.2
01/15/2015,Southern Miss,61,Middle Tenn St.,62,-4.5,-5.46,-5.7,-4.06,-7.68,-5.5,-4,-5.5,-5.19,-7,2.18,-10.83,-3.1,0,-3,-7.06,,,,-4,-3.8
01/15/2015,Southern Utah,71,Idaho St.,67,4.5,2.1,3.76,5.82,2.03,4.33,3.16,2.5,1.03,2,1.78,-0.3,0.8,0,2,0.77,,,,1,0.9
01/15/2015,St. Mary's,70,San Diego,58,7.5,8.51,8.64,11.4,7.24,7.55,7.65,8.5,7.6,10,1.34,7.23,9.7,0,9,7.75,,,,9,7.9
01/15/2015,Tennessee Tech,60,Tennessee-Martin,63,2.5,3.26,3.52,3.12,3.2,4.34,5.95,2.5,1.93,6,1.45,2.88,2.2,0,5,0.99,,,,2,1.2
01/15/2015,Texas St.,82,South Alabama,71,8.5,10.34,11.79,16.78,9.61,10.35,6.93,8.5,10.89,8,2.61,8.94,10.5,0,9,9.03,,,,9,13.6
01/15/2015,UC Santa Barbara,63,CS Northridge,74,13,16.02,17.64,19.05,18.33,16.76,16.03,14.5,15.25,13,2.41,19.13,14.5,0,17,12.36,,,,12,17.2
01/15/2015,Washington,56,Oregon St.,43,7.5,5.47,4.55,5.93,4.15,3.83,8.76,6,8.27,3,2.54,0.64,8.7,0,8,5.04,,,,6,4.3
01/15/2015,Washington St.,108,Oregon,99,-4,-4.07,-3.31,-1.12,-3.79,-4.93,-4.57,-2.5,-4.7,-2,1.96,-8.57,-3.4,0,-5,-4.79,,,,-3,-3.7
01/15/2015,Western Carolina,76,East Tennessee St.,83,1.5,-0.34,0.47,-1.38,1.43,1.15,1.43,2,-1.25,1,1.98,0.22,0.5,0,-1,-1.28,,,,-5,-0.7
01/15/2015,Wisconsin,70,Nebraska,55,15,17.22,18.2,16.11,19.83,20.93,16.23,14.5,16.41,17,2.23,16.82,16,0,19,18.84,,,,13,15.5
01/16/2015,Canisius,83,Siena,49,7.5,7.13,9.49,8.69,9.71,10.07,2.58,7,7.04,12,2.81,8.59,3.7,0,6,1.97,,,,6,6.8
01/16/2015,Fairfield,60,Marist,54,8,9.3,9.16,12.63,8.09,7.34,9.87,7,9.85,7,1.89,10.05,9.8,0,10,6.57,,,,12,8.6
01/16/2015,Niagara,79,Iona,80,-11.5,-10.77,-11.09,-11.73,-11.08,-10.68,-12.49,-11.5,-11.44,-13,1.62,-11.54,-9.4,0,-11,-9.78,,,,-7,-9.8
01/16/2015,North Dakota St.,61,Western Illinois,48,12.5,11.74,11.84,10.7,12.83,12.4,16.63,13,8.82,14,2.36,11.42,11.8,0,12,10.47,,,,8,
01/16/2015,Robert Morris,63,St. Francis-NY,68,2.5,1.15,0.69,2.41,-0.42,0.25,3.03,1,-0.04,2,1.36,0.78,1.5,0,2,-1.47,,,,4,0.2
01/16/2015,St. Peter's,65,Manhattan,72,4,4.53,6.01,7.1,6.46,4.35,2.3,3,3.4,2,1.78,5.26,3.3,0,4,2.25,,,,6,6.5
01/17/2015,Akron,82,Central Michigan,76,4,1.62,-1,2.49,-0.83,-5.3,6.1,4,2.05,5,3.67,-0.84,6.2,0,4,0.34,,,,5,-2.2
01/17/2015,Alabama,48,Kentucky,70,-10,-12.09,-15.13,-13.08,-16.49,-16.08,-12.19,-8.5,-13.39,-13,3.39,-14.36,-8.5,0,-12,-7.93,,,,-6,-9
01/17/2015,Appalachian St.,74,Georgia St.,69,-11.5,-10.36,-9.64,-10.26,-9.97,-8.67,-11.27,-10.5,-12.45,-12,1.15,-10.74,-9.1,0,-9,-9.27,,,,-11,-11.3
01/17/2015,Arizona,69,Utah,51,5.5,2.9,0.98,2.75,-0.6,0.12,5.85,5,5.03,5,2.61,0.12,6.7,0,5,1.46,,,,4,1.3
01/17/2015,Arizona St.,78,Colorado,72,5.5,2.75,2.82,1.51,3.56,3.51,1.63,4,2.08,3,0.84,2.51,2,0,3,4.87,,,,2,3.2
01/17/2015,Arkansas,82,Mississippi,96,9,8.02,8.17,10.87,6.27,7.5,7.25,8,7.8,8,1.83,7.03,11.4,0,9,9.05,,,,5,6.9
01/17/2015,Arkansas St.,78,Texas St.,73,1.5,-1.35,-1.88,-2.81,-1.32,-1.68,0.14,1.5,-0.71,1,1.41,-2.73,-0.1,0,0,-2.89,,,,-1,-3.6
01/17/2015,Auburn,71,South Carolina,68,-2.5,-5.06,-5.36,-0.05,-8.2,-8.65,-7,-3,-2.93,-3,3.29,-8.94,-1.4,0,-3,-4.49,,,,-9,-3.8
01/17/2015,Austin Peay,83,Belmont,89,-6.5,-7.47,-6.58,-7.47,-6.27,-6.13,-8.12,-6.5,-7.69,-9,1.24,-10.18,-7.3,0,-9,-6.88,,,,-8,-4.5
01/17/2015,Boston College,51,Virginia,66,-13,-14.81,-18.85,-22.04,-17.43,-19.34,-17.48,-13,-12.71,-13,4.33,-15.13,-15,0,-14,-10.33,,,,-6,-11.2
01/17/2015,Bowling Green,58,Ball St.,46,9,9.57,9.24,11.92,8.19,7.98,13.32,10,10.68,6,2.15,9.18,11.5,0,11,8.28,,,,12,5.1
01/17/2015,Brown,62,Yale,80,-3.5,-4.96,-5.71,-5.29,-5.24,-6.87,-1.03,-4.5,-6.36,-3,1.67,-5.7,-5.6,0,-5,-5.78,,,,-6,-2.9
01/17/2015,Buffalo,77,Miami-Ohio,68,13.5,16.32,19.06,19.09,18.3,20.25,16.62,15,14.35,19,2.21,15.38,13.8,0,15,12.97,,,,17,11.4
01/17/2015,CS Northridge,55,Cal Poly SLO,48,-2,-3.27,-5.23,-8.2,-2.78,-5.96,0.23,-1.5,-3.76,-1,2.97,-5.25,-3.9,0,-3,-3.45,,,,2,-2.2
01/17/2015,CS Sacramento,90,Eastern Washington,77,-1.5,-4.61,-6.15,-6.54,-6.4,-5.84,-1.43,-2,-4.71,-2,2.08,-7,-3.6,0,-3,-5.5,,,,-6,-1.8
01/17/2015,Cal Riverside,66,Hawaii,62,2.5,-1.79,-2,-2.57,-2.27,-1.1,-4.56,1,0.74,-2,1.94,-3.91,-1.1,0,-1,-0.24,,,,-5,1.7
01/17/2015,Cal St. Fullerton,68,UC Davis,79,2,-2.28,-4.74,-5.11,-4.65,-4.78,0.79,-1,-1.76,2,2.47,-4.1,-1.6,0,1,0.88,,,,-4,-3.6
01/17/2015,Cincinnati,84,Temple,53,5.5,7.93,8.24,4.74,8.04,11.64,8.7,5,6.83,9,2.26,9.2,7.2,0,9,8.48,,,,4,8
01/17/2015,Citadel,62,Furman,74,3,4.82,5.4,8.58,4.42,4.2,6.14,4,3.4,5,1.46,3.75,5.2,0,4,2.19,,,,4,6.4
01/17/2015,Clemson,66,Syracuse,53,-1.5,-2.83,-3.3,-0.09,-4.7,-4.95,-1.81,-1,-3.82,-1,1.68,-4.76,-2.8,0,-2,-2.52,,,,-3,-2
01/17/2015,Cornell,45,Columbia,48,-3,-1.45,-0.26,0.65,-1.28,0.04,-4.4,-2.5,-3.59,1,1.93,-2.36,-4.3,0,-2,-2.37,,,,-1,1
01/17/2015,Creighton,65,Providence,74,2,-2.45,-3.67,-4.57,-2.4,-4.41,-4.37,1.5,0.99,1,2.45,-4.52,-1.8,0,-2,-2.24,,,,-4,0.2
01/17/2015,Dayton,61,Saint Louis,45,14,18.33,20.4,20.1,20.61,20.89,19.86,16,15.04,19,2.38,21.78,15.7,0,18,14.68,,,,17,15.2
01/17/2015,Delaware,62,Drexel,66,4,0.53,1.42,2.31,0.36,1.92,2.82,2.5,-2.47,6,2.6,-3.42,-0.6,0,0,-3.03,,,,1,0.6
01/17/2015,Detroit,64,Wisconsin-Green Bay,70,-5,-4.5,-4.45,-4.57,-4.92,-3.78,-5.85,-5,-4.34,-3,1.12,-5.35,-6.1,0,-4,-2.33,,,,-7,-2.8
01/17/2015,Drake,84,Indiana St.,78,-3,-3.96,-5.17,-5.77,-4.72,-5.14,-4.82,-4.5,-2.36,-5,2,-5.34,-2.5,0,-2,-6.56,,,,1,-3.1
01/17/2015,Duquesne,64,VA Commonwealth,70,-14.5,-14.59,-16.6,-17.61,-15.98,-17,-13.06,-13.5,-15.07,-14,2.22,-18.48,-12.4,0,-15,-15.02,,,,-12,-7.5
01/17/2015,Eastern Kentucky,78,SIU Edwardsville,62,12.5,11.86,13.45,14.97,13.22,12.37,10.49,11,12.08,11,2.06,11.02,12.5,0,13,11.27,,,,7,
01/17/2015,Eastern Michigan,54,Northern Illinois,46,8,8.83,8.56,7.22,8.81,9.66,7.93,8,6.94,9,1.38,8.77,7.8,0,9,6.45,,,,12,12.6
01/17/2015,Evansville,41,Wichita St.,61,-6.5,-4.9,-5.14,-5.32,-4.89,-5.49,-6.6,-5.5,-6.93,-5,1.06,-6.43,-5.6,0,-6,-2.98,,,,-3,-0.3
01/17/2015,Florida Atlantic,76,Marshall,62,6.5,6.22,7.04,11.55,5.52,5.51,7.92,7,5.52,7,2.18,2.78,7.9,0,5,0.18,,,,8,7
01/17/2015,Florida International,58,Western Kentucky,65,-5.5,-5.96,-4.58,-5.87,-4.23,-4.03,-10.09,-5.5,-5.3,-5,2.14,-10.3,-6,0,-7,-4.97,,,,-6,-4.1
01/17/2015,Florida St.,63,North Carolina St.,72,-1,-4.71,-5.71,-3.68,-6.68,-7.2,-4.73,-1.5,-2.69,-5,2.24,-8.58,-2.3,0,-4,-3.9,,,,-3,-3.8
01/17/2015,Fresno St.,65,Wyoming,70,-2,-4.71,-6,-7.66,-6.15,-4.43,0.83,-2,-3.92,1,3.15,-7.73,-7,0,-4,-5.96,,,,-6,-4.2
01/17/2015,George Washington,63,George Mason,53,11.5,13.1,14.37,15.69,13.33,14.47,15.56,11.5,12.72,13,1.56,10.97,13.8,0,13,10.21,,,,12,11.2
01/17/2015,Georgetown,61,Butler,59,4,1.21,-0.58,0.88,-0.48,-2.82,-1.28,4,3.6,3,2.31,-0.31,2.8,0,3,2.46,,,,3,2.4
01/17/2015,Georgia,73,Florida,61,-2,1.34,2.61,6.8,0.09,-1.66,0.39,0,-1.3,-1,2.67,0.97,2.2,0,0,0.81,,,,5,2.5
01/17/2015,Hofstra,74,NC Wilmington,79,11,11.59,13.25,10.72,14.17,15.19,11.61,12,12.78,14,2.94,15.16,9.8,0,10,9.7,,,,5,9.3
01/17/2015,Houston,65,Tulane,68,-1,-1.29,-3.05,-5.56,-1.67,-2.37,1.01,1,0.62,1,2.4,-3.42,2,0,0,-2.07,,,,-2,-1.3
01/17/2015,Illinois St.,82,Bradley,72,11,14.02,15.55,16.33,15.62,15.11,13.86,12,12.16,14,1.75,15.21,12.9,0,15,13.46,,,,11,12
01/17/2015,Iowa,76,Ohio St.,67,1.5,-1.31,-0.36,2.04,-4.5,-2.02,-1.72,1,-1.43,-4,2.53,-2.6,-1.1,0,-3,0.1,,,,4,-2.5
01/17/2015,Iowa St.,86,Kansas,81,3.5,2.76,2.82,0.34,3.95,2.95,3.57,4,3.2,3,1.26,1.4,3.9,0,2,3.16,,,,1,4.6
01/17/2015,James Madison,75,Elon,72,5.5,6.27,6.94,7.41,7.12,6.18,6.23,6.5,5.13,5,2.45,5.42,3.2,0,5,5.67,,,,13,5.2
01/17/2015,Kansas St.,63,Baylor,61,1.5,-4.26,-6.64,-5.36,-7.75,-6.69,0.11,-1,-2.96,-2,2.84,-7.98,-2,0,-3,-2.95,,,,-4,-4.1
01/17/2015,Kent St.,69,Ohio,59,7,9.41,11.88,12.57,10.14,13.53,7.94,7.5,7.34,5,2.82,8.8,7.6,0,7,6.1,,,,13,11.4
01/17/2015,LSU,64,Texas A&M,67,6,4.87,5.09,7.65,3.85,4.52,5.13,6,4.9,7,1.58,1.88,6.2,0,3,4.09,,,,6,4
01/17/2015,La Salle,60,Fordham,49,13,12.7,14,13.7,13.97,14.43,10.23,12.5,12.41,13,1.18,12.75,13.4,0,13,12.36,,,,12,9.9
01/17/2015,Long Beach St.,69,UC Santa Barbara,53,3,1.68,2.91,7.13,1.13,0.42,3.64,3.5,1.29,4,2.56,-1.97,3.2,0,1,1.02,,,,-1,-0.9
01/17/2015,Louisiana Tech,75,Middle Tenn St.,68,11.5,10.8,11.14,11.17,11.59,10.59,14.01,12,11.69,9,1.47,8.62,11.7,0,11,6.96,,,,12,10.9
01/17/2015,Louisiana-Lafayette,82,South Alabama,89,13,13.32,13.53,16.33,12.69,12.68,15.98,13,11.51,16,1.97,13.37,14.3,0,14,8.87,,,,10,13.9
01/17/2015,Louisiana-Monroe,64,Arkansas-Little Rock,52,3,5.73,7.8,11.75,5.05,7.39,3.14,2,5.25,7,2.8,2.78,4.8,0,5,1.57,,,,4,9
01/17/2015,Louisville,52,Duke,63,3.5,2.09,2.17,3.93,2.33,-0.37,6.29,4,1.93,6,2.69,-0.09,-2.6,0,2,0.7,,,,3,1.9
01/17/2015,Loyola Marymount,55,Gonzaga,72,-19.5,-19.89,-22.3,-23.73,-22.13,-21.18,-18.99,-19.5,-19.95,-19,2.45,-23.32,-17.4,0,-22,-16.05,,,,-16,-16.5
01/17/2015,Maryland,75,Michigan St.,59,2,2.58,2.69,9.83,0.95,-0.89,-0.6,3,2.84,4,2.9,0.59,3.1,0,2,1.59,,,,3,4.4
01/17/2015,Massachusetts,60,Rhode Island,56,1,0.4,0.59,1.7,-1.04,1.42,-3.48,1,2.84,-1,2.06,-1.51,2.4,0,2,-0.22,,,,3,-1.5
01/17/2015,Memphis,99,Central Florida,79,14,14.23,13.69,9.71,15.76,15.58,14.93,13,16.9,16,2.05,16.2,13.1,0,15,13.78,,,,14,10.4
01/17/2015,Mercer,80,Samford,56,12.5,11.29,10.62,9.32,11.49,10.77,13.43,12.5,10.5,14,1.63,12.86,10.7,0,15,8.74,,,,9,10.3
01/17/2015,Michigan,56,Northwestern,54,9,7.6,6.25,7.08,6.06,5.63,8.38,8,9.83,10,1.9,8.58,10.6,0,8,7.39,,,,5,6
01/17/2015,Minnesota,89,Rutgers,80,12.5,12.49,10.95,5.85,13.75,13.49,14.81,12.5,13.5,12,2.56,14.44,13.2,0,13,13.92,,,,10,13.4
01/17/2015,Mississippi St.,57,Vanderbilt,54,-4,-6.16,-7.33,-6.67,-8.21,-7.17,-5.41,-4,-5.19,-6,1.91,-9.89,-3.3,0,-7,-2.99,,,,-5,-5.9
01/17/2015,Missouri,51,Tennessee,59,-1,-1.6,-2.16,-3.07,-1.19,-2.72,-3.02,-1,-1.59,-3,1.09,0.17,-1.2,0,-1,0.86,,,,-3,0.1
01/17/2015,Montana,63,Montana St.,48,11,12.9,14.41,13.56,14.46,15.28,15.33,11,11.89,14,1.89,11.81,11,0,13,10.57,,,,10,12.4
01/17/2015,Morehead St.,62,Eastern Illinois,65,6,3.92,1.84,-5.68,4.5,5.61,6.69,5,5.59,8,3.64,2.64,2,0,6,3.62,,,,4,6.1
01/17/2015,Murray St.,91,Tennessee St.,72,23,23.58,25.01,27.84,23.22,25.69,28.28,24,22.82,24,2.53,23.35,21,0,24,20.98,,,,20,20.4
01/17/2015,NC Charlotte,68,Rice,73,13,13.21,14.38,20.42,11.94,13.06,15.52,13.5,13.83,14,2.98,12.04,12.5,0,16,12.28,,,,8,7.7
01/17/2015,North Dakota,78,Northern Colorado,88,-2.5,-1.28,-0.58,-0.1,-1.85,0.45,-1.04,-2,-4.17,-1,1.61,-3.82,-1.1,0,-1,-2.14,,,,1,
01/17/2015,Northeastern,69,Charleston,67,10,12.17,13.52,15.65,11.98,13.46,15.49,10,11.55,12,1.88,10.62,10.7,0,12,7.63,,,,13,10.6
01/17/2015,Northern Arizona,72,Idaho St.,69,10,10.08,11.02,14.22,10.06,9.76,12.25,10,8.18,9,1.63,10.04,11,0,11,7.89,,,,10,6.6
01/17/2015,Notre Dame,75,Miami-Florida,70,6.5,9.11,8.3,9.5,8.61,6.4,10.61,7,7.7,7,1.49,10.58,10.1,0,10,11.67,,,,8,10
01/17/2015,Oklahoma,82,Oklahoma St.,65,6.5,6.59,5.5,4.27,7.19,5.11,10.65,6.5,5.86,7,1.69,7.49,5.5,0,8,7.73,,,,6,5.4
01/17/2015,Old Dominion,61,North Texas,50,15,19.1,21.37,23.07,20.55,21.1,21.69,16,15.96,19,2.74,21.27,16.3,0,20,14.74,,,,16,17.3
01/17/2015,Oral Roberts,62,IPFW,58,7.5,6.93,7.44,11.47,6.68,4.53,7.46,8.5,5.38,8,2.14,4.99,9,0,8,4.13,,,,10,3
01/17/2015,Pacific,59,San Diego,57,-2.5,-2.36,-2.68,-0.54,-3.48,-3.99,-4.82,-3,-3.75,0.01,1.69,-5.06,-2.2,0,-3,-2.1,,,,-1,1.9
01/17/2015,Penn St.,77,Purdue,84,1,-0.68,-1.26,4.35,-2.97,-6.03,1.93,2,-2.3,3,3.66,-4.14,-2.1,0,0,-3.53,,,,5,-0.8
01/17/2015,Pennsylvania,47,Villanova,62,-19.5,-20.4,-21.06,-23.48,-19.62,-20.91,-24.56,-18,-20.66,-20,3.64,-26.18,-17.2,0,-23,-19.38,,,,-13,-16.1
01/17/2015,Pepperdine,67,Portland,63,4,5.05,6.22,6.59,7.06,4.75,5.6,5,3.42,8,2.38,3.8,2.5,0,2,0.99,,,,11,3.7
01/17/2015,Pittsburgh,70,Georgia Tech,65,6,3.82,2.83,3.56,3.23,1.54,9.67,6,6.16,6,3.05,2.36,5.1,0,5,1.74,,,,-2,4.5
01/17/2015,Portland St.,85,Idaho,73,1.5,-0.22,-0.67,2.61,-2.66,-1.84,1.01,-1,1.66,1,2.05,-4.3,0.2,0,0,-0.02,,,,1,-0.8
01/17/2015,Richmond,89,Davidson,63,1,-3.58,-5.5,-5.61,-4.73,-6.38,-2.45,-1,-0.71,-4,2.16,-6.19,-4.1,0,0,-2.56,,,,-1,-3.3
01/17/2015,SE Missouri St.,65,Tennessee Tech,61,4,1.91,0.22,-1.12,1.5,-0.26,4.96,4,4.83,4,2.14,0.62,1.6,0,1,3.64,,,,3,0.9
01/17/2015,SMU,77,East Carolina,54,18.5,20.27,21.18,21.36,20.88,21.63,21.79,19,19.96,20,1.22,21.42,19.7,0,21,22.55,,,,18,14.1
01/17/2015,San Diego St.,53,UNLV,47,9.5,10.48,10.88,10.34,10.69,11.66,13.88,8,9.97,8,1.83,9.24,10.8,0,10,8.81,,,,13,9
01/17/2015,San Jose St.,41,Colorado St.,70,-18,-19.69,-22.91,-25.55,-21.89,-22.08,-19.21,-18,-20.29,-20,2.84,-21.34,-15.6,0,-17,-16.41,,,,-17,-16.7
01/17/2015,Santa Clara,70,San Francisco,64,-2.5,-1.3,0.06,3.88,-2.37,-0.9,-0.97,-2,-2.23,-4,2.09,-3.25,-0.4,0,-1,-1.72,,,,-2,-2
01/17/2015,South Dakota St.,71,South Dakota,57,8,7.78,7.97,7.36,8.47,7.99,8.73,9,7.59,10,1.06,7.91,9.2,0,9,3.15,,,,6,
01/17/2015,South Florida,58,Tulsa,75,-6.5,-6.55,-7.1,-7.57,-6.87,-6.97,-10.76,-6.5,-8.17,-9,1.5,-6.3,-5.1,0,-4,-3.05,,,,-7,-3.2
01/17/2015,Southern Miss,56,UAB,63,-4,-4.13,-4.83,-2.16,-6.93,-5.24,-1.52,-4,-3.69,-5,2.47,-9.81,-1.5,0,-2,-5.26,,,,-3,-2.8
01/17/2015,Southern Utah,70,Weber St.,60,-5,-5.83,-5.18,-6.31,-5.14,-4.1,-5.79,-5,-6.49,-6,1.23,-8.97,-6.1,0,-6,-4.66,,,,-6,-5.1
01/17/2015,St. Mary's,82,BYU,77,2,-0.13,1.38,3.8,-0.48,0.97,-0.44,1.5,-1.69,-1,2.25,-3.19,-1.3,0,-1,-2.36,,,,4,-0.4
01/17/2015,Stanford,72,Connecticut,59,5.5,5.22,6.25,7.93,5.71,5.05,4.73,4,4.88,5,1.2,3.26,5.3,0,4,5.25,,,,5,5.5
01/17/2015,Tennessee-Martin,55,Jacksonville St.,52,9.5,11.45,13.53,13.44,14.17,13.08,10.85,9.5,10.07,12,2.21,11.29,7.9,0,10,10.78,,,,8,13.7
01/17/2015,Texas,77,West Virginia,50,3,0.76,-0.07,-0.09,0.73,-1.35,-0.32,2,3.83,-2,1.82,-0.94,3,0,4,-0.55,,,,1,2.7
01/17/2015,Texas San Antonio,55,UTEP,73,-9,-8.03,-7.01,-4.86,-7.48,-8.83,-12.56,-7,-9.61,-9,2.33,-11.85,-8,0,-11,-5.36,,,,-6,-2.8
01/17/2015,Texas Tech,42,TCU,62,-2.5,-1.73,-2.49,-2.99,-3.79,-0.53,0.79,-3,-1.8,2,1.97,-4.53,-2.3,0,0,-1.3,,,,-3,-2.6
01/17/2015,Toledo,78,Western Michigan,81,8,7.68,7.12,3.81,8.98,8.21,8.82,8.5,8.85,8,1.68,9.92,8,0,9,6.8,,,,6,6.3
01/17/2015,Towson,72,William & Mary,85,-6,-6.18,-6.97,-5.89,-8.37,-6.44,-4.58,-5.5,-6.58,-7,1.62,-9.44,-4.9,0,-5,-4.43,,,,-4,-6.8
01/17/2015,Troy St.,75,Georgia Southern,71,-6,-5.27,-6.81,-7.86,-5.77,-7.1,-1.38,-5,-4.44,-2,2.33,-5.36,-6.7,0,-2,-3.74,,,,-9,-6.3
01/17/2015,Utah St.,71,Air Force,59,6.5,3.84,4.48,7.43,4.19,1.97,3.73,6.5,2.97,6,1.92,2.65,6.3,0,5,0.89,,,,2,2.3
01/17/2015,VMI,85,East Tennessee St.,79,-3,-2.68,-3.29,-7.78,-1.79,-0.96,-1.38,-1,-2.53,1,2.59,-3.37,-2.9,0,0,-4.45,,,,-7,-0.4
01/17/2015,Washington St.,47,Oregon St.,62,2.5,-0.61,-0.62,1.61,-1.46,-1.82,4.05,-1,1.44,0.01,2.76,-6.89,0.6,0,1,-3.19,,,,-2,-0.6
01/17/2015,Wofford,62,Western Carolina,43,7.5,10.97,11.48,15.91,9.54,10.02,10.88,8,10.73,10,2,9.83,11.5,0,14,6.48,,,,12,10.3
01/17/2015,Wright St.,56,Valparaiso,66,1,-3.42,-3.26,-1.66,-4.14,-3.82,-4.25,-1,-3.56,1,1.84,-5.03,-2.8,0,-3,-5.12,,,,-5,-3.8
01/17/2015,Xavier,62,Marquette,58,10,9.3,9.28,7.01,11.15,10.38,8.66,9.5,8.86,8,1.28,11.19,10.1,0,9,10.83,,,,9,7.5
01/17/2015,Youngstown St.,61,Cleveland St.,74,-6,-4.34,-3.78,-2.49,-4.71,-4.07,-9.41,-6,-6.66,-8,2.78,-5.56,-4.4,0,-5,-4.28,,,,1,1
01/18/2015,Canisius,78,Iona,74,0,-1.41,-0.09,-1.49,-0.13,1.38,-1.74,-1,-2.78,1,1.99,-3.44,-4.1,0,-4,-4.98,,,,2,0
01/18/2015,DePaul,71,St. John's,67,-6,-6.82,-7.67,-8.89,-7.62,-6.54,-8.6,-5.5,-5.74,-6,1.58,-8.99,-6.6,0,-6,-5.19,,,,-4,
01/18/2015,Illinois,74,Indiana,80,5.5,4.52,3.77,1.5,5.55,4.03,7.59,5,6.18,5,1.59,3.51,3.8,0,5,6.56,6,3,3,4,3.8
01/18/2015,Manhattan,79,Rider,82,3,1.9,1.69,-0.2,1.76,3.53,4.8,2.5,4.05,6,2.49,0.76,2.4,0,3,-1.02,,,,-3,0.9
01/18/2015,Marist,71,Quinnipiac,72,-6.5,-7.54,-7.18,-9.02,-7,-6.16,-5.2,-7,-7.57,-4,1.87,-10.05,-7.7,0,-7,-9.99,,,,-10,-7.1
01/18/2015,Monmouth,77,Fairfield,70,7,8.22,9.61,6.52,10.74,11.47,6.79,7.5,7.66,8,1.89,8.4,9,0,8,7.83,,,,5,7.8
01/18/2015,Nebraska Omaha,84,IUPUI,89,7.5,4.46,2.76,1.61,4.37,1.79,9,7,5.91,7,2.29,4.32,5.4,0,5,1.32,,,,5,
01/18/2015,New Mexico,59,Boise St.,69,5.5,4.25,3.38,4.36,2.39,3.62,5.03,4.5,1.17,7,1.92,4.09,5,0,4,4.67,,,,8,2.6
01/18/2015,Niagara,70,Siena,74,2.5,0.16,1.25,-0.71,2.61,1.46,-1.84,3.5,-1.42,4,2.48,0.48,-3.8,0,-1,-2.79,,,,3,0.8
01/18/2015,North Carolina,68,Virginia Tech,53,21,22.07,23.13,22.17,24.59,24.56,24.39,22.5,22.31,24,3.09,24.74,20.7,0,23,27.98,18,21,21,14,17.5
