date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linemass,linepugh,lineopen,linedok,linedunk,linefox,linerpi,linepig
11/18/2011,Colorado,71,Maryland,78,-1.5,-0.73,-1.61,-4.18,0.73,1,,0.88,,,-1,-2.34,,1,,-0.5
11/18/2011,Xavier,66,Miami-Ohio,60,14.5,14.53,9.63,9.13,10.13,0,,19.05,14.6,14.17,15.5,17.16,,16,,16
11/18/2011,Arizona,57,Mississippi St.,67,3.5,7.28,7.91,9.54,7.22,1,,9.25,,,6,5.17,,7,,5.5
11/18/2011,Arizona St.,71,New Mexico,76,-4,-3.93,-2.2,-1.93,-2.49,0,,-8.33,-3.3,-3,-4.5,-2.44,,-6,,
11/18/2011,Drexel,56,Norfolk St.,61,15,15.37,13.37,12.73,14.03,1,,22.78,13.2,14.44,15,16.78,,13,,16
11/18/2011,Tulsa,65,Northwestern,69,-2,0.26,3.41,3.67,3.2,0,,-1.27,,,-2.5,-2.07,,2,,-4
11/18/2011,Temple,77,Purdue,85,-1,-0.89,0.4,3.42,-2.6,0,,0.34,,,-1,-5.98,,-1,,0.5
11/18/2011,St. Joseph's PA,,Seton Hall,78,-1.5,-3.99,-1.65,-2.52,-1.02,1,,-7.69,,,-2.5,-4.19,,-9,,0.5
11/18/2011,Cleveland St.,67,St. Bonaventure,64,7.5,9.02,10.5,11.77,9.26,0,,8.36,9.4,9.47,6.5,6.88,,9,,8
11/18/2011,UC Davis,49,Stanford,70,-11,-13.04,-17.92,-21.85,-15.27,0,,-14.41,-7.9,-16.98,-10.5,-10.4,,-9,,-8.5
11/18/2011,Virginia,55,TCU,57,9.5,9.42,6,2.45,9.98,1,,13.4,9.1,15.22,8,7.22,,6,,12
11/18/2011,St. John's,57,Texas A&M,58,-1,-2.51,-1.92,-1.34,-2.55,1,,-7.29,,,-1,-1.89,,1,,-3
11/18/2011,Georgia Tech,73,VA Commonwealth,60,1.5,-0.34,3.19,1.13,5.3,0,,-0.6,,,-2.5,-3.85,,-1,,-3
11/18/2011,LSU,76,Western Kentucky,57,8,7.33,4.6,2.31,6.94,0,,14.13,,,7.5,5.07,,8,,7.5
11/18/2011,Iona,94,Western Michigan,88,7.5,7.36,6.88,5.55,8.62,1,,6.35,,,6.5,8.16,,8,,7.5
11/18/2011,Alabama,70,Wichita St.,60,2,1.53,0.75,1.67,-0.11,1,,3.48,,,1.5,0.15,,-2,,6
11/18/2011,Lehigh,82,William & Mary,57,5,2.14,6.36,6.02,6.85,1,,-0.48,-0.7,4.35,1.5,-2.39,,-1,,4.5
11/18/2011,Marquette,95,Winthrop,73,18,23,23.66,23.52,25.01,1,,24.84,19.2,29.66,18,20.24,,19,,22.5
11/19/2011,Tennessee Tech,63,Appalachian St.,68,7,3.96,1.92,2.17,1.68,0,,4.39,3.1,1.79,6.5,5.59,,9,,
11/19/2011,Princeton,61,Buffalo,53,2.5,-0.04,-1.33,-4.18,1.38,0,,4.79,1,-7.74,2.5,1.45,,3,,
11/19/2011,Boise St.,103,CS Northridge,61,13.5,13.47,13.2,14.14,12.38,0,,19.76,11.6,7.34,12,14.04,,15,,
11/19/2011,USC,36,Cal Poly SLO,42,8,11.2,10.68,11.58,10.11,0,,9.83,12.8,6.07,8.5,13,,15,,
11/19/2011,Louisiana-Lafayette,63,Cal St. Fullerton,69,4,5.12,2.85,2.44,3.31,0,,11.05,6.7,4.98,4.5,2.37,,5,,
11/19/2011,Clemson,69,Charleston,72,13,12.03,9.8,8.25,11.29,0,,16.22,12.6,14.42,12,11.43,,10,,
11/19/2011,Akron,76,Duquesne,81,-3,-1.36,1.59,2.68,0.44,1,,-4.55,-3.4,3.43,-1,-3.14,,-5,,
11/19/2011,William & Mary,44,Eastern Kentucky,63,-3,-1.33,-8.37,-11.92,-5.32,1,,6.05,3.1,-2.46,-3,2.21,,-1,,
11/19/2011,Florida Atlantic,80,George Mason,75,3,-5,-5.48,-5.47,-6.07,0,,-7.53,-7,-3.44,1,-1.46,,-4,,
11/19/2011,Loyola Marymount,67,Harvard,77,-3.5,-2.47,-4.33,-5.51,-3.19,0,,-4.7,-3.3,2.47,-5,-1.07,,-2,,
11/19/2011,Gonzaga,73,Hawaii,54,13.5,14.09,13.83,16.84,11.45,0,,18.13,9.5,13.47,11.5,15.23,,14,,
11/19/2011,La Salle,92,James Madison,83,3.5,4.01,4.92,2.3,7.61,0,,-1.39,3.1,7.5,4.5,2.97,,6,,
11/19/2011,Penn St.,47,Kentucky,85,-18.5,-12.58,-16.13,-14.25,-18.18,1,,-13.52,-6.4,-9.24,-18,-14.47,,-12,,
11/19/2011,Liberty,80,Lehigh,90,-4.5,-2.15,-3.85,-0.35,-7.3,0,,-1.09,0.7,-5.29,-4,-0.7,,-1,,
11/19/2011,San Diego St.,77,Long Beach St.,73,3,7.92,4.06,2.82,5.01,0,,6.22,13.3,10.39,3.5,7.71,,10,,
11/19/2011,Butler,53,Louisville,69,-4,-3.85,-3.87,-3.86,-3.97,0,,-6.05,-0.3,-8.89,-3,-3.86,,0.01,,
11/19/2011,Utah,64,Montana St.,70,4.5,10.76,10.2,12.18,8.39,0,,17.15,12.9,10.46,6,9.21,,5,,
11/19/2011,Middle Tenn St.,82,NC Greensboro,60,16.5,16.23,16.85,16.19,18.04,0,,16.26,13.2,19.3,18,11.63,,19,,
11/19/2011,Dayton,74,NC Wilmington,49,13,12.58,11.7,9.57,14.42,0,,13.27,12.7,14.66,13,12.46,,11,,
11/19/2011,South Florida,66,Old Dominion,68,-1,-0.47,2.49,3.63,1.61,1,,-0.24,-3,1.85,1,-4.11,,-3,,
11/19/2011,Santa Clara,84,San Jose St.,58,10.5,9.89,7.55,8.21,6.88,0,,14.33,8.3,14.64,8,6.9,,10,,
11/19/2011,Northeastern,64,Southern Illinois,57,6.5,6.9,6.54,8.11,5.03,0,,6.55,7.9,4.26,7.5,7.44,,9,,
11/19/2011,Colorado St.,58,Southern Miss,79,5,3.57,5.51,5.15,5.86,0,,-0.87,4.5,2.32,5.5,5.01,,3,,
11/19/2011,Oregon St.,100,Texas,95,-6,-14.41,-9.22,-7.37,-12.24,1,,-16.65,-17.3,-18.47,-9,-14.84,,-14,,
11/19/2011,Belmont,87,Towson,41,26,20.47,14.61,11.34,18.6,1,,29.22,21.9,20.85,23.5,21.36,,20,,
11/19/2011,New Mexico St.,89,UTEP,73,10,6.88,8.43,12.09,5.42,0,,11.29,3.4,6.95,8.5,6.03,,3,,
11/19/2011,North Carolina St.,79,Vanderbilt,86,-4.5,-2.44,-1.98,-2.41,-1.63,1,,-7.77,-2.6,3.18,-5,-2.86,,-3,,
11/19/2011,Drexel,35,Virginia,49,-5,-4.15,-1.95,-0.55,-3.87,1,,-6.74,,,-4,-2.61,,-7,,
11/19/2011,UC Irvine,72,Weber St.,80,-8.5,-4.61,-8.32,-10.98,-6.12,0,,-4.21,1.3,-1.72,-7,-6.54,,-4,,
11/19/2011,Drake,66,Winthrop,62,6.5,8.17,10.86,12.03,9.97,1,,10.62,,,6.5,5.24,,3,,
11/19/2011,Wisconsin,69,Wofford,33,23,18.44,15.37,13.43,18.18,0,,21.19,19.9,22.69,19.5,18.72,,15,,
11/19/2011,Wisconsin-Green Bay,52,Wyoming,44,7,5.96,3.36,3.21,3.5,0,,10.32,9.6,1.31,5.5,6.77,,7,,
11/20/2011,Ohio,69,Arkansas St.,54,10,8.21,7.66,9.63,5.79,0,,8.37,9.2,7.1,11,11.07,,7,,7.5
11/20/2011,Michigan St.,69,Arkansas-Little Rock,47,24,20.3,18.25,14.25,24.1,0,,22.11,20.1,20.23,22.5,20.07,,18,,23.5
11/20/2011,Middle Tenn St.,84,Belmont,87,-6.5,-3.47,-1.26,3.09,-7.97,0,,-7.14,,,-3.5,-4.27,,-3,,-1.5
11/20/2011,Iowa,59,Creighton,82,2.5,-2.41,-3.65,-7.94,-0.03,0,,3.03,0.5,-12.54,1.5,-0.82,,4,,-5.5
11/20/2011,Valparaiso,84,Duquesne,68,-1.5,-0.85,-1.04,-0.85,-1.24,0,,-3.02,-0.9,-4.64,-3,-1.66,,0.01,,5.5
11/20/2011,Northern Illinois,55,Eastern Illinois,67,-4,-1.02,-3.02,-2.16,-4.36,0,,-1.47,5.2,-0.86,-3,-0.04,,-3,,-1.5
11/20/2011,LSU,59,Georgia Tech,50,-3,-3.22,-2,-1.24,-2.83,1,,-1.08,,,-2.5,-6.18,,-7,,-1
11/20/2011,Maryland,63,Iona,89,-5,-1,0.66,3.24,-1.49,1,,-2.68,,,-4.5,-1.58,,0.01,,-3.5
11/20/2011,Eastern Kentucky,51,Lehigh,76,-6,-2.67,-0.59,1.7,-2.96,1,,-8.05,-2.4,1.1,-6,-4.25,,-1,,-5.5
11/20/2011,Furman,63,Loyola-Chicago,51,1.5,0.37,-0.68,-0.15,-1.26,0,,-1.47,3.1,-0.02,1.5,0.22,,1,,1.5
11/20/2011,Marquette,96,Mississippi,66,7,6.66,2.76,-0.91,8.25,1,,8.09,,,6.5,7.01,,8,,9.5
11/20/2011,San Diego,60,Montana,73,-3.5,-2.94,-2.97,-1.87,-4.09,0,,-4.08,-3.7,-3.19,-4.5,-3.55,,-1,,-2
11/20/2011,UNLV,92,Morgan St.,55,17,19.24,16.35,17.89,15.02,0,,24.39,19.6,18.85,17,19.95,,19,,
11/20/2011,UAB,55,Murray St.,62,4.5,6.45,1.39,1.08,1.69,0,,13.11,10,9.23,5.5,7.02,,5,,4.5
11/20/2011,Louisiana-Lafayette,84,Nicholls St.,57,14,10.56,4.08,2.02,7.24,0,,17.62,9.9,10.45,11,12.75,,10,,14.5
11/20/2011,TCU,53,Norfolk St.,66,6,8.32,6.35,8.34,4.77,1,,14.4,,,6,7.38,,12,,3
11/20/2011,Northern Iowa,78,Northern Colorado,69,14.5,16.18,16.31,16.49,16.37,0,,20.7,14.8,19.8,15,14.26,,11,,16
11/20/2011,Kentucky,62,Old Dominion,52,19.5,20.16,19.46,15.43,24.17,0,,19.35,,,19,20.02,,21,,21
11/20/2011,Alabama,65,Purdue,56,2.5,-1.27,-2.53,-4.18,-1.82,1,,-1.59,,,1.5,-1.01,,-2,,3
11/20/2011,Nebraska,83,Rhode Island,63,10.5,8.37,6.24,9.71,1.84,0,,14.37,7.8,6.35,10.5,10.43,,7,,9.5
11/20/2011,Oregon,86,SE Missouri St.,61,14,15.25,12.51,15.02,10.29,0,,20.85,17.5,12.49,13.5,14.31,,14,,17.5
11/20/2011,Northwestern,80,Seton Hall,73,4,0.53,-0.05,-0.19,0.02,1,,1.88,,,2,-0.54,,-1,,3
11/20/2011,Florida St.,80,South Alabama,39,20,23.79,16.03,14.76,17.44,0,,36.45,26,24.95,20.5,21.19,,26,,23.5
11/20/2011,Penn St.,53,South Florida,49,-2,4.09,4.16,7.03,1.64,0,,2.7,,,-2,3.66,,8,,1.5
11/20/2011,Tulsa,75,St. Joseph's PA,3,3,1.87,-0.8,-0.96,-0.65,1,,4.75,,,2,0.6,,6,,1.5
11/20/2011,South Carolina,63,Tennessee St.,64,11.5,15.88,17.05,15.95,18.22,0,,14.07,16.2,30.14,10.5,13.99,,12,,6.5
11/20/2011,NC Greensboro,72,Towson,60,5,2.53,1.17,1.86,0.23,1,,6.9,,,2.5,4.16,,2,,0.01
11/20/2011,Saint Louis,77,Washington,64,5,-0.04,-0.28,-0.5,-0.04,0,,2.61,-3.4,0.71,3,-0.7,,-3,,4
11/20/2011,Portland,73,Washington St.,83,-1,-1.58,0.64,3.13,-1.41,0,,-9.77,-0.3,-2.84,1,-0.49,,-3,,2
11/20/2011,Iowa St.,92,Western Carolina,60,11.5,10.37,5.49,3.06,7.75,0,,7.99,14.5,19.56,11.5,11.63,,8,,10.5
11/20/2011,VA Commonwealth,69,Western Kentucky,64,8.5,9.82,5.91,4.94,6.9,1,,14.51,,,9.5,9.09,,14,,9.5
11/20/2011,Temple,78,Wichita St.,74,2,1.02,3.48,4.87,1.97,1,,1.95,,,1,-1.17,,-3,,1.5
11/20/2011,Liberty,64,William & Mary,65,5.5,3.91,7.48,12.7,6.22,0,,3.85,3.5,-8.22,4,2.24,,3,,8
11/21/2011,Florida International,56,Arkansas-Pine Bluff,58,10,12.03,10.55,9.93,11.31,1,,14.91,,,7.5,10.51,,15,,10.5
11/21/2011,Bowling Green,82,Austin Peay,72,4,1.26,0.49,1.98,-1.06,0,,0.96,4.6,,3,2.83,,0.01,,-0.5
11/21/2011,George Mason,74,Brown,48,15,17.99,18.27,15.95,21.06,0,,20.69,,,16,16.74,,17,,16.5
11/21/2011,Georgia,46,California,70,-6,-3.8,-2.53,0.45,-6.14,1,,-8.9,1.2,,-5.5,-3.71,,0.01,,-9.5
11/21/2011,Pepperdine,57,Central Michigan,67,3.5,7.84,10.13,12.01,8.37,0,,10.62,5.9,,5,4.5,,7,,6.5
11/21/2011,George Washington,86,Detroit,73,-7,-4.91,-2.46,-0.11,-4.87,1,,-4.63,-3.7,,-4.5,-5.09,,-7,,-9
11/21/2011,Virginia,60,Drake,52,7,6.83,3.72,1.34,6.75,1,,9.26,,,8,6.62,,9,,8
11/21/2011,Mississippi St.,78,Louisiana-Monroe,63,20,23.23,19.8,21.84,18.24,0,,26.01,24.7,,22,22.79,,23,,26
11/21/2011,Fresno St.,83,Manhattan,85,6.5,6.5,6.19,4.82,8.16,1,,7.21,,,4,6.32,,8,,4.5
11/21/2011,Boston College,46,Massachusetts,82,-4.5,2.8,0.52,1.21,-0.17,0,,11.53,-5.6,,2.5,2.15,,10,,0.5
11/21/2011,Memphis,61,Michigan,73,4.5,3.3,8.84,7.38,10.27,1,,-3.48,-1.5,,4,6.42,,-2,,6
11/21/2011,Albany-NY,85,Monmouth,49,7.5,7.6,5,4.65,6.1,1,,10.56,,,7,3.77,,10,,10.5
11/21/2011,South Dakota St.,79,Niagara,71,8,7,3.3,2,4.79,1,,11.77,7,,9.5,7.42,,10,,6
11/21/2011,Marquette,59,Norfolk St.,57,21,24.6,17.91,14.85,21.38,0,,34.45,,30.53,19,23.46,,28,,19.5
11/21/2011,Texas,74,North Carolina St.,77,2.5,4.99,6.66,4.53,9.94,1,,-2.43,,,2.5,5.91,,7,,5
11/21/2011,Missouri,87,Notre Dame,58,4,1.69,1.56,1.59,1.56,1,,3.57,2,,3.5,4.59,,-3,,1.5
11/21/2011,Vanderbilt,64,Oregon St.,62,7,7.87,0.95,1.6,0.44,1,,23.53,,,8.5,8.16,,6,,7.5
11/21/2011,Oral Roberts,62,SMU,56,10,10.83,12.16,8.63,16.68,0,,11.87,,,11,7.95,,9,,
11/21/2011,Mercer,60,Sam Houston St.,38,8.5,7.61,6.71,4.28,9.2,0,,8.56,7.7,,10,10.02,,4,,9.5
11/21/2011,Siena,58,St. Bonaventure,64,-7,-1.33,1.76,3.93,-0.07,0,,-5.4,-1.3,,-5,1.56,,-3,,-5
11/21/2011,Mississippi,80,TCU,69,7.5,9.31,9.33,8.78,10.07,0,,12.71,,,5,9.32,,8,,7
11/21/2011,Duke,77,Tennessee,67,12,12.03,11,12.16,9.8,1,,16.91,5.9,,11,9.93,,12,,17.5
11/21/2011,Colorado St.,85,Texas San Antonio,75,6,4.01,-0.04,0.82,-0.94,0,,6.2,,,5,9.45,,6,,2.5
11/21/2011,Drexel,68,Winthrop,45,7,8.71,9.07,11.15,8.09,1,,11.09,,,8.5,7.91,,3,,11
11/21/2011,Indiana St.,57,Wisconsin-Green Bay,56,9,6.64,3.95,4.73,3.25,0,,10.46,8,,8.5,6.07,,6,,8
11/21/2011,Florida,78,Wright St.,65,20,17.75,12.26,8.05,17.55,0,,24.95,17.9,,21,17.29,,21,,17.5
11/22/2011,George Mason,66,Albany-NY,46,12.5,11.8,6.72,3.37,10.48,0,,15.84,,,14,15.6,,14,,11.5
11/22/2011,Louisville,54,Arkansas St.,27,22.5,24.09,20.8,19.47,22.21,0,,27.32,23,27.55,23,24.69,,24,,24.5
11/22/2011,SMU,64,Arkansas-Pine Bluff,55,13,11.85,4.76,1.24,9.31,1,,17.11,,,13,13.91,,18,,11.5
11/22/2011,Long Beach St.,72,Boise St.,62,9.5,4.05,6.48,9.22,3.08,0,,7.28,5,-4.8,9.5,3.65,,1,,8
11/22/2011,UC Davis,61,CS Sacramento,69,3.5,3.67,-1.08,-4.18,0.19,0,,9.87,4,0.79,4.5,6.19,,6,,6.5
11/22/2011,UNLV,75,Cal Poly SLO,52,15,14.83,12.34,12.3,12.83,0,,19.53,11,16.31,14.5,15.16,,16,,15.5
11/22/2011,Missouri,92,California,53,1.5,1.84,0.99,0.53,1.7,1,,4.43,,,3,0.9,,3,,0.5
11/22/2011,Buffalo,94,Canisius,59,11,9.81,4.97,5.62,4.31,0,,16.81,10,10.38,12,12.89,,9,,9.5
11/22/2011,Kent St.,53,Cleveland St.,57,3,1.72,-0.27,-0.48,-0.32,0,,0.89,3,-3.98,5.5,6.17,,4,,4.5
11/22/2011,Delaware,72,Cornell,64,4.5,2.08,-0.26,-3.35,2.36,0,,1.02,-1,2.11,4.5,2.02,,4,,9.5
11/22/2011,Bowling Green,67,Detroit,61,-1,-0.97,2.27,1.89,2.65,0,,-4.14,-1,-2.11,-1,-1.06,,-2,,-2
11/22/2011,Appalachian St.,47,East Carolina,67,2,1.85,4.49,5.29,3.73,0,,2.16,3,-1.13,2,-1.75,,3,,0.5
11/22/2011,Princeton,55,Elon,56,9,9.25,4.93,4.47,5.43,0,,15.6,10,6.8,10,10.74,,10,,11
11/22/2011,Hofstra,60,Florida Atlantic,62,2.5,4.86,6.55,8.29,4.85,0,,1.76,4,8.04,2,0.98,,5,,6
11/22/2011,Oral Roberts,73,Florida International,65,15.5,14.09,10.91,9.12,13.12,0,,16.51,,,12,12.81,,14,,19
11/22/2011,Texas San Antonio,83,Fresno St.,79,3.5,3.33,4.38,3.3,5.51,1,,0.48,,,2.5,1.2,,3,,6.5
11/22/2011,Austin Peay,52,George Washington,54,-2.5,-1.67,-3.71,-7.96,0.33,1,,-5.21,-2,4.84,-2.5,-0.85,,-1,,-1.5
11/22/2011,Samford,47,Georgia St.,55,-5,-3.97,-2.15,-0.81,-3.28,0,,-6.92,-2,-5.73,-4,-4.54,,-5,,-3.5
11/22/2011,Pittsburgh,73,La Salle,69,14.5,12.51,7.49,6.96,8.21,0,,18.5,10,5.12,16.5,17.79,,16,,17.5
11/22/2011,Colorado St.,91,Manhattan,86,14,12.1,8.21,4.8,12.11,0,,13.63,,,15,14.04,,15,,13
11/22/2011,NC Wilmington,64,Marshall,69,-7.5,-5.82,-2.04,-0.07,-4.1,0,,-9.52,-7,-11.26,-7.5,-4.13,,-7,,-3.5
11/22/2011,Tennessee,97,Memphis,99,-4.5,-4.75,-1.41,-3.04,0.27,1,,-9.57,,,-3,-3.14,,1,,-14
11/22/2011,Duke,82,Michigan,75,7,6.34,9.16,4.64,11.46,1,,1.57,,,6.5,7.87,,9,,3.5
11/22/2011,Brown,79,Monmouth,71,6,6.18,2.53,0.6,5.87,1,,8.14,,,5.5,4.44,,9,,9
11/22/2011,West Virginia,83,Morehead St.,48,15,13.61,10.69,8.08,13.22,0,,17.2,12,22.86,15.5,13.04,,8,,14.5
11/22/2011,Mercer,74,Niagara,55,8.5,11.27,11.83,11.02,12.68,0,,11.34,9,12.01,8.5,10.12,,14,,10
11/22/2011,Iowa St.,90,Northern Colorado,82,16.5,12.77,9.65,8.53,11.01,0,,17.01,12,17.32,13.5,13.25,,11,,12
11/22/2011,Georgia,61,Notre Dame,57,-4,-4.22,-1.88,0.26,-3.71,1,,-8.22,,,-3,-3.65,,-4,,-6
11/22/2011,UC Santa Barbara,83,Portland,69,13.5,9.18,5.03,2.16,7.99,0,,10,7,20.57,12,7.57,,9,,
11/22/2011,Illinois,70,Richmond,61,6.5,2.41,-0.95,-1.62,-0.12,1,,5.01,3,-1.27,5,6.8,,3,,4.5
11/22/2011,Illinois St.,76,Rutgers,70,-4.5,-4.12,-2.5,-6.53,1.39,1,,-3.84,-6,-1.35,-4.5,-3.12,,-7,,-6.5
11/22/2011,Sam Houston St.,60,South Dakota St.,77,-9.5,-5.46,-2.98,-1.37,-4.91,1,,-11.23,-4,-7.43,-9.5,-7.71,,-4,,-3
11/22/2011,North Carolina,102,Tennessee St.,69,26,26.6,22.31,20.56,24.21,0,,30.91,23,31,27.5,30.08,,25,,28
11/22/2011,UAB,71,Troy St.,59,14,13.24,8.53,9.55,7.56,0,,24.05,11,12.07,13.5,14.19,,13,,14.5
11/22/2011,Kansas,72,UCLA,56,8.5,14.04,19.87,19.52,20.38,1,,6.88,,,7,13.46,,15,,9
11/22/2011,Northern Iowa,59,Western Carolina,39,13,15.28,14.34,14.13,15.2,0,,14.75,12,23.28,14,13.85,,12,,17
11/22/2011,Bradley,66,Wofford,70,5,2.77,1.12,-0.13,2.31,0,,7.61,2,7.13,5.5,1.72,,-1,,2.5
11/22/2011,Seton Hall,73,Yale,62,9,14.49,14.15,17.58,11.48,0,,19.24,13,15.79,11,14.82,,13,,11
11/23/2011,Detroit,94,Austin Peay,93,4,3.23,-0.05,1.14,-1.12,1,,5.85,5,2.98,5,5.48,,3,,3.5
11/23/2011,Air Force,73,Colorado,76,2.5,-0.45,-1.74,0.03,-3.54,0,,-2.42,-3,0.45,1.5,-0.12,,-3,,8
11/23/2011,Illinois-Chicago,79,Evansville,75,-4.5,-5.17,-1.84,-3.27,-0.32,0,,-8.79,-5,-9.34,-5,-7.63,,-3,,-4
11/23/2011,Bowling Green,56,George Washington,77,4.5,1.68,-0.66,-2.52,1.05,0,,-0.98,3,5.71,2,2.7,,2,,2.5
11/23/2011,Memphis,88,Georgetown,91,-2,-0.74,-0.22,2.58,-5.05,1,,2.05,,,1.5,-2.51,,-5,,3.5
11/23/2011,South Florida,66,Georgia Southern,46,14,15.47,10.75,11.89,9.64,0,,21.24,17,12.69,14.5,17.79,,20,,13.5
11/23/2011,Illinois,63,Illinois St.,59,9,10.51,8.67,10.45,7.09,1,,7.53,,,10,12.97,,15,,10
11/23/2011,Duke,68,Kansas,61,4.5,1.44,2.61,5.35,0.27,1,,3.19,,,3,-0.18,,-1,,1
11/23/2011,Idaho St.,76,Loyola Marymount,79,-2,-5.15,-3.43,-4.06,-3.1,0,,-14.57,-4,-7.58,-5,-1.4,,-2,,-4.5
11/23/2011,Stanford,82,Oklahoma St.,67,1,0.19,-1.32,-1.92,-0.66,1,,3.59,,,-2,0.63,,-2,,1.5
11/23/2011,Nebraska,76,Oregon,83,7.5,6.59,4.44,3.87,5.05,0,,7.08,9,7.02,7.5,11.67,,5,,4
11/23/2011,Richmond,58,Rutgers,53,-1.5,4.1,6.49,5.93,7.07,1,,-0.46,,,1.5,3.55,,7,,1.5
11/23/2011,Niagara,59,Sam Houston St.,52,2,1.19,0.97,-0.95,3.28,1,,-0.53,-3,6.94,2,1.31,,-5,,7.5
11/23/2011,Arizona,57,San Diego St.,61,6.5,5.02,3.58,1.9,4.65,0,,4.65,6,3.08,7,7.35,,4,,8.5
11/23/2011,Georgia Tech,72,Siena,44,12.5,9.04,3.71,3.44,3.97,0,,10.48,7,6.87,12.5,13.09,,15,,12.5
11/23/2011,LSU,75,South Alabama,79,15.5,16.63,12.76,12.04,13.98,0,,25.93,13,22.46,15.5,13.1,,14,,18.5
11/23/2011,Mercer,61,South Dakota St.,74,1.5,3.78,6.03,4.43,7.6,0,,0.42,4,5.52,7,1.79,,3,,3.5
11/23/2011,Iona,104,St. Joseph's PA,9.5,9.5,8.46,5.24,3.32,7.14,0,,10.96,7,8.76,10,8.98,,13,,8.5
11/23/2011,Denver,70,St. Mary's,-7.5,-7.5,-8.27,-7.34,-4.56,-9.71,0,,-9.03,-8,-12.69,-7,-6.69,,-7,,-8.5
11/23/2011,Michigan,79,UCLA,63,6.5,8.52,12.43,17.48,8.62,1,,9.04,,,5.5,3.99,,5,,7
11/23/2011,Western Kentucky,45,VA Commonwealth,68,-5,-4.47,-2.76,-3.39,-2.65,0,,-9.47,-3,-0.33,-3.5,-5.45,,-8,,-3.5
11/23/2011,Syracuse,69,Virginia Tech,58,10.5,5.75,1.48,-0.8,4.91,1,,12.17,,,7,4.21,,5,,9
11/23/2011,Purdue,80,Western Michigan,37,14.5,17.29,19.43,22.8,16.39,0,,17.26,15,17.33,15,16.07,,17,,16.5
11/23/2011,Michigan St.,68,Wisconsin-Milwaukee,55,13,11.75,9.36,8.03,11.18,0,,14.65,,,13.5,13.87,,11,,
11/23/2011,Penn St.,82,Youngstown St.,71,9,11.89,9.33,14.54,5.6,0,,12.05,15,8.74,11,13.19,,16,,10
11/24/2011,Fairfield,55,Arizona St.,44,6,5.05,6.57,6.36,6.79,1,,6.32,5,6.69,3,0.71,,4,,4.5
11/24/2011,Saint Louis,62,Boston College,51,19,15.06,13.14,8.59,18.81,1,,17.14,6,25.18,16.5,15.26,,9,,20.5
11/24/2011,New Mexico St.,78,Central Michigan,49,10,13.76,12.63,13.85,11.48,1,,16.56,12,17.59,10,13.61,,14,,11
11/24/2011,Central Florida,74,Charleston,63,1,-4.3,-6.05,-9.75,-3.1,1,,3.02,-7,-2.55,-2.5,-3.49,,-8,,-3.5
11/24/2011,Wake Forest,76,Dayton,80,-6,-7.51,-4.17,-0.2,-9.45,1,,-9.51,-7,-8.19,-6.5,-9.7,,-9,,-7
11/24/2011,Utah,47,Harvard,75,-15,-11.63,-11.38,-13.82,-9.24,1,,-14.93,-12,-12.25,-14.5,-11.81,,-8,,-11
11/24/2011,Florida St.,73,Massachusetts,53,6,10.36,4.13,2.69,6.46,1,,23.08,8,12.67,8.5,7.47,,13,,9.5
11/24/2011,DePaul,85,Minnesota,86,-9.5,-12.52,-12.69,-13.53,-11.9,1,,-13.06,-12,-14.13,-9.5,-12.5,,-12,,-11
11/24/2011,Connecticut,73,NC Asheville,63,11.5,12.96,11.01,12.95,9.53,1,,17.08,14,6.85,13.5,17.27,,12,,14
11/24/2011,Santa Clara,79,New Mexico,76,-8,-5.86,-6.27,-5.89,-6.68,1,,-2.69,1,-7.77,-7.5,-12.33,,-6,,-6.5
11/24/2011,Washington St.,59,Oklahoma,74,2,4.42,6.7,8.11,5.44,1,,3.76,7,2.9,1,1.63,,4,,2.5
11/24/2011,Indiana St.,60,Texas Tech,49,7.5,1.84,2.26,2.63,2.04,1,,6.38,3,-1.71,4,0.38,,-2,,4
11/24/2011,Cal Riverside,46,Villanova,71,-12,-15.01,-14.56,-15.61,-13.6,1,,-16.16,-11,-21.62,-13,-12.58,,-17,,-12.5
11/25/2011,Tulane,83,Alcorn St.,41,24.5,18.8,14.26,13,16.06,1,,15.34,20,24.08,21,23.88,,18,,20
11/25/2011,Cleveland St.,63,Boston,62,10.5,15.44,20.03,23.41,18.06,1,,11.23,14,22.39,11,11.96,,9,,13.5
11/25/2011,Cal Riverside,62,Boston College,66,2,-2.53,-2.86,-6.75,1.52,1,,-4.86,,,,-2.1,,-7,,4
11/25/2011,Connecticut,63,Central Florida,68,7,10.14,8.27,10.98,5.99,1,,11.06,,,7.5,9.29,,14,,9.5
11/25/2011,UC Irvine,72,Central Michigan,82,-3,-0.28,-2.52,-2.8,-2.29,1,,2.04,,,-1,-1.16,,3,,-0.5
11/25/2011,Fairfield,49,Dayton,56,2,-1.28,-2.14,0.38,-5.98,1,,-0.72,,,-1.5,-0.88,,0.01,,-0.5
11/25/2011,North Carolina St.,82,Elon,67,15.5,13.08,6.86,6.01,7.79,1,,14.88,13,16.79,14.5,18.14,,11,,17
11/25/2011,Southern,64,Florida A&M,61,-2,2.93,2.44,3.22,1.63,1,,,,,-2,-6.14,,13,,
11/25/2011,Clemson,59,Furman,49,17.5,16.52,11.42,9.59,13.56,1,,22.99,16,19.35,17,20.65,,14,,16
