date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linepom,linemoore,linemass,linepugh,lineopen,linedok,linedunk,linefox,linerpi,linepig
01/25/2012,Wright St.,69,Illinois-Chicago,63,8,9.11,7.66,8.15,7.47,0,10,9.57,9,7.51,8,8.26,,10,,12
01/25/2012,Texas Tech,47,Kansas St.,69,-11.5,-13.28,-14.11,-13.12,-14.47,0,-10,-15.13,-14,-16.18,-9.5,-10.3,,-13,,
01/25/2012,Mississippi St.,76,LSU,71,9,7.55,6.36,8.77,5.76,0,10,6.46,7,6.84,9,8.15,,7,,8
01/25/2012,Detroit,67,Loyola-Chicago,52,14.5,14.48,12.37,11.22,12.62,0,15,17.52,14,12.84,14,12.62,,17,,17.5
01/25/2012,Michigan St.,68,Minnesota,52,9.5,12,11.73,8.52,12.81,0,13,11.82,13,12.55,11.5,10.8,,13,,12.5
01/25/2012,Oklahoma St.,79,Missouri,72,-9,-11.5,-10.73,-14.57,-9.99,0,-11,-12.15,-11,-13.46,-8,-7.81,,-12,,
01/25/2012,Louisiana-Lafayette,64,North Texas,62,5.5,3.92,3.46,2.66,3.61,0,4,5.51,3,2.25,6.5,4.73,,6,,3.5
01/25/2012,Kent St.,90,Northern Illinois,56,20,22.58,25.01,24.92,24.98,0,15,24.12,26,22.26,21.5,19.96,,22,,24
01/25/2012,Indiana St.,59,Northern Iowa,54,-1,-3.42,-4.17,-2.09,-4.8,0,-3,-3.66,-5,-6.25,-1.5,-1.52,,-4,,-0.5
01/25/2012,Seton Hall,42,Notre Dame,55,7,7.6,8.6,10.25,8.14,0,10,5.02,10,6.89,6.5,6.61,,6,,5.5
01/25/2012,NC Wilmington,48,Old Dominion,53,-4,-2,-1.23,0.18,-1.68,0,1,-5.28,-1,-3.44,-2,-2.81,,-4,,-1
01/25/2012,Ohio St.,78,Penn St.,54,21.5,24.27,22,15.86,25.34,0,24,25.95,27,26.03,23.5,22.74,,25,,26.5
01/25/2012,Pittsburgh,86,Providence,74,10,5.85,6,3.25,6.71,0,7,6.71,6,6.29,12,8.66,,5,,3
01/25/2012,Memphis,73,Rice,51,12,15.01,15.55,15.41,15.57,0,12,17.45,13,15.74,13,12.94,,15,,18
01/25/2012,Tulane,80,SMU,74,5,6.43,7.55,4.22,8.44,0,8,6.04,7,6.89,4.5,4.81,,7,,5.5
01/25/2012,Illinois St.,76,SW Missouri St.,69,1.5,1.14,1.59,1.73,1.47,0,2,1.52,-2,-0.18,1.5,1.24,,2,,2.5
01/25/2012,Xavier,68,Saint Louis,73,1.5,1.3,-0.55,3.19,-2.27,0,4,1.22,2,-2.07,1.5,1.67,,2,,2
01/25/2012,East Carolina,60,Southern Miss,72,-3.5,-5.29,-5.38,-13.45,-3.63,0,-6,-4.37,-6,-4.76,-1.5,-2.92,,-3,,-3.5
01/25/2012,Rhode Island,66,St. Bonaventure,72,-5.5,-7.85,-9.27,-11.06,-8.96,0,-5,-8.21,-8,-8.87,,-6.73,,-6,,
01/25/2012,NC Charlotte,57,Temple,79,-2.5,-3.15,-2.41,-3.78,-2.14,0,-4,-6.32,-2,-3.48,-1,-1.63,,-4,,-1
01/25/2012,Miami-Ohio,61,Toledo,63,8.5,8.16,7.16,5.85,7.43,0,6,12.72,8,7.52,11.5,8.44,,7,,10.5
01/25/2012,Marshall,49,UAB,56,9,9.13,10.88,12.39,10.42,0,7,8.39,10,9.53,9.5,8.94,,7,,8.5
01/25/2012,Boise St.,72,UNLV,77,-9.5,-9.76,-9.89,-12.42,-9.29,0,-2,-14.37,-11,-10.34,-9,-8.67,,-10,,
01/25/2012,Towson,42,VA Commonwealth,67,-20.5,-22.1,-22.6,-25.94,-22.36,0,-14,-24.94,-28,-22.1,-20.5,-20.05,,-22,,-19.5
01/25/2012,Louisville,84,Villanova,74,9.5,8.69,8.43,9.88,7.91,0,11,9.33,9,7.8,9,8.82,,8,,6.5
01/25/2012,St. John's,78,West Virginia,62,-7.5,-9.78,-10.59,-11.19,-10.5,0,-8,-10.36,-10,-11.68,-7,-7.48,,-9,,
01/25/2012,Ohio,56,Western Michigan,51,10,10.91,12.04,11.88,12.06,0,11,9.57,10,11.06,11.5,10.15,,10,,12.5
01/26/2012,NC Greensboro,77,Appalachian St.,73,1.5,-0.07,-0.84,-0.64,-0.98,0,,-1.09,1,-1.92,2.5,0.04,,1,,2
01/26/2012,Denver,66,Arkansas St.,52,12.5,12.34,13.83,13.99,13.74,0,,10.04,13,12.64,11,12.34,,10,,13
01/26/2012,SE Missouri St.,65,Austin Peay,60,-2.5,-1.82,-1.59,-0.03,-2.11,0,,-2.77,-3,-1.62,-1.5,-2.5,,-2,,-0.5
01/26/2012,Virginia,66,Boston College,49,17.5,21.29,22.55,20.15,23.19,0,,18.99,24,22.28,18.5,19.72,,20,,22
01/26/2012,Wisconsin-Milwaukee,53,Butler,42,3.5,3.78,5.52,4.68,5.66,0,,2.31,5,3.64,4,3.41,,1,,4.5
01/26/2012,Pacific,61,Cal Poly SLO,51,-5.5,-7.44,-8.98,-6.4,-9.92,0,,-10.08,-6,-8.87,-5,-6.28,,-6,,-6
01/26/2012,CS Northridge,68,Cal St. Fullerton,70,-6,-7.06,-8.12,-5.68,-9.08,0,,-6.61,-7,-8.96,-5,-5.65,,-6,,-7.5
01/26/2012,USC,50,Colorado,74,1,-2.01,-2.07,-6.26,-1.04,0,,-2.11,-2,-1.85,2.5,0.72,,-2,,-1.5
01/26/2012,Chattanooga,63,Davidson,64,-8,-9.18,-9.35,-13.22,-8.49,0,,-10.07,-10,-10.83,-6.5,-6.35,,-6,,-8.5
01/26/2012,Jacksonville St.,63,Eastern Illinois,45,5,5.23,5.03,3.07,5.49,0,,5.64,3,4.29,6,4.36,,7,,9
01/26/2012,Western Carolina,63,Elon,71,6.5,6.63,4.93,5.12,4.81,0,,7.01,7,3.86,6,5.22,,10,,10
01/26/2012,Mississippi,60,Florida,64,-5.5,-6.2,-5.22,4.35,-8.63,0,,-8.45,-6,-10.33,-5.5,-6.37,,-8,,
01/26/2012,Louisiana Tech,59,Fresno St.,58,2,0.47,-0.02,2.98,-0.93,0,,-0.88,1,-1.48,-1,-0.93,,1,,3
01/26/2012,Charleston,63,Furman,69,9,10.26,10.67,11.28,10.43,0,,11.26,10,10.97,10,8.9,,9,,
01/26/2012,Samford,57,Georgia Southern,55,3.5,1.53,0.18,-3.52,1.12,0,,2.95,2,0.85,4,1.84,,3,,4
01/26/2012,Portland,62,Gonzaga,74,-15,-16.52,-15.81,-14.98,-16.18,0,,-19,-15,-20.33,-14,-14.12,,-16,,
01/26/2012,Utah St.,77,Hawaii,72,9.5,6.25,7.9,5.32,8.57,0,,3.36,7,6.03,7.5,8.23,,6,,5.5
01/26/2012,Wisconsin,57,Indiana,50,8,5.67,4.89,2.75,6.22,0,,5.46,5,3.69,6.5,6.71,,8,,7.5
01/26/2012,Cal Riverside,70,Long Beach St.,77,-10,-11.52,-13.26,-8.44,-14.87,0,,-12.7,-13,-14.26,-10.5,-10.85,,-9,,-9
01/26/2012,Southern Utah,57,Mo Kansas City,47,7.5,5.53,4.4,4.06,4.43,0,,7.86,5,2.93,8.5,5.98,,6,,8
01/26/2012,Eastern Washington,60,Montana,74,1,-2.25,-1.19,-1.57,-1.18,0,,-5.11,-2,-3.17,2,0.54,,-2,,-3.5
01/26/2012,Portland St.,65,Montana St.,70,7.5,7.33,8.58,6,9.44,0,,6.55,7,6.65,6.5,6.48,,8,,8.5
01/26/2012,Iowa,73,Nebraska,79,4.5,5.59,4.77,2.55,5.25,0,,5.93,5,3.99,6,5,,7,,10
01/26/2012,New Mexico St.,60,Nevada,68,4.5,4.05,5.26,0.71,6.3,0,,1.38,5,3.92,4.5,4.03,,7,,
01/26/2012,North Carolina,74,North Carolina St.,55,13.5,12.91,12.21,10.49,12.76,0,,14.5,15,11.17,15,14.39,,13,,12
01/26/2012,Idaho St.,99,Northern Colorado,94,2,-0.12,-0.87,1.89,-1.7,0,,-3.29,3,-2.54,1,-0.3,,0.01,,2
01/26/2012,San Diego,65,Pepperdine,56,4,3.96,2.99,2.49,3.07,0,,4.26,4,2.53,2.5,3.3,,4,,8
01/26/2012,Santa Clara,77,San Francisco,90,-3,-0.41,-1.04,0.03,-1.43,0,,0.53,1,-1.67,-3,-1.3,,0.01,,
01/26/2012,Idaho,74,San Jose St.,66,10.5,10.66,12.29,8.93,13.16,0,,8.6,9,12.29,10.5,10.31,,12,,11
01/26/2012,Arkansas-Little Rock,75,South Alabama,50,3.5,2.48,0.67,-1.33,1.13,0,,6.18,1,-0.09,2.5,3.46,,5,,4.5
01/26/2012,Oakland,92,South Dakota St.,87,1.5,-2.41,-3.56,-2.76,-3.85,0,,-0.77,-3,-4.14,2.5,-0.25,,-2,,-2.5
01/26/2012,Loyola Marymount,64,St. Mary's,-8,-8,-6.75,-6.77,-6.6,-6.92,0,,-8.17,-8,-9.23,-7,-8.58,,-5,,-1.5
01/26/2012,Rider,90,St. Peter's,7,7,7.4,6.55,9.13,5.93,0,,7.92,7,5.07,6,5.18,,8,,11
01/26/2012,Tennessee-Martin,59,Tennessee St.,72,-6.5,-5.99,-5.87,-9.48,-5.13,0,,-6,-8,-4.94,-6.5,-5.87,,-4,,-4.5
01/26/2012,Eastern Kentucky,65,Tennessee Tech,82,-1.5,0.93,1.09,3.23,0.39,0,,-2.81,3,-1.18,,0.29,,2,,2.5
01/26/2012,Middle Tenn St.,71,Troy St.,58,17,20.36,20.41,19.84,20.54,0,,22.07,21,20.53,19,17.87,,19,,22
01/26/2012,UC Davis,59,UC Santa Barbara,86,-14,-13.9,-14.67,-22.05,-13.81,0,,-13.95,-15,-16.02,-13,-12.34,,-9,,-9
01/26/2012,UCLA,76,Utah,49,22,20.53,20.22,12.56,22.94,0,,22.63,19,21.87,25,20.76,,23,,21.5
01/26/2012,Wisconsin-Green Bay,75,Valparaiso,60,1,-1.03,-0.99,-2.01,-0.82,0,,-1.77,1,-1.75,1.5,0.11,,-2,,
01/26/2012,Arizona St.,54,Washington,60,-7,-6.37,-5.98,-5.77,-6.11,0,,-7.28,-6,-7.41,-5,-5.01,,-7,,
01/26/2012,Arizona,85,Washington St.,61,8.5,8.79,7.91,7.47,8.01,0,,8.73,9,8.18,8.5,7.91,,11,,10
01/26/2012,CS Sacramento,60,Weber St.,75,-8.5,-11.97,-11.12,-18.74,-9.55,0,,-13.01,-11,-11.5,-7.5,-7.97,,-13,,-11
01/26/2012,Florida Atlantic,67,Western Kentucky,66,11,10.94,11.22,9.59,11.6,0,,11.11,10,9.03,11,10.18,,12,,14
01/26/2012,James Madison,59,William & Mary,47,8,9.86,11.2,13.28,10.63,0,11,8.5,,11.48,9.5,8.51,,8,,7.5
01/26/2012,Citadel,55,Wofford,62,-9.5,-10.57,-10.01,-10.07,-10.07,0,,-13.16,-9,-12.11,-8.5,-8.13,,-11,,-11
01/27/2012,Stony Brook,66,Boston,57,5.5,5.06,5.34,3.07,5.89,0,9,4.72,5,5.9,4.5,3.45,,4,,4.5
01/27/2012,Brown,66,Dartmouth,59,3,1.88,1.41,4.95,0.65,0,4,1.36,1,-0.46,1,2.41,,1,,2
01/27/2012,Yale,35,Harvard,65,-6,-5.35,-5.54,-5.46,-5.68,0,-5,-7.13,-6,-7.02,-6.5,-4.84,,-4,,-3
01/27/2012,Detroit,70,Illinois-Chicago,66,15.5,13.57,11.17,9.2,11.64,0,15,17.54,12,11.56,14.5,13.2,,17,,15
01/27/2012,Fairfield,62,Iona,71,-2,-3.14,-3.53,-3.55,-3.62,0,0.01,-2.63,-4,-5.62,-2.5,-2.71,,-3,,
01/27/2012,Wright St.,47,Loyola-Chicago,41,9,10.19,9.05,10.96,8.43,0,12,10.01,11,8.8,8.5,8.01,,10,,12.5
01/27/2012,Niagara,57,Loyola-Maryland,69,-2.5,-0.91,-1.99,-5.82,-1.13,0,2,-2.44,-2,-1.07,-2.5,-1.76,,2,,2
01/27/2012,Canisius,66,Manhattan,78,-10,-11.11,-12.42,-12,-12.62,0,-5,-11.79,-13,-12.72,-9,-8.89,,-12,,-12
01/27/2012,Siena,66,Marist,55,8.5,9.81,8.91,10.42,8.4,0,9,11.28,10,6.06,9,8.09,,12,,13
01/28/2012,Central Michigan,64,Akron,74,-5.5,-8.51,-8.91,-8.8,-9.01,0,-4,-12.67,,-9.47,-5,-5.66,,-9,,-9.5
01/28/2012,Alabama,72,Arkansas,66,11.5,9.21,9.28,4.98,10.57,0,5,10.91,,9.24,9.5,11.01,,12,,10
01/28/2012,North Texas,76,Arkansas St.,64,4.5,5.83,6.31,5.45,6.48,0,7,4.75,,5.03,,5.09,,7,,
01/28/2012,Tennessee,64,Auburn,49,9,7.67,6.64,-0.12,8.44,0,5,8.52,,9.15,8,9.33,,11,,10
01/28/2012,Eastern Michigan,55,Bowling Green,50,-4.5,-3.51,-4.36,0.7,-6.01,0,1,-4.96,,-6.15,-4,-4.13,,-5,,
01/28/2012,Creighton,73,Bradley,59,19.5,22.78,22.1,24.66,21.63,0,27,22.86,,22,20,18.56,,22,,23.5
01/28/2012,Northern Illinois,59,Buffalo,74,-14.5,-17.09,-19.8,-18.23,-20.33,0,-9,-20.96,,-18.75,-14,-13.44,,-19,,-17
01/28/2012,Wisconsin-Green Bay,80,Butler,68,-2,-0.68,-0.99,-1.39,-0.97,0,3,-1.47,,-2.69,-1,-0.44,,-3,,1.5
01/28/2012,UC Davis,65,Cal Poly SLO,67,-15,-14.98,-17.01,-20.49,-17.34,0,-10,-15.36,,-16.98,-13,-13.2,,-14,,-12.5
01/28/2012,UC Irvine,65,Cal Riverside,57,2,1.88,4.49,-1.07,6.12,0,0.01,1.59,,4.08,,1.28,,1,,2
01/28/2012,Long Beach St.,75,Cal St. Fullerton,61,12.5,14.54,15.16,14.59,15.25,0,10,18.8,,14.81,13,12.37,,14,,16.5
01/28/2012,Rutgers,61,Cincinnati,54,-2,-1.78,-1.76,-2.91,-1.49,0,2,-3.1,,-0.54,,-1.43,,-5,,
01/28/2012,Youngstown St.,47,Cleveland St.,67,-4,-3.7,-3.75,-4.49,-3.7,0,-2,-5.55,,-5.19,-2,-3.19,,-5,,-0.5
01/28/2012,UCLA,77,Colorado,60,8,4.43,4.77,0.31,6.1,0,3,5.29,,3.41,9.5,6.32,,4,,7
01/28/2012,Cornell,65,Columbia,60,3.5,2.66,1.86,0.15,2.24,0,0.01,4.71,,1.33,2.5,3.31,,4,,5.5
01/28/2012,Yale,62,Dartmouth,52,12,12.06,14.51,20,13.23,0,8,11.66,,11.24,13.5,10.35,,10,,12
01/28/2012,Samford,77,Davidson,74,-12.5,-12.65,-13.87,-16.67,-13.27,0,-8,-14.1,,-15.6,-11,-11.55,,-12,,-10
01/28/2012,Drexel,71,Delaware,55,13.5,12.8,12.49,12.85,12.36,0,8,15.16,,10.99,14,12.55,,14,,16.5
01/28/2012,Arkansas-Little Rock,64,Denver,57,-4,-4.28,-6.41,-6.6,-6.46,0,-4,-2.85,,-7.79,-5,-4.51,,0.01,,-2
01/28/2012,UAB,66,East Carolina,73,6,7.91,5.51,8.94,4.52,0,9,8.55,,3.67,7.5,6.61,,9,,13
01/28/2012,Murray St.,73,Eastern Illinois,58,17.5,22.96,22.35,29.49,21.5,0,21,23.95,,22.19,17.5,17.53,,23,,25
01/28/2012,Tennessee St.,91,Eastern Kentucky,85,7.5,5.44,4.01,3.02,4.24,0,5,7,,3.12,7,5.14,,6,,10
01/28/2012,Appalachian St.,81,Elon,66,5.5,5.19,5.25,4.57,5.39,0,3,7.05,,4.86,6,3.63,,5,,8
01/28/2012,New Mexico St.,60,Fresno St.,56,10,11.25,11,11.52,10.8,0,14,10.19,,11.14,10.5,9.08,,12,,
01/28/2012,Citadel,58,Furman,67,-7,-6.35,-6.39,-6.29,-6.5,0,-3,-7.43,,-7.89,-7,-6.2,,-7,,-6.5
01/28/2012,Fordham,63,George Washington,58,-2.5,-2.3,-2.56,1.7,-4.05,0,2,-5.83,,-2.96,,-2.97,,-4,,
01/28/2012,Pittsburgh,72,Georgetown,60,1,-2.13,-5.41,-7.06,-5.01,0,4,-0.66,,-6.11,3,-0.07,,0.01,,
01/28/2012,Chattanooga,72,Georgia Southern,75,7.5,6.15,4.7,-0.07,5.9,0,6,9.28,,5.63,8,6.94,,9,,6.5
01/28/2012,Brown,59,Harvard,68,-16,-16.93,-18.64,-20.51,-18.26,0,-10,-18.87,,-18.73,-16.5,-15.05,,-17,,-17
01/28/2012,Idaho,70,Hawaii,76,6,4.52,7.17,4.37,7.88,0,5,0.94,,4.86,5.5,5.08,,4,,4
01/28/2012,Northeastern,58,Hofstra,51,5,4.03,4.48,9.28,3.14,0,2,3.46,,1.18,5.5,4.15,,4,,5
01/28/2012,Western Illinois,57,IUPUI,55,6.5,6.19,8.07,8.96,7.75,0,9,1.91,,6.08,7,5.31,,3,,7.5
01/28/2012,Minnesota,77,Illinois,72,4.5,4,2.99,1.53,3.2,0,4,5.2,,3.47,5,4.11,,4,,6.5
01/28/2012,George Mason,89,James Madison,79,11.5,13,12.85,12.8,12.78,0,13,13.48,,12.4,11.5,11.55,,13,,15
01/28/2012,Iowa St.,72,Kansas,64,-7,-6.12,-6.51,-5.66,-6.96,0,-1,-8.24,,-6.38,-7,-5.61,,-9,,
01/28/2012,Toledo,61,Kent St.,77,-5,-4.91,-5.57,-6.27,-5.47,0,1,-9.04,,-5.57,-5.5,-5.39,,-4,,-4.5
01/28/2012,LSU,50,Kentucky,74,-10,-9.4,-8.96,-9.36,-8.93,0,-6,-11.16,,-10.16,-10,-9.17,,-11,,
01/28/2012,Duquesne,68,La Salle,71,2.5,0.27,-0.14,2.97,-1.22,0,1,1.74,,-3.28,3.5,1.44,,0.01,,-0.5
01/28/2012,Louisiana-Monroe,60,Louisiana-Lafayette,67,-8.5,-9.35,-9.05,-9.65,-8.96,0,-7,-11.64,,-8.75,-7,-7.27,,-13,,-8.5
01/28/2012,Seton Hall,51,Louisville,60,1.5,2.06,1.82,3.27,1.38,0,4,0.88,,1.97,1,-0.03,,2,,3
01/28/2012,Villanova,78,Marquette,82,-3.5,-3.94,-4.52,-5.9,-4.16,0,-4,-5.05,,-4.1,-1.5,-2.39,,-2,,
01/28/2012,Memphis,83,Marshall,76,8.5,10.33,9.3,7.53,9.77,0,11,10.93,,8.75,8.5,8.14,,13,,13.5
01/28/2012,Western Michigan,73,Miami-Ohio,64,3.5,5.78,5.23,10.11,3.88,0,5,6.21,,2.64,4,4.93,,6,,7.5
01/28/2012,Vanderbilt,84,Middle Tenn St.,77,8,7.5,3.24,2.3,3.4,0,11,12.58,,5.59,9,7.61,,8,,9.5
01/28/2012,Florida,69,Mississippi St.,57,9,9.01,8.11,1.09,10.84,0,7,11.35,,9.71,9.5,9.56,,12,,10.5
01/28/2012,Oral Roberts,77,Mo Kansas City,67,19,17.88,17.03,17.57,16.91,0,12,22.21,,16.8,20,18.03,,19,,20.5
01/28/2012,Eastern Washington,69,Montana St.,52,9,7.41,9.49,4.34,11.04,0,9,9.26,,8.21,10.5,7.96,,6,,3.5
01/28/2012,Towson,66,NC Wilmington,61,-9,-10.77,-12.03,-17.33,-11.26,0,-6,-11.37,,-10,-9,-9.18,,-11,,-10
01/28/2012,Louisiana Tech,63,Nevada,65,-6,-7.05,-5.76,-7.83,-5.43,0,-5,-9.69,,-8.69,-6,-6.26,,-6,,-7.5
01/28/2012,Oakland,75,North Dakota St.,78,4,2.25,-0.45,2.46,-1.32,0,2,4.97,,-1.5,3.5,1.86,,3,,6.5
01/28/2012,CS Sacramento,77,Northern Arizona,43,4,4.18,5.36,0.18,6.64,0,6,2.05,,6.46,3,3.63,,4,,4.5
01/28/2012,SW Missouri St.,63,Northern Iowa,51,1,2.64,2.96,1.87,3.23,0,3,1,,1.87,1.5,2.16,,3,,5
01/28/2012,Kansas St.,60,Oklahoma,63,11.5,10.6,10.56,10.07,10.6,0,7,10.96,,9.95,10.5,11.22,,12,,13
01/28/2012,Texas A&M,76,Oklahoma St.,61,4.5,3.14,1.01,1.22,0.87,0,8,3.21,,1.19,5.5,4.48,,3,,
01/28/2012,Loyola Marymount,62,Portland,59,11.5,13.47,13.37,12.95,13.46,0,15,13.2,,14.17,11.5,10.54,,15,,
01/28/2012,Northwestern,56,Purdue,58,1.5,1.25,0.89,5.41,-0.31,0,4,-1.57,,0.95,-1,0.03,,-2,,3.5
01/28/2012,Dayton,81,Rhode Island,86,13,16.85,18.72,22.68,17.69,0,16,16.55,,20.03,12.5,12.84,,13,,16
01/28/2012,St. Bonaventure,62,Richmond,47,5,5.55,4.87,6.04,4.45,0,7,5.95,,4.53,4.5,4.4,,4,,8
01/28/2012,Massachusetts,72,Saint Louis,59,-5,-3.52,-3.9,0.3,-5.55,0,1,-8.25,,-5.52,-3.5,-4.6,,-2,,
01/28/2012,San Francisco,84,San Diego,70,10.5,9.25,8.81,8.65,8.78,0,6,10.5,,8.34,11.5,10.69,,11,,10
01/28/2012,Colorado St.,77,San Diego St.,60,-2,-3.05,-2.39,-6.47,-2.21,0,2,-5.78,,-1.38,-2,-1.5,,-6,,
01/28/2012,Utah St.,82,San Jose St.,65,12.5,12.99,13.02,9.88,13.85,0,16,12.52,,13.46,12,12.68,,14,,11.5
01/28/2012,Pepperdine,74,Santa Clara,62,3,2.76,3.44,3.55,3.34,0,2,-0.09,,2.79,3,1.51,,3,,6
01/28/2012,Mississippi,66,South Carolina,62,5.5,7.54,7.62,14.59,5.95,0,10,4.45,,5.35,6.5,5.46,,6,,8.5
01/28/2012,Illinois St.,60,Southern Illinois,40,8.5,10.54,12.37,11.28,12.61,0,9,10.02,,10.42,8,7.98,,12,,11
01/28/2012,Central Florida,65,Southern Miss,78,2.5,1.56,-0.12,-2.15,0.07,0,1,3.23,,0.6,2.5,1.74,,2,,6
01/28/2012,Duke,83,St. John's,76,18,18.43,19.32,20.29,19,0,20,18.18,,21.03,19.5,18.4,,16,,14.5
01/28/2012,Temple,78,St. Joseph's PA,6,6,6.78,6.09,8.05,5.47,0,6,7.9,,4.42,6.5,5.39,,8,,9
01/28/2012,BYU,66,St. Mary's,3,3,2.66,2.49,-0.15,3.18,0,,3.59,,2.54,4,2.94,,4,,2.5
01/28/2012,New Mexico,71,TCU,54,16.5,16.82,16.1,10.39,17.67,0,14,19.18,,15.68,17,16.63,,21,,20
01/28/2012,Morehead St.,56,Tennessee Tech,50,1,1.19,1.87,3.88,1.22,0,0.01,0.3,,-0.85,-1.5,0.5,,2,,2.5
01/28/2012,Austin Peay,92,Tennessee-Martin,73,15,15.28,15.34,17.56,14.84,0,11,16.57,,14.6,16,14.69,,16,,17
01/28/2012,Baylor,76,Texas,71,8,9.14,8.86,16.83,6.57,0,8,7.95,,7.47,9,8.28,,6,,12
01/28/2012,Missouri,63,Texas Tech,50,24,25.11,25.38,23.88,25.75,0,23,27.02,,28.19,23.5,22.53,,25,,25.5
01/28/2012,Rice,88,Tulane,74,4,2.59,0.97,2.73,0.37,0,4,2.55,,1.66,3,3.4,,2,,4
01/28/2012,SMU,60,Tulsa,66,-3,-2.68,-2.27,-1.11,-2.68,0,-1,-5.62,,-3.77,-2,-1.57,,-3,,
01/28/2012,Pacific,53,UC Santa Barbara,56,-4.5,-4.98,-6.64,-7.96,-6.39,0,-1,-6.51,,-7.91,-5.5,-6.06,,-3,,-1
01/28/2012,Air Force,63,UNLV,65,-10.5,-10.86,-11.36,-12.68,-11.15,0,-3,-13.69,,-11.17,-12.5,-11.3,,-13,,
01/28/2012,Houston,81,UTEP,76,-1.5,-0.29,0.54,1.46,0.21,0,4,-1.97,,-0.77,-1,-0.28,,-3,,-2
01/28/2012,USC,62,Utah,45,12,12.17,13.38,5.99,15.8,0,11,13.74,,16.6,16,12.26,,13,,9
01/28/2012,Georgia St.,58,VA Commonwealth,59,1,-0.16,0.05,-1.86,0.57,0,3,-2.54,,-0.07,1,-0.34,,0.01,,0.01
01/28/2012,Wisconsin-Milwaukee,52,Valparaiso,55,5.5,5.67,5.52,4.06,5.81,0,7,7.12,,4.58,6,5.13,,6,,
01/28/2012,North Carolina St.,60,Virginia,61,2,1.43,-0.5,0.3,-0.8,0,6,1.51,,-0.13,2.5,1.57,,1,,2
01/28/2012,Maryland,73,Virginia Tech,69,-2,-1.96,-4.07,3.05,-6.15,0,2,-2.15,,-4.85,-3,-2.64,,-3,,
01/28/2012,Clemson,71,Wake Forest,60,12,9.28,8.1,0.64,10.16,0,8,13.13,,8.76,11.5,10.54,,12,,11
01/28/2012,Arizona,67,Washington,69,5.5,6.23,5.36,4.47,5.59,0,5,7.79,,3.92,4,4.53,,9,,9.5
01/28/2012,Arizona St.,71,Washington St.,67,-2.5,-2.16,-3.43,-2.77,-3.69,0,2,-2.78,,-3.15,,-1.71,,-3,,
01/28/2012,Idaho St.,64,Weber St.,62,-8,-10.04,-9.52,-12.92,-8.92,0,-7,-12.72,,-10.65,-7,-7.64,,-12,,-8.5
01/28/2012,Syracuse,63,West Virginia,61,10.5,10.83,10.59,10.65,10.5,0,13,11.69,,8.88,12.5,10.44,,9,,12.5
01/28/2012,NC Greensboro,89,Western Carolina,86,2.5,1.04,-0.52,-1.19,-0.4,0,3,2.17,,-0.91,1,0.16,,0.01,,5.5
01/28/2012,Florida International,51,Western Kentucky,61,4,4.89,6.07,4.42,6.42,0,4,5.03,,4.65,5.5,2.62,,5,,7
01/28/2012,Drake,93,Wichita St.,86,-9.5,-7.93,-9.29,-5.21,-10.58,0,-3,-10.32,,-8.76,-8.5,-7.66,,-10,,
01/28/2012,Old Dominion,68,William & Mary,44,15.5,17.59,18.44,20.28,17.93,0,16,17.51,,19.06,17,15.47,,17,,17.5
01/28/2012,Charleston,59,Wofford,68,5.5,5.78,7.05,7.5,6.86,0,12,4.76,,6.75,6,4.87,,3,,0.5
01/28/2012,Boise St.,64,Wyoming,75,-1,-0.55,-2.16,-3.06,-1.99,0,2,-0.21,,-4.18,1.5,0.57,,3,,
01/28/2012,NC Charlotte,70,Xavier,74,-4.5,-4.22,-2.42,-1.4,-2.78,0,-4,-8.27,,-4.51,-3,-3.57,,-5,,
01/29/2012,North Carolina,93,Georgia Tech,81,21,21.23,20.21,19.49,20.48,0,21,26.12,,19.03,21.5,20.24,,21,,22.5
01/29/2012,Evansville,81,Indiana St.,90,5,5.28,4.42,1.87,4.98,0,3,6.1,,6.69,4.5,3.62,,7,,9
01/29/2012,St. Peter's,,Iona,64,-14,-13.88,-14.9,-16.17,-14.76,0,-11,-15.19,,-15.95,-14,-12.95,,-13,,-12
01/29/2012,Indiana,103,Iowa,89,11.5,13.22,15.51,13.61,16.08,0,13,12.5,,15.38,11.5,11.66,,12,,11.5
01/29/2012,Canisius,52,Loyola-Maryland,70,-11,-11.03,-12,-16.42,-11.07,0,-7,-11.33,,-11.28,-10,-10.17,,-9,,-12
01/29/2012,Niagara,70,Manhattan,87,-3,-1.99,-3.7,-3.02,-3.94,0,4,-3.47,,-2.51,-3.5,-2.45,,-3,,-1.5
01/29/2012,Fairfield,81,Marist,53,15,14.64,13.74,11.84,14.16,0,14,17.31,,12.56,15.5,14.26,,17,,16
01/29/2012,Boston College,54,Miami-Florida,76,-8.5,-7.6,-9.98,-7.65,-10.67,0,-1,-8.56,,-10.29,-8,-9.04,,-6,,
01/29/2012,Ohio St.,64,Michigan,49,14,14.39,12.73,6,15.8,0,14,15.5,,16.21,14,14.58,,17,,16
01/29/2012,Portland St.,67,Montana,69,-4,-4.02,-3.89,-2.24,-4.38,0,0.01,-9.97,,-4.72,-3.5,-2.85,,-4,,
01/29/2012,Connecticut,48,Notre Dame,50,8.5,7.21,7.21,6.16,7.42,0,12,6.29,,7.51,9,8.78,,5,,4.5
