date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linemoore,lineopen,linedok,linedunk,linefox,linerpi,lineash
01/23/2010,Central Florida,59,UTEP,96,-5,-3.96,-3.82,-1.87,-6.08,0,-3.86,-4,-4.91,-0.5,-4,,
01/23/2010,Idaho,48,Utah St.,60,-6,-6.53,-4.47,-3.26,-6.58,0,-8.67,-3.5,-7.68,-5.01,-10,,
01/23/2010,Northeastern,74,VA Commonwealth,62,3.5,2.12,1.39,0.41,2.41,0,1,4,1.4,6.63,1,,
01/23/2010,Loyola-Chicago,67,Valparaiso,86,4.5,5.13,8.34,10.67,6.14,0,2.9,4,6.52,1.67,3,,
01/23/2010,St. John's,71,Villanova,81,-6.5,-6.64,-4.88,-6.99,-4.36,0,-8.11,-4.5,-6.02,-6.51,-11,,
01/23/2010,Wake Forest,69,Virginia,57,5,7.91,9.97,11.94,7.96,0,6.91,7,7.52,3.56,10,,
01/23/2010,USC,87,Washington,61,2,2.46,4.22,5.44,2.59,0,-0.97,4.5,1.69,0.47,4,,
01/23/2010,UCLA,74,Washington St.,62,2,-1.09,-1.79,-2.84,-0.82,0,1.4,1.5,-0.38,-2.52,-2,,
01/23/2010,Appalachian St.,87,Western Carolina,74,0,-0.63,-3.34,-8.09,0.08,0,1.02,0,-0.6,4.17,0.01,,
01/23/2010,Southern Utah,54,Western Illinois,67,4,2.04,3.12,5.42,0.71,0,0.83,4,1.06,1.24,,,
01/23/2010,Drake,78,Wichita St.,64,-5.5,-7.05,-8.98,-9.29,-8.82,0,-4.15,-7,-7.79,-1.29,-7,,
01/23/2010,Detroit,59,Wright St.,61,-1.5,0.82,2.31,4.68,-0.5,0,0.08,-2,-1.3,5.28,0.01,,
01/24/2010,Northern Arizona,75,CS Sacramento,71,11.5,10.13,10.06,11.83,8.16,0,9.17,10,8.43,14.29,11,,
01/24/2010,Louisville,68,Cincinnati,60,9,7.47,3.79,1.26,6.88,0,9.76,9,6.44,9.95,11,,
01/24/2010,Tulane,46,East Carolina,61,8.5,6.55,5.03,3.51,6.42,0,10.6,8,7.36,4.44,10,,
01/24/2010,Iona,68,Fairfield,58,4.5,7.24,7.25,6.76,7.74,0,6.85,7.5,6.73,8.09,8,,
01/24/2010,Florida St.,68,Georgia Tech,66,4.5,4.09,3.31,2.43,4.36,0,7.03,3,4.01,2.83,4,,
01/24/2010,Indiana,43,Iowa,58,5.5,6.63,7.22,7.1,7.36,0,7.24,7.5,5.37,9.36,3,,
01/24/2010,Indiana St.,58,Northern Iowa,67,-5,-7.35,-6.24,-6.14,-6.62,0,-8.15,-5,-5.05,-9.97,-8,,
01/24/2010,Wisconsin,79,Penn St.,71,12,17.01,20.38,23.03,17.83,0,15.34,12,15.76,15.12,15,,
01/24/2010,Seton Hall,64,Pittsburgh,61,3,0.78,0.25,-2.39,2.11,0,2.81,2,2.49,0.47,-1,,
01/24/2010,Niagara,61,Rider,62,8,9.43,7.28,5.3,9.3,0,10.98,8,9.46,11.98,9,,
01/24/2010,Creighton,76,SW Missouri St.,72,3.5,1.74,0.04,-0.47,0.55,0,4.76,4.5,1.16,4.67,4,,
01/24/2010,Manhattan,58,Siena,66,-7,-9.21,-10.13,-12.63,-7.83,0,-10.66,-10,-7.59,-8.74,-8,,
01/24/2010,Canisius,55,St. Peter's,68,5,4.85,3.58,2.8,4.36,0,4.51,7,4.28,9.5,4,,
01/24/2010,Youngstown St.,55,Wisconsin-Green Bay,69,0,-2.06,-3.06,-4.76,-1.53,0,-1.43,0,0.31,-2.5,-2,,
01/24/2010,Cleveland St.,73,Wisconsin-Milwaukee,72,4.5,2.95,2.6,1.86,3.35,0,4.04,2.5,4.74,0.63,5,,
01/25/2010,Idaho,67,Boise St.,77,4.5,6.12,6.69,6.23,7.19,0,5.94,7.5,5.56,4.9,7,,
01/25/2010,Western Carolina,100,Charleston,90,7.5,4.62,6.09,7.74,5,0,2.15,8,5.17,2.75,2,,
01/25/2010,Wofford,78,Chattanooga,63,14.5,14.51,14.81,13.57,16.21,0,18.82,14,14.73,10.22,14,,
01/25/2010,Coppin St.,59,Delaware St.,63,-1,-0.28,-2.55,-4.57,-0.47,0,-1.47,-1,-2.18,-0.24,-1,,
01/25/2010,Syracuse,73,Georgetown,56,6,8.85,8.54,8.48,8.62,0,9.23,6,8.2,8.42,10,,
01/25/2010,Kansas,84,Missouri,65,12,11.1,12.76,13.97,10.79,0,12.37,13,10.84,11.24,9,,
01/25/2010,Furman,63,Samford,58,1.5,2.57,2.55,2.65,2.45,0,0.97,1.5,2.71,4.18,5,,
01/25/2010,Pennsylvania,64,St. Joseph's PA,85,-5,-8.94,-10.7,-14.29,-7.58,0,-7.12,-8,-7.13,-11.44,-7,,
01/25/2010,Southern Illinois,68,Western Kentucky,63,6,4.83,5.15,5.1,5.2,0,4.96,6,4.8,7.77,3,,
01/26/2010,UNLV,60,Air Force,50,18.5,20.79,20.52,20.38,20.72,0,22.01,20,20.78,22.63,20,,
01/26/2010,Boston College,75,Clemson,69,-3,-3.18,-2.85,-2.38,-3.81,0,-2.53,-4,-3.09,-3.92,-2,,
01/26/2010,Baylor,74,Kansas St.,76,2,2.22,1.44,1.94,0.89,0,2.68,4,2.52,3.04,5,,
01/26/2010,Toledo,49,Kent St.,69,-13.5,-16.4,-15.9,-15.99,-15.83,0,-16.03,-10.5,-14.51,-20.41,-18,,
01/26/2010,South Carolina,68,Kentucky,62,-7.5,-6.44,-6.83,-10.62,-3.96,0,-5.85,-5.5,-5.52,-9.11,-7,,
01/26/2010,Maryland,81,Miami-Florida,59,8,8.2,6.92,5.97,8.86,0,14.64,7.5,8.91,4.52,11,,
01/26/2010,Ball St.,65,Miami-Ohio,59,-3,-3.58,-1.73,-0.46,-3.04,0,-2.71,-6,-2.65,-7.73,-3,,
01/26/2010,Michigan,56,Michigan St.,57,-4,-4.57,-5.69,-8.04,-2.91,0,-2.87,-5.5,-3.18,-5.51,-4,,
01/26/2010,North Carolina St.,63,North Carolina,77,-1.5,0.02,1.86,2,1.7,0,-0.56,-3,-0.39,-2.12,2,,
01/26/2010,Mo Kansas City,69,North Dakota St.,73,3,2.25,4.8,6.71,3.04,0,-0.61,3,4.8,-1.44,1,,
01/26/2010,Minnesota,65,Northwestern,61,12,9.75,4.66,-0.26,11.65,0,10.98,13,10.98,11.91,11,,
01/26/2010,Dayton,64,Rhode Island,65,5,3.41,3.3,2.09,4.08,0,4.04,5.5,3.62,6.06,1,,
01/26/2010,Marquette,82,Rutgers,59,17.5,18.09,15.36,11.4,20.46,0,18.99,17.5,19.5,18.28,19,,
01/26/2010,UAB,65,Tulsa,55,3.5,3.92,6.94,9.78,4.42,0,1.13,2.5,3.59,1.05,4,,
01/26/2010,DePaul,46,West Virginia,62,-17,-15.82,-13.31,-11.75,-14.87,0,-18.52,-15,-14.93,-19.69,-16,,
01/27/2010,Western Michigan,70,Akron,79,-1.5,0.62,3.65,4.06,3.26,0,-3.88,-1,1.78,-0.41,-4,,
01/27/2010,New Mexico,76,BYU,72,1,-2.16,-1.29,-0.61,-1.93,0,-1.7,-1,-2.36,-3.52,-2,,
01/27/2010,Eastern Michigan,61,Bowling Green,64,4,1.77,2.21,0.28,4.2,0,2.27,1,2.61,-2.44,-2,,
01/27/2010,SMU,65,Central Florida,43,5.5,9.49,1.29,-2.02,4.4,0,4.73,5,2.23,50.59,4,,
01/27/2010,Providence,81,Connecticut,66,-5,-4.11,-2.49,-2.36,-2.66,0,-9.19,-6,-3.82,-1.26,-7,,
01/27/2010,Bradley,68,Creighton,73,2.5,4.2,4.98,6.09,3.96,0,4.01,4,2.65,6.71,4,,
01/27/2010,George Mason,77,Delaware,66,11.5,12.52,13.23,14.56,12.05,0,11.94,13,10.48,13.61,14,,
01/27/2010,Northern Iowa,67,Drake,51,15,15.94,18.03,19.32,17.28,0,15.27,15.5,15.98,9.24,14,,
01/27/2010,Northeastern,48,Drexel,61,10,11.83,10.41,8.49,12.32,0,11.62,10,10.18,17.18,12,,
01/27/2010,SW Missouri St.,76,Evansville,66,14,15.15,16.79,17.89,15.77,0,13.85,14,14.03,15.02,13,,
01/27/2010,Duke,70,Florida St.,56,12.5,13.73,10.5,9.16,13.54,0,14.77,15.5,12.87,17.8,15,,
01/27/2010,Florida,87,Georgia,71,9,8.6,8.1,7.99,8.21,0,11.61,8,8.85,3.56,9,,
01/27/2010,Penn St.,67,Illinois,77,1.5,-2.32,-4.52,-6.81,-2.41,0,0.99,-3.5,-2.08,-2.92,1,,
01/27/2010,Wichita St.,74,Illinois St.,66,6.5,8.04,9.52,10.35,8.74,0,5.74,9,7.51,9.46,7,,
01/27/2010,Oklahoma,89,Iowa St.,84,5.5,2.53,1.91,1.96,1.88,0,5.15,5.5,2.71,2.48,4,,
01/27/2010,Alabama,57,LSU,38,8.5,11.73,12.31,12.53,12.12,0,11.5,10,10.35,13.1,10,,
01/27/2010,Fordham,73,La Salle,80,-12,-11.3,-10.13,-10.51,-9.76,0,-13.65,-13,-9.87,-12.34,-13,,
01/27/2010,St. Joseph's PA,80,Massachusetts,87,4,5.27,6.57,8.65,4.51,0,6.95,6,3.47,4.81,5,,
01/27/2010,Marshall,72,Memphis,75,-2,0.35,3.24,6.93,-1.69,0,-1.36,-1.5,-1.12,1.18,0.01,,
01/27/2010,Hofstra,93,NC Wilmington,54,6.5,4.2,3.56,3.81,3.31,0,6.14,6,4.37,2.77,6,,
01/27/2010,Colorado,72,Nebraska,60,2.5,1.75,1.94,1.11,2.84,0,2.61,4,1.65,2.56,1,,
01/27/2010,Villanova,90,Notre Dame,72,10,13.3,13.51,17.07,12.04,0,15.11,10,11.43,13.47,15,,
01/27/2010,Northern Illinois,84,Ohio,99,0,-1.39,-1.1,1.04,-3.3,0,-0.26,1.5,-2.1,4.41,-3,,
01/27/2010,Iowa,57,Ohio St.,65,-10.5,-10.64,-9.54,-8.48,-11.29,0,-11.03,-9,-9.28,-14.41,-8,,
01/27/2010,George Washington,67,Saint Louis,62,5,3.78,3.56,3.44,3.67,0,2.7,3,4.72,2.43,4,,
01/27/2010,Colorado St.,63,TCU,57,5,5.52,6.74,8.17,5.33,0,2.39,3,6.7,6.55,3,,
01/27/2010,NC Charlotte,74,Temple,64,-1.5,-2.37,-1.96,-1.94,-2.37,0,-2,0,-1.32,-3.99,-1,,
01/27/2010,Oklahoma St.,76,Texas A&M,69,5.5,4,4.63,5.91,3.44,0,4.66,8.5,4.43,1.57,6,,
01/27/2010,Texas,95,Texas Tech,83,16.5,14.46,14.18,12.07,16.22,0,14.81,19,16.46,10.17,14,,
01/27/2010,VA Commonwealth,112,Towson,53,18.5,20.03,21.6,22.52,20.75,0,21.78,16,19.57,17.11,20,,
01/27/2010,UTEP,84,Tulane,71,17,17.87,18.11,18.82,18.02,0,17.96,16,15.84,21.46,18,,
01/27/2010,Wyoming,75,Utah,69,-3,-2.75,-2.24,-2.22,-2.41,0,-4.13,0,-2.32,-5.19,0.01,,
01/27/2010,Tennessee,76,Vanderbilt,85,6.5,6.05,6.04,5.83,6.31,0,5.31,5.5,6.22,8.19,4,,
01/27/2010,James Madison,65,William & Mary,63,-2.5,-6.73,-8.97,-11.39,-7.15,0,-3.54,-4.5,-4.17,-6.85,-4,,
01/28/2010,Samford,55,Appalachian St.,68,2,-0.27,-1.11,-2.09,-0.14,0,0.06,3,-0.59,2.86,-3,,
01/28/2010,Buffalo,69,Ball St.,75,11.5,10.95,10.42,11.42,9.56,0,11.42,12,9.51,13.77,7,,
01/28/2010,UC Santa Barbara,80,Cal Poly SLO,57,8.5,9.74,8.28,8.12,8.58,0,11.23,10.5,8.13,13.15,9,,
01/28/2010,Arizona St.,70,California,78,4,1.68,1.76,1.11,2.84,0,3.31,2,1.43,-2.4,4,,
01/28/2010,Miami-Ohio,64,Central Michigan,51,6.5,7.51,6.75,6.37,7.14,0,6.92,9,7.19,10.43,8,,
01/28/2010,Davidson,86,Charleston,71,7.5,3.49,0.95,-1.35,3.12,0,3.6,5,3.4,7.13,4,,
01/28/2010,Georgia Southern,61,Citadel,58,-2.5,-0.99,3.1,2.52,3.66,0,2.71,-3,-19.69,-0.15,1,,
01/28/2010,Georgia Southern,40,Citadel,58,-2.5,-0.42,3.1,2.52,3.66,0,2.71,-3,-2.21,-0.15,-4,,
01/28/2010,Arkansas-Little Rock,69,Denver,57,-2.5,-2.35,-4.26,-6.96,-1.73,0,-3.74,1,-1.66,1.13,-1,,
01/28/2010,Xavier,86,Duquesne,50,12,14.36,15.18,14.69,15.68,0,13.95,13,14.97,10.72,16,,
01/28/2010,Tennessee Tech,75,Eastern Illinois,65,3,3.99,3.53,3.37,3.71,0,5.96,3.5,4,5.42,4,,
01/28/2010,Austin Peay,80,Eastern Kentucky,76,2,2.64,2.9,4.15,1.65,0,1.83,2.5,3.81,5.07,2,,
01/28/2010,NC Greensboro,62,Elon,55,4.5,6.63,7.24,6.68,7.8,0,6.66,6,5.37,7.93,5,,
01/28/2010,Loyola-Maryland,69,Fairfield,73,-1,0.17,-0.49,-1.66,0.63,0,1.17,2.5,0.28,-1.22,1,,
01/28/2010,South Alabama,59,Florida Atlantic,70,2.5,2.29,4.05,6.41,1.71,0,1.88,5.5,2.53,-1.47,2,,
01/28/2010,Idaho,74,Fresno St.,59,5,2.26,1.25,0.88,1.58,0,1.77,5.5,1.35,7.72,2,,
01/28/2010,Old Dominion,56,Georgia Southern,61,17,19.2,19.96,20.18,19.82,0,20.65,16,19.69,15.54,20,,
01/28/2010,Old Dominion,56,Georgia Southern,40,17,21.13,19.96,20.18,19.82,0,20.65,16,19.69,15.54,25,,
01/28/2010,Santa Clara,64,Gonzaga,71,-12,-14.29,-15.06,-17.06,-14.21,0,-13.69,-13,-14.77,-11.33,-15,,
01/28/2010,San Jose St.,83,Hawaii,60,8,7.69,8.5,9.68,7.34,0,7.56,9,6,10.27,9,,
01/28/2010,Wright St.,79,Illinois-Chicago,43,18.5,17,16.8,14.39,19.52,0,16.15,18,18.03,14.9,18,,
01/28/2010,CS Northridge,68,Long Beach St.,69,3,-0.47,-0.96,0.19,-2.12,0,2.58,-1,-1.59,3.65,0.01,,
01/28/2010,Arkansas St.,62,Louisiana-Lafayette,60,2,4.51,6.28,8.85,3.76,0,1.66,7,3.96,2.86,7,,
01/28/2010,Troy St.,75,Louisiana-Monroe,56,11,11.26,9.59,8.65,10.62,0,10.61,10,12.49,12.45,12,,
01/28/2010,Detroit,83,Loyola-Chicago,63,9.5,8.45,6.37,3.74,8.98,0,10.55,10,7.57,10.31,11,,
01/28/2010,Rider,74,Manhattan,71,5,4.34,5.87,9.1,2.66,0,3.11,7,2.94,7.57,3,,
01/28/2010,Iona,61,Marist,42,20,24.41,26.67,28.34,25.13,0,26.16,20,23,20.72,25,,
01/28/2010,Auburn,74,Mississippi,84,-4,-5.08,-7.9,-9.09,-6.69,0,-4.54,-5,-6.25,1.04,-3,,
01/28/2010,Arkansas,67,Mississippi St.,62,-3.5,-5.85,-7.01,-7.37,-6.82,0,-2.65,-4,-6.36,-0.28,-6,,
01/28/2010,Northern Colorado,62,Montana,64,5.5,6,7,8.93,5.12,0,6.76,7,5.58,6.63,4,,
01/28/2010,Northern Arizona,71,Montana St.,58,2.5,1.22,1.62,3.58,-0.54,0,-0.02,2.5,0.82,5.68,1,,
01/28/2010,Tennessee St.,50,Morehead St.,65,-7,-6.53,-7.98,-9.78,-6.43,0,-10.37,-5,-5.61,-2.54,-8,,
01/28/2010,Middle Tenn St.,66,New Orleans,46,15,13.35,13.04,12.37,13.71,0,13.88,13,12.82,12.15,15,,
01/28/2010,Oral Roberts,71,North Dakota St.,57,12.5,11.47,13.11,13.83,12.46,0,10.91,12.5,12.3,9.3,11,,
01/28/2010,Western Kentucky,83,North Texas,84,8,8.96,7.97,7.45,8.52,0,8.81,7.5,9.38,9.05,10,,
01/28/2010,IUPUI,78,Oakland,54,2.5,1.52,1.92,1.27,2.42,0,-0.92,2.5,2.03,1.82,1,,
01/28/2010,UC Irvine,50,Pacific,61,-3.5,-3.82,-4.91,-5.22,-4.63,0,-3.78,-2.5,-3.09,-0.5,-5,,
01/28/2010,San Francisco,58,Portland,74,-6,-6.64,-7.15,-5.37,-9.05,0,-10.45,-8,-5.61,-2.53,-7,,
01/28/2010,Jacksonville St.,58,SE Missouri St.,55,12,11.07,7.59,3.76,11.68,0,13.86,14,11.25,14.87,11,,
01/28/2010,Loyola Marymount,68,San Diego,65,-1,2.57,3.07,1.69,4.44,0,2.07,1,2.29,-1.02,3,,
01/28/2010,South Florida,76,Seton Hall,74,-2,-0.96,0.08,-0.67,0.81,0,-2.69,-1,-1.35,-2.8,-2,,
01/28/2010,St. Peter's,58,Siena,66,-6,-6.67,-6.24,-6.08,-6.53,0,-6.41,-6,-6.33,-5.34,-5,,
01/28/2010,Centenary,75,South Dakota St.,81,-5.5,-6.43,-4.21,-2.91,-5.96,0,-9.68,-5.5,-5.22,-8.76,-6,,
01/28/2010,Indiana St.,68,Southern Illinois,65,0,1.78,3.3,4.63,2.06,0,2.12,2,1.83,-2.18,2,,
01/28/2010,Pittsburgh,63,St. John's,53,8,9.56,8.78,8.6,9.01,0,11.35,10,8.68,5.79,15,,
01/28/2010,Pepperdine,71,St. Mary's,88,-12.5,-13.08,-14.07,-14.31,-13.85,0,-11.38,-11,-13.53,-10.01,-12,,
01/28/2010,Arizona,76,Stanford,68,6,7.37,7.62,7.6,7.67,0,9.14,6.5,6.03,7.17,9,,
01/28/2010,Cal Riverside,50,UC Davis,60,6,7.6,8.2,7.2,9.26,0,7.38,6,7.57,7.76,5,,
01/28/2010,Oregon,71,UCLA,66,4,3.27,4.89,3.81,6.01,0,0.4,4,5.29,-2.09,0.01,,
01/28/2010,Oregon St.,51,USC,45,-3,-4.28,-5.35,-4.6,-6.24,0,-1.83,-2,-4.1,1.3,-8,,
01/28/2010,Virginia,71,Virginia Tech,76,2.5,0.84,0.36,-1.67,2.34,0,2.29,2.5,1.48,-1.06,0.01,,
01/28/2010,Georgia Tech,79,Wake Forest,58,6,2.58,3.2,1.85,4.48,0,2.36,4.5,3.63,-1.24,2,,
01/28/2010,Chattanooga,80,Western Carolina,67,-6,-7.14,-7.32,-9.63,-5.88,0,-7.96,-8,-5.58,-9.94,-5,,
01/28/2010,Purdue,60,Wisconsin,57,9.5,5.34,4.17,4.41,3.86,0,5.38,10,5.36,10.35,4,,
01/29/2010,Wisconsin-Green Bay,57,Butler,75,-8.5,-7.51,-6.11,-4.39,-7.7,0,-8.24,-9,-8.1,-8.61,-8,,
01/29/2010,Weber St.,81,CS Sacramento,59,17,17.78,17.5,17.13,17.89,0,21.29,16,15.76,15.87,18,,
01/29/2010,Cornell,71,Dartmouth,37,25.5,26.71,29.8,33.3,27.62,0,26.97,28,25.5,23.56,23,,
01/29/2010,Columbia,45,Harvard,74,-8.5,-11.28,-12.85,-14.94,-11,0,-10.57,-9,-10.68,-11.77,-9,,
01/29/2010,Canisius,73,Niagara,70,-1,1.2,2.09,3.29,0.88,0,1.98,0,-0.53,2.26,3,,
01/29/2010,Yale,61,Pennsylvania,48,8,9.71,11.02,10.83,11.3,0,6.09,8,7.77,9.48,12,,
01/29/2010,Brown,46,Princeton,63,-4.5,-4.51,-5.29,-8.1,-2.7,0,-5.23,-3,-4.28,-1.74,-6,,
01/29/2010,Wisconsin-Milwaukee,85,Valparaiso,82,7.5,6.99,6.33,5.69,6.95,0,6.55,6,6.72,9.52,5,,
01/30/2010,Auburn,58,Alabama,57,0,-1.29,-2.08,-2.75,-1.39,0,-1.82,-1,-0.5,1.42,-1,,
01/30/2010,Chattanooga,85,Appalachian St.,80,-1.5,-1.66,-1.53,-0.35,-2.85,0,-4.82,-1,-1.89,0.78,-1,,
01/30/2010,Texas,77,Baylor,80,8.5,8.94,9.37,9.21,9.58,0,7.95,10.5,8.07,9.77,6,,
01/30/2010,Illinois St.,66,Bradley,47,9,6.51,5.22,4.1,6.32,0,6.7,7,6.71,6.71,7,,
01/30/2010,Northern Illinois,83,Buffalo,95,-2.5,-1.67,-0.97,-2.16,0.18,0,-0.75,-2,-0.1,-5.36,1,,
01/30/2010,Idaho St.,55,CS Sacramento,72,10.5,8.91,7.66,6.57,8.76,0,12.73,9,7.77,7.52,10,,
01/30/2010,Bowling Green,52,Central Michigan,64,3.5,5,6.43,9.19,3.65,0,5.49,4,4.45,5.75,7,,
01/30/2010,Georgia Southern,72,Charleston,90,-3,-3.22,-1.64,-4.01,0.64,0,0.51,-3,-15.95,-1.75,-3,,
01/30/2010,Georgia Southern,62,Charleston,90,-3,-3.56,-1.64,-4.01,0.64,0,0.51,-3,-5.79,-1.75,-7,,
01/30/2010,Davidson,67,Citadel,63,9,8.52,7.78,7.9,7.66,0,9.34,7,9,8.23,11,,
01/30/2010,Iowa St.,64,Colorado,63,7,7.12,7.07,7.65,6.45,0,6.79,7,7.26,8.21,6,,
01/30/2010,Drake,79,Creighton,74,0,-0.22,-0.66,-0.41,-0.94,0,1.59,0,-1.47,2.71,1,,
01/30/2010,Columbia,63,Dartmouth,51,9,8.6,9.58,9.04,10.16,0,6.4,9,9.6,5,7,,
01/30/2010,St. Bonaventure,58,Dayton,75,-4.5,-3.37,-4.11,-6.09,-2.18,0,-3.85,-4,-2.76,-4.19,-3,,
01/30/2010,Hofstra,77,Delaware,67,11.5,11.32,10.57,9.14,12.01,0,10.43,12,11.33,11.85,12,,
01/30/2010,Arkansas St.,73,Denver,62,1,2.08,3.3,3.78,2.78,0,1.26,3,1.61,-0.89,6,,
01/30/2010,William & Mary,,Drexel,4.5,4.5,7.13,9.51,10.1,9.14,0,3.8,6,6.43,1.41,6,,
01/30/2010,Georgetown,89,Duke,77,-2,-2.96,0.45,3.4,-3.92,0,-5.43,2,-3.57,0.77,-6,,
01/30/2010,Jacksonville St.,70,Eastern Illinois,55,4,3.74,2.66,-0.13,5.45,0,5.23,2.5,4.79,5.37,2,,
01/30/2010,Tennessee St.,,Eastern Kentucky,-3.5,-3.5,-4.89,-5.24,-6.74,-3.98,0,-4.9,-8,-3.26,-5.37,-4,,
01/30/2010,Miami-Ohio,61,Eastern Michigan,51,7.5,8.8,8.52,7.83,9.21,0,10.08,9,8.34,8.63,11,,
01/30/2010,Florida Atlantic,106,Florida International,88,10.5,11.83,11.65,9.71,13.64,0,10.58,11,13.84,9.01,13,,
01/30/2010,Boston College,57,Florida St.,61,-1,-0.85,-1.62,-1.79,-1.43,0,-0.43,2.5,-1.85,2.02,1,,
01/30/2010,Boise St.,65,Fresno St.,49,5,1.72,1.36,1.84,0.87,0,3.52,4.5,2.05,3.77,2,,
01/30/2010,Wofford,57,Furman,46,14.5,14.29,14.69,14.83,14.56,0,15.05,15,14.35,12.23,14,,
01/30/2010,Rhode Island,72,George Washington,66,10,11.34,12.01,14.79,10.25,0,13.07,11,9.56,11.74,12,,
01/30/2010,South Carolina,78,Georgia,77,7.5,7.83,6.36,5.29,7.45,0,10.25,6,7.14,8.21,8,,
01/30/2010,VA Commonwealth,78,Georgia Southern,72,16,17.31,17.21,17.17,17.36,0,20.72,14,15.95,14.5,21,,
01/30/2010,VA Commonwealth,78,Georgia Southern,62,16,19.1,17.21,17.17,17.36,0,20.72,14,15.95,14.5,25,,
01/30/2010,San Francisco,81,Gonzaga,77,-12.5,-14.11,-15.1,-17.81,-13.59,0,-14,-11,-12.42,-14.93,-13,,
01/30/2010,Cornell,86,Harvard,50,8.5,6.03,6.52,8.99,5.11,0,9.65,8.5,4.35,6.09,5,,
01/30/2010,Nevada,66,Hawaii,60,16,16.2,15.62,14.44,16.87,0,16.66,16,14.49,18.47,18,,
01/30/2010,Detroit,76,Illinois-Chicago,73,13.5,14.29,14.72,13.33,16.18,0,14.93,13,13.79,12.79,17,,
01/30/2010,Illinois,72,Indiana,70,12.5,13.98,13.07,12.87,13.56,0,14.2,13,13.88,14.38,16,,
01/30/2010,Michigan,60,Iowa,46,13,11.62,10.29,8.82,12.26,0,13.73,15,12.23,13.81,9,,
01/30/2010,George Mason,70,James Madison,68,8,9.75,10.92,12.02,10.01,0,10.53,11,8.08,8.08,11,,
01/30/2010,Kansas St.,79,Kansas,81,-4,-3.32,-0.82,0.24,-2.18,0,-4.71,-3,-4.16,-4.4,-5,,
01/30/2010,Mississippi St.,67,LSU,51,12,14.68,15.57,14.72,16.77,0,12.78,14,14.37,12.12,14,,
01/30/2010,Temple,64,La Salle,52,11.5,13.62,15.21,17.19,14.17,0,10.69,11,12.75,14.52,11,,
01/30/2010,Louisiana-Monroe,67,Louisiana-Lafayette,72,-2.5,-1.05,0.71,3.21,-1.81,0,-1.34,1.5,-1.26,-2.63,-2,,
01/30/2010,West Virginia,77,Louisville,74,6.5,7.86,10.47,11.98,8.52,0,7.87,6,7.14,6.49,6,,
01/30/2010,Wright St.,66,Loyola-Chicago,48,16.5,14.23,10.32,6.03,15.03,0,17.69,17,13.82,16.03,18,,
01/30/2010,Connecticut,68,Marquette,70,5,3.43,4.08,5.84,1.19,0,4.66,6,2.31,6,2,,
01/30/2010,Houston,81,Marshall,66,4.5,1.93,0.37,-2.24,3.32,0,4.71,5,1.84,1.41,2,,
01/30/2010,SMU,70,Memphis,60,-7.5,-8.87,-7.98,-8.16,-8.7,0,-7.1,-10,-10.38,-8.28,-9,,
01/30/2010,Southern Utah,69,Mo Kansas City,56,-1.5,-1.01,-0.42,0.39,-1.34,0,-1.4,-1.5,-2.41,0.73,-2,,
01/30/2010,Northern Arizona,64,Montana,84,-1.5,-2.19,-1.56,1.23,-4.49,0,-2.44,-1,-2.04,1.9,-2,,
01/30/2010,Austin Peay,,Morehead St.,-1.5,-1.5,-0.73,0.14,1.58,-1.31,0,-2.67,2,0.71,-2.41,-4,,
01/30/2010,Tennessee-Martin,45,Murray St.,77,-17.5,-19.54,-20.88,-23.26,-19.61,0,-16.71,-17,-21.65,-18.57,-18,,
01/30/2010,Massachusetts,58,NC Charlotte,72,-2.5,-4.4,-6.87,-10.68,-4.33,0,-2.46,-3,-3.29,-0.54,-5,,
01/30/2010,TCU,57,New Mexico,73,-7,-9.29,-10.27,-11.94,-8.73,0,-10.02,-5,-8.95,-9.37,-8,,
01/30/2010,Louisiana Tech,77,New Mexico St.,91,10,12.29,11.62,11.01,12.42,0,10.16,13,12.29,14.13,13,,
01/30/2010,Western Kentucky,76,New Orleans,56,17.5,17.08,15.97,16.16,15.8,0,19.57,20,16.4,18.11,17,,
01/30/2010,Centenary,62,North Dakota St.,73,-1.5,-3.52,-0.34,1.92,-2.88,0,-6.53,-1.5,-0.89,-8.24,-6,,
01/30/2010,Middle Tenn St.,69,North Texas,64,6,5.62,3.78,1.1,6.45,0,3.9,5,5.55,9.84,6,,
01/30/2010,SW Missouri St.,54,Northern Iowa,55,-1.5,-3.04,-2.73,-4.74,-1.29,0,-5.47,0,-1.38,-4.41,-4,,
01/30/2010,Michigan St.,79,Northwestern,70,13.5,12.38,10.99,10.51,11.41,0,13.42,15,12.38,13.97,14,,
01/30/2010,Rutgers,74,Notre Dame,73,-8,-5.68,-4.65,-3.94,-5.42,0,-6.93,-7.5,-6.5,-5.45,-5,,
01/30/2010,Western Illinois,64,Oakland,68,-7.5,-9.18,-10.64,-13.87,-7.76,0,-9.52,-7.5,-7.55,-6.86,,,
01/30/2010,Nebraska,63,Oklahoma,46,6,2.79,2.77,1.72,3.88,0,0.51,6,2.13,1.81,3,,
01/30/2010,Missouri,95,Oklahoma St.,80,7.5,7.74,5.88,2.91,9.44,0,7.76,5,9.72,5.88,9,,
01/30/2010,Northeastern,74,Old Dominion,64,-1,-1.24,-1.33,-1.32,-1.35,0,-0.22,1,-1.44,-1.34,-1,,
