date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,neutral,linemoore,lineopen,linedok,linedunk,linefox,linerpi,lineash
01/17/2010,CS Sacramento,53,Montana St.,58,-5.5,-4.42,-4.24,-3.67,-4.93,0,-5.67,-2,-4.34,-0.85,-5,,
01/17/2010,Portland St.,86,Northern Arizona,93,8,8,6.14,5.19,7.27,0,12.13,8.5,7.36,10.08,9,,
01/17/2010,Marquette,93,Providence,63,9.5,10.19,8.1,6.1,10.98,0,13.34,9.5,10.15,7.76,12,,
01/17/2010,NC Charlotte,63,Saint Louis,61,8.5,7.16,7.1,8.2,6.26,0,6.06,8.5,7.32,8.29,8,,
01/17/2010,Ball St.,71,Toledo,43,8,7.81,9.16,10.23,7.99,0,7.56,8,7.25,5.64,8,,
01/17/2010,Duke,90,Wake Forest,70,15.5,14.87,11.13,8.22,15.75,0,17.76,12.5,15.96,15.39,16,,
01/18/2010,Fairfield,76,Canisius,74,7.5,7.5,7.84,8.37,7.39,0,8.17,9.5,6.85,5.2,9,,
01/18/2010,Norfolk St.,77,Howard,82,7.5,7.11,5.34,3.65,7.95,0,8.54,7.5,6.32,7.82,9,,
01/18/2010,Siena,83,Manhattan,68,16.5,18.18,18.36,20.19,16.65,0,20.67,17,15.71,21.04,17,,
01/18/2010,Virginia,69,NC Wilmington,67,17,14.39,12.27,11.06,13.76,0,21.77,9,13.98,12.66,18,,
01/18/2010,Marist,56,Niagara,72,-13,-13.74,-13.47,-13.74,-13.29,0,-14.62,-12,-14.34,-14.67,-11,,
01/18/2010,Iona,72,Rider,59,8,11.65,11.9,11.1,12.78,0,12.26,8.5,11.86,8.58,14,,
01/18/2010,Notre Dame,71,Syracuse,84,-2.5,-6.97,-7.27,-7.47,-7.13,0,-5.8,-4,-5.94,-6.94,-8,,
01/18/2010,Kansas St.,71,Texas,62,1.5,-0.12,-1,-2.95,0.4,0,0.43,-3.5,-1.21,3.47,0.01,,
01/18/2010,St. Joseph's PA,64,Towson,57,7.5,8,9.2,11.01,7.49,0,8.41,8.5,7.54,8.04,6,,
01/18/2010,Middle Tenn St.,47,Western Kentucky,46,-2,-4.02,-5.12,-10.39,-0.52,0,-7.89,-2,-1.32,-3.55,-5,,
01/19/2010,Miami-Florida,75,Boston College,79,6.5,8.17,9.2,9.7,8.66,0,4.08,6,8.16,10.07,7,,
01/19/2010,Georgia Tech,66,Clemson,64,1.5,1.47,2.49,3.44,1.18,0,-0.3,4,1.23,1.71,1,,
01/19/2010,Hofstra,72,George Mason,90,3.5,3.74,2.41,-0.39,5.07,0,4.28,3,6.01,2.22,4,,
01/19/2010,SW Missouri St.,99,Indiana St.,92,9,8.94,8.26,5.75,10.59,0,6.84,9.5,8.07,12.3,8,,
01/19/2010,Wichita St.,60,Northern Iowa,51,3,0.59,0.98,-0.99,2.21,0,-1.97,2.5,1.63,1.25,1,,
01/19/2010,Ohio St.,76,Northwestern,56,12,10.47,7.51,4.22,11.4,0,11.94,11,10.4,13.84,12,,
01/19/2010,Texas A&M,65,Oklahoma,62,7.5,8.55,9.2,8.05,10.51,0,8.01,5.5,7.3,6.51,8,,
01/19/2010,Illinois,78,Purdue,84,-4,-2.88,-1.96,-2.28,-1.61,0,-2.5,-2,-2.77,-5.97,-2,,
01/19/2010,Utah,68,San Diego St.,70,1.5,-0.07,-1.28,-2.05,-0.48,0,4.37,1.5,0.71,-2.57,2,,
01/19/2010,Alabama,56,Tennessee,63,-3,-4.95,-4.24,-3.9,-4.69,0,-5.88,-3,-5.7,,-5,,
01/20/2010,Georgia Southern,79,Appalachian St.,65,-4,1.21,-0.04,-1.47,1.33,0,1.4,-4,0.49,6.19,-1,,
01/20/2010,LSU,80,Auburn,84,3.5,3.07,3.85,5.42,2.25,0,3.57,4.5,2.74,4.51,2,,
01/20/2010,Kansas,81,Baylor,75,14.5,12.86,12.35,10.83,14.16,0,15.59,15.5,13.63,9.78,12,,
01/20/2010,Southern Illinois,55,Bradley,57,7,4.19,3.56,3.17,3.92,0,3.32,7,4.12,7.78,2,,
01/20/2010,Kent St.,89,Buffalo,54,4.5,2.9,3.73,3.17,4.22,0,0.47,4.5,4.24,-0.78,3,,
01/20/2010,Houston,71,Central Florida,78,11,12.39,10.1,7.58,13.07,0,14.07,12.5,12.39,15.1,14,,
01/20/2010,Oklahoma St.,90,Colorado,78,10,11.45,10.12,11.28,8.88,0,12.06,10,8.98,15.93,13,,
01/20/2010,Illinois St.,71,Creighton,62,6.5,6.12,5.33,5.1,5.57,0,5.92,5.5,5.19,8.54,6,,
01/20/2010,Evansville,65,Drake,72,1,0.21,0.73,-0.77,2.21,0,-1.64,3,1.3,-4.61,1,,
01/20/2010,North Carolina St.,88,Duke,74,-11.5,-12.06,-9.29,-7.82,-12.51,0,-14.25,-9.5,-13.95,-9.91,-12,,
01/20/2010,Rhode Island,75,Duquesne,67,11.5,12.15,13.32,15.36,11.9,0,11.07,10.5,11.42,12.77,12,,
01/20/2010,Central Michigan,71,Eastern Michigan,63,6,4.18,3.67,2.55,4.77,0,5.31,5,3.54,2.58,7,,
01/20/2010,Saint Louis,75,Fordham,48,17,18.77,19.98,20.78,19.2,0,20.28,15.5,17.45,18.17,17,,
01/20/2010,Dayton,66,George Washington,51,10.5,10.41,10.47,12.47,8.99,0,13.01,11.5,8.85,12.03,10,,
01/20/2010,Pittsburgh,66,Georgetown,74,1,3.95,3.97,7.87,1.84,0,4.4,2,0.57,4.45,7,,
01/20/2010,Michigan St.,70,Iowa,63,21.5,21.84,21.1,21.17,21.05,0,24.45,22.5,20.8,23.93,21,,
01/20/2010,Texas Tech,78,Iowa St.,71,3.5,2.48,2.6,3.73,1.54,0,1.68,4,0.77,5.63,2,,
01/20/2010,Drexel,78,James Madison,57,8.5,7.22,9.39,11.06,7.76,0,7.53,10,7.43,4.29,5,,
01/20/2010,Pennsylvania,57,La Salle,76,-9.5,-12.49,-13.33,-16.26,-10.89,0,-11.8,-11,-11.27,-14.24,-11,,
01/20/2010,DePaul,51,Marquette,50,-13.5,-13.14,-9.57,-6.64,-13.46,0,-15.39,-12,-13.9,-13.57,-17,,
01/20/2010,West Virginia,68,Marshall,60,12.5,13.35,12.19,9.46,14.86,0,17.84,14.5,13.38,13.91,11,,
01/20/2010,Akron,69,Miami-Ohio,49,9,7.32,6.91,7.69,6.11,0,11.4,7.5,6,7.06,7,,
01/20/2010,Wisconsin,54,Michigan,48,8,12.83,14.68,15.43,13.96,0,11.24,6.5,11.25,11.46,12,,
01/20/2010,Richmond,59,NC Charlotte,71,7,6.63,6.64,5.67,7.39,0,8.22,8.5,5.75,5.36,6,,
01/20/2010,Georgia Southern,68,NC Wilmington,74,5,-2.11,0.16,-0.05,0.32,0,3.6,2.5,-6.33,1.66,-4,,
01/20/2010,Boise St.,82,Nevada,88,-3,-6.16,-5.65,-5.24,-6.15,0,-5.76,-2.5,-5.46,-5.98,-8,,
01/20/2010,Air Force,50,New Mexico,73,-12,-12.01,-11.71,-11.85,-11.69,0,-14.94,-13.5,-12.4,-10.72,-11,,
01/20/2010,Towson,48,Northeastern,73,-9.5,-8.68,-9.75,-10.57,-9.03,0,-8.54,-9.5,-8.42,-8.22,-6,,
01/20/2010,Toledo,54,Northern Illinois,58,-5.5,-4.9,-5.93,-6.49,-5.36,0,-6.5,-2,-5.4,-1.02,-6,,
01/20/2010,Bowling Green,65,Ohio,57,0,-0.36,1.76,5.95,-2.55,0,2.24,-1.5,-1.21,-0.93,1,,
01/20/2010,Delaware,49,Old Dominion,68,-13.5,-13.38,-13.54,-12.38,-14.92,0,-13.6,-12,-13.87,-8.92,-14,,
01/20/2010,Rice,65,SMU,73,-1,0.27,2.68,5.76,0.14,0,-0.76,1,1.13,-3.88,0.01,,
01/20/2010,Mississippi,66,South Carolina,57,8.5,8.82,9.7,10,9.39,0,7.89,10,9.81,8.17,9,,
01/20/2010,Cincinnati,78,South Florida,70,9.5,8.45,9,10.19,7.76,0,8.57,9.5,8.51,9.6,9,,
01/20/2010,UAB,57,Southern Miss,56,11.5,13.57,13.96,15.82,12.16,0,14.57,12,11.68,14.24,14,,
01/20/2010,Massachusetts,69,St. Bonaventure,70,2,1.11,0.97,2.04,-0.14,0,1.36,-1,0.27,4.23,3,,
01/20/2010,Connecticut,75,St. John's,59,9,8.88,5.75,3.35,7.81,0,10.05,11,9.41,9.56,13,,
01/20/2010,Oral Roberts,52,Tulsa,57,-6.5,-5.83,-4.03,-1.8,-6.73,0,-9.72,-6.5,-4.84,-6.25,-4,,
01/20/2010,Colorado St.,72,UNLV,80,-6,-5.79,-5.02,-4.18,-5.83,0,-7.78,-5,-5.19,-4.04,-8,,
01/20/2010,Memphis,67,UTEP,72,8.5,7.96,6.82,6.55,7.57,0,8.26,8,9.26,7.55,10,,
01/20/2010,Rutgers,68,Villanova,94,-14,-13.71,-13.09,-15.89,-12.22,0,-15.07,-12.5,-13.53,-13.25,-14,,
01/20/2010,North Carolina,69,Wake Forest,82,6,4.16,2.84,2.04,3.57,0,7.06,9,4.58,3.39,5,,
01/20/2010,Davidson,67,Western Carolina,77,3.5,1.59,-1.48,-7.43,3.22,0,6.34,2,2.78,-1.28,7,,
01/20/2010,Ball St.,75,Western Michigan,68,-3,-4.97,-6.74,-7.58,-5.97,0,-0.79,-4,-5.41,-7.04,0.01,,
01/20/2010,VA Commonwealth,81,William & Mary,59,8.5,5.19,3.03,-0.51,5.34,0,10.14,6.5,6.28,4.08,8,,
01/20/2010,BYU,81,Wyoming,66,22,24.31,24.86,24.71,25.43,0,25.81,19.5,24.04,23.2,23,,
01/20/2010,Temple,77,Xavier,72,4.5,3.89,5.54,8.44,3.4,0,3.15,3,2.62,4.59,2,,
01/21/2010,Florida International,61,Arkansas St.,76,-2,-3.54,-3.27,-3.99,-2.6,0,-0.45,-6,-3.47,-5.8,-5,,
01/21/2010,Florida Atlantic,77,Arkansas-Little Rock,74,7,7.86,8.44,7.86,9.03,0,6.04,9,8.17,8.43,7,,
01/21/2010,Tennessee Tech,94,Austin Peay,90,-2.5,-1.01,-1.46,-1.93,-1.04,0,-2.05,0,-1.11,-0.93,3,,
01/21/2010,Loyola-Chicago,47,Butler,48,-12,-9.93,-6.7,-3.91,-9.29,0,-14.45,-12,-8.02,-11.31,-12,,
01/21/2010,Cal Poly SLO,67,Cal Riverside,65,2.5,2.74,3.83,5.18,2.42,0,2.94,0,3.38,1.28,4,,
01/21/2010,Pacific,80,Cal St. Fullerton,73,8,9.97,11.35,11.59,11.11,0,8.6,7,9.53,9.46,9,,
01/21/2010,NC Greensboro,62,Chattanooga,49,2,0.7,0.68,-1.67,3.28,0,3.36,1,1.75,-2.34,-1,,
01/21/2010,Marist,50,Fairfield,70,-11,-12.43,-14.46,-16.8,-12.29,0,-13.59,-11,-11.66,-10.14,-10,,
01/21/2010,Arkansas,66,Florida,71,0,-5.09,-5.91,-7.22,-4.58,0,-3.13,-2,-4.69,-4.5,-3,,
01/21/2010,Charleston,92,Furman,80,9.5,12.55,12.85,14.09,11.7,0,13.84,11,11.89,12.34,14,,
01/21/2010,Southern Utah,60,IUPUI,75,-10,-9.9,-9.94,-9.62,-10.53,0,-11.61,-10,-9.85,-8.21,-10,,
01/21/2010,Penn St.,61,Indiana,67,10,7.11,4.58,2.56,6.78,0,10.52,8.5,7.53,5.9,11,,
01/21/2010,UC Irvine,71,Long Beach St.,60,1,-1.94,-1.83,-0.8,-2.89,0,-1.67,0,-2.28,-0.45,-2,,
01/21/2010,San Jose St.,87,Louisiana Tech,76,-5.5,-7.55,-7.13,-8.42,-6.31,0,-7.42,-4,-6.77,-8.42,-10,,
01/21/2010,Seton Hall,80,Louisville,77,-1,0.33,2.21,3.03,1.04,0,0.2,-1,0.41,-0.9,-1,,
01/21/2010,Portland,79,Loyola Marymount,39,11.5,11.48,10.91,11.88,9.97,0,14.83,13,10.87,13.82,12,,
01/21/2010,Siena,67,Loyola-Maryland,61,16,17.28,17.16,17.41,16.98,0,19.51,17,16.22,18.34,17,,
01/21/2010,Louisiana-Monroe,60,Middle Tenn St.,69,-2,0.04,1.36,4.54,-1.74,0,1.44,-1.5,-1.66,3.2,0.01,,
01/21/2010,Eastern Illinois,51,Murray St.,60,-12,-11.19,-9.62,-6.88,-12.65,0,-12.65,-11,-12.3,-11.85,-9,,
01/21/2010,Louisiana-Lafayette,70,New Orleans,53,12,9.54,9.09,8.3,9.83,0,10.42,10,9.1,10.65,9,,
01/21/2010,North Dakota St.,79,Oakland,85,-5.5,-5.49,-7.64,-10.11,-5.35,0,-5.64,-5.5,-5.93,-2.92,-3,,
01/21/2010,California,89,Oregon,57,10,13.78,12.39,11.86,13.59,0,14.7,14,13.25,16.04,15,,
01/21/2010,Stanford,59,Oregon St.,35,6.5,5.55,6.16,6.42,5.9,0,2.08,7,5.04,4.93,7,,
01/21/2010,Gonzaga,91,Pepperdine,84,22.5,23.29,24.47,26.76,22.84,0,24.51,24,22.83,19.56,26,,
01/21/2010,Elon,49,Samford,50,-2.5,-1.53,-0.5,1.66,-2.5,0,-4.35,-5,-0.65,-1.35,1,,
01/21/2010,St. Mary's,71,San Diego,56,14,18,18.29,17.09,19.53,0,17.13,13,18.47,16.25,19,,
01/21/2010,North Texas,86,South Alabama,78,6.5,3.29,2.8,2.4,3.2,0,7.45,6.5,2.59,2.89,2,,
01/21/2010,Jacksonville St.,85,Tennessee St.,67,4.5,5.15,5.98,6.39,5.7,0,5.66,6,6.23,2.08,5,,
01/21/2010,SE Missouri St.,77,Tennessee-Martin,63,1.5,5.64,10.09,17.46,4.52,0,-2.38,3,8.51,1.75,4,,
01/21/2010,Fresno St.,43,Utah St.,69,-2.5,-4.19,-2.7,-2.05,-4,0,-5.76,-3,-5.03,-4.98,-6,,
01/21/2010,Illinois-Chicago,58,Valparaiso,64,2,0.53,1.29,2.43,0.13,0,1.55,0,1.11,-0.54,-1,,
01/21/2010,UCLA,62,Washington,61,-3.5,-5.34,-4.44,-3.12,-6.07,0,-6.55,-1.5,-5.06,-6.61,-6,,
01/21/2010,USC,60,Washington St.,67,7,7.16,7.67,6.67,8.67,0,6.52,9,7.13,5.65,8,,
01/21/2010,Mo Kansas City,61,Western Illinois,57,5.5,6.05,7.31,8.9,5.78,0,4.56,5.5,7.19,3.82,,,
01/21/2010,Troy St.,77,Western Kentucky,69,0,-1.17,-0.99,-2.32,0.26,0,-3.18,0,0.91,-1.86,-2,,
01/21/2010,Citadel,42,Wofford,44,-3,-2.77,-2.87,-3.13,-2.62,0,-1.56,-2,-3.01,-3.56,-2,,
01/22/2010,Northern Colorado,79,CS Sacramento,65,17.5,19.46,18.75,18.92,18.69,0,19.37,19,17.92,23.82,17,,
01/22/2010,Idaho St.,80,Eastern Washington,74,7.5,8.8,7.92,5.81,9.97,0,9.35,8.5,9.44,7.04,10,,
01/22/2010,Manhattan,53,Iona,56,-2.5,-3.72,-5.12,-7.13,-3.2,0,-4.05,-2,-2.72,-1.41,-5,,
01/22/2010,Weber St.,86,Portland St.,83,9,10.84,11.26,10.03,12.53,0,10.84,7,8.19,12.8,9,,
01/22/2010,Canisius,74,Rider,58,3.5,5.54,4.91,3.93,5.91,0,6.71,3,5.14,7.07,6,,
01/22/2010,Niagara,65,St. Peter's,74,10.5,9.44,7.49,6.04,8.96,0,8.69,11,9.36,13.55,9,,
01/22/2010,Cleveland St.,64,Wisconsin-Green Bay,50,5.5,3.04,0.1,-3.25,3.21,0,2.9,6,4.12,7.81,5,,
01/22/2010,Youngstown St.,59,Wisconsin-Milwaukee,69,-1.5,-1.98,-0.89,0.02,-1.83,0,-2.09,-1.5,0.02,-4.96,-2,,
01/22/2010,Charleston,70,Wofford,68,1,2.09,2.08,3.21,1.04,0,3.32,1,0.9,3.66,4,,
01/22/2010,Brown,63,Yale,71,3,3.89,6.05,7.51,4.97,0,4.98,6,3.99,1.31,2,,
01/23/2010,Utah,71,Air Force,54,14.5,13.65,11.12,8.7,13.66,0,19.69,16,12.76,15.76,14,,
01/23/2010,Kent St.,87,Akron,70,2,3.53,4.73,5.14,4.33,0,-0.77,1,3.53,4.5,3,,
01/23/2010,Arizona St.,58,Arizona,77,10.5,11.15,9.41,7.24,12.83,0,12.37,11,10.94,12.14,10,,
01/23/2010,Kentucky,101,Arkansas,70,16,18.97,21.84,26.57,18.27,0,17.42,18,17.87,15.17,18,,
01/23/2010,Florida Atlantic,78,Arkansas St.,63,4.5,3.91,1.87,-1.16,4.84,0,3.54,3.5,4.79,8.39,1,,
01/23/2010,Florida International,96,Arkansas-Little Rock,81,1,-0.08,1.85,4.3,-0.43,0,0.77,-2,-1.94,-1.29,-1,,
01/23/2010,Vanderbilt,82,Auburn,74,13,15.78,15.81,16.01,15.68,0,16.77,14,14.87,17.13,15,,
01/23/2010,Jacksonville St.,64,Austin Peay,66,-1,-0.55,-0.82,-3.32,1.54,0,1.08,0,0.12,-4.3,2,,
01/23/2010,San Diego St.,69,BYU,71,-2.5,-5.56,-4.01,-3.15,-5.03,0,-7.04,-3.5,-6.23,-5.96,-7,,
01/23/2010,Eastern Michigan,57,Ball St.,53,7.5,5.7,5.71,4.27,7.24,0,5.48,9,7.35,3.06,3,,
01/23/2010,Virginia Tech,63,Boston College,62,6,8.29,9.17,10.47,7.81,0,9.03,7.5,7.28,7.95,10,,
01/23/2010,Miami-Ohio,64,Bowling Green,52,7,6.07,4.84,1.42,8.27,0,6.3,7.5,6.95,3.04,6,,
01/23/2010,Ohio,99,Buffalo,77,3.5,2.25,2.09,-1.39,5.45,0,-0.28,3,4.82,-2.35,4,,
01/23/2010,Illinois-Chicago,55,Butler,84,-14,-14.65,-15.54,-16.09,-15.07,0,-13.84,-13,-13.94,-14.09,-14,,
01/23/2010,Cal Poly SLO,73,CS Northridge,72,1,2.28,3.4,3.9,2.83,0,-0.82,2,3.5,-0.46,4,,
01/23/2010,UC Irvine,56,Cal Riverside,65,4,4.59,5.82,6.81,4.83,0,6.79,6,5.05,1.62,4,,
01/23/2010,UC Santa Barbara,85,Cal St. Fullerton,80,3.5,5.92,6.5,7.96,5.06,0,5.94,5,4.21,6.27,6,,
01/23/2010,Elon,83,Chattanooga,80,1,-1.02,-2.37,-5.02,0.56,0,3.14,-2,0.74,-4.55,0.01,,
01/23/2010,Texas A&M,67,Colorado,63,8.5,11.78,11.89,12.54,11.22,0,13.78,9,9.66,10.76,13,,
01/23/2010,New Mexico,82,Colorado St.,64,14,15.53,15.01,14.75,15.3,0,19.03,17,14.06,16.59,17,,
01/23/2010,Columbia,51,Cornell,77,-13,-13.07,-14.47,-19.56,-10.87,0,-14.79,-15,-10.91,-15.86,-9,,
01/23/2010,Georgia Southern,87,Davidson,91,-7,-0.87,1.53,1.81,1.22,0,-0.19,-5,-0.66,-3.24,-5,,
01/23/2010,Georgia Southern,74,Davidson,91,-7,-3.93,1.53,1.81,1.22,0,-0.19,-5,-7.59,-3.24,-11,,
01/23/2010,St. Joseph's PA,60,Dayton,59,-7.5,-8.52,-9.13,-10.18,-8.57,0,-8.2,-9,-8.67,-9.01,-7,,
01/23/2010,Notre Dame,87,DePaul,77,16,14.69,12.89,11.82,13.97,0,18.44,18,14.97,15.1,15,,
01/23/2010,Clemson,47,Duke,60,-2,-2.63,-0.59,0.04,-2.71,0,-4.28,0,-4.44,0.96,-3,,
01/23/2010,Southern Miss,68,East Carolina,53,11.5,9.87,8.96,7.67,10.32,0,8.76,10,11.77,13.04,10,,
01/23/2010,Weber St.,89,Eastern Washington,67,15.5,18.5,18.42,18.04,18.81,0,18.92,15.5,16.87,18.39,19,,
01/23/2010,Bradley,74,Evansville,64,11.5,13.27,15.17,17.41,13.08,0,14.12,14.5,12.33,13.95,13,,
01/23/2010,Citadel,70,Furman,60,8.5,7.44,6.84,6.29,7.38,0,9.95,8,6.66,5.83,8,,
01/23/2010,Towson,71,George Mason,80,-6.5,-5.7,-7.32,-10.16,-4.7,0,-4.58,-8,-4.25,-6.7,-6,,
01/23/2010,Delaware,76,Georgia Southern,87,0,1.33,0.72,1.52,-0.04,0,2.35,0,0.66,3.85,2,,
01/23/2010,Delaware,76,Georgia Southern,74,0,3.41,0.72,1.52,-0.04,0,2.35,0,0.66,3.85,8,,
01/23/2010,Dartmouth,58,Harvard,62,-15,-17.39,-20.02,-20.66,-19.62,0,-14.78,-16,-16.48,-14.72,-15,,
01/23/2010,Drexel,75,Hofstra,62,6,3.94,5.62,7.6,3.68,0,6.53,5,3.73,1.06,4,,
01/23/2010,Memphis,92,Houston,77,9.5,8.62,8.46,7.98,9.93,0,8.21,9,9.88,4.87,10,,
01/23/2010,Mo Kansas City,64,IUPUI,65,-6,-5.58,-5.82,-5.77,-5.96,0,-6.71,-6,-4.1,-5.95,-5,,
01/23/2010,Northwestern,73,Illinois,68,0,1.95,4.13,7.1,1.14,0,1.22,-1,0.08,4.1,0.01,,
01/23/2010,Southern Illinois,81,Illinois St.,80,2.5,0.84,1.88,1.71,2.03,0,0.18,3.5,1.39,0.05,0.01,,
01/23/2010,NC Wilmington,67,James Madison,64,5,6.86,8.51,6.98,10.03,0,5.56,7,8.21,2.73,4,,
01/23/2010,Iowa St.,61,Kansas,84,-11.5,-10.58,-9.21,-8.85,-9.74,0,-12.03,-12.5,-11.39,-10.03,-11,,
01/23/2010,New Orleans,47,Louisiana-Monroe,48,1,0.87,1.25,0.36,2.15,0,0.45,0,1.31,-1.7,1,,
01/23/2010,Gonzaga,85,Loyola Marymount,69,20.5,19.87,20.36,23.8,17.85,0,23.53,24,19.61,17.82,23,,
01/23/2010,Marist,64,Loyola-Maryland,80,-7,-9.34,-10.2,-10.98,-9.47,0,-9.86,-6,-8.49,-8.56,-8,,
01/23/2010,Syracuse,76,Marquette,71,8.5,10.49,13.76,16.86,9.69,0,12.58,10.5,9.21,6.12,10,,
01/23/2010,Baylor,71,Massachusetts,45,17,19.46,19.84,20.8,18.92,0,20.88,17,19.2,18.93,19,,
01/23/2010,Purdue,69,Michigan,59,13.5,13.47,14.44,16.04,12.5,0,11.72,12,11.57,16.43,11,,
01/23/2010,Minnesota,64,Michigan St.,65,1,0.85,-0.68,-3.76,4.57,0,1.31,0,1.42,-2.1,0.01,,
01/23/2010,Western Kentucky,74,Middle Tenn St.,84,7,9.68,10.16,12.75,7.7,0,13.07,9,8.34,8.41,11,,
01/23/2010,LSU,63,Mississippi,73,-6,-8.59,-10.23,-10.58,-9.88,0,-6.29,-6,-9.13,-8.76,-6,,
01/23/2010,Alabama,62,Mississippi St.,57,1,-1.11,-0.67,-0.56,-0.82,0,1.98,-2.5,-1.25,-3.14,-2,,
01/23/2010,Montana St.,61,Montana,52,-1.5,-1.6,0,1.32,-1.35,0,-1.19,0,-0.22,-5.74,-2,,
01/23/2010,Eastern Kentucky,53,Morehead St.,69,1.5,3.27,4.05,4.33,3.76,0,1.57,4,2.39,3.33,1,,
01/23/2010,SE Missouri St.,61,Murray St.,80,-18,-16.67,-14.92,-12.36,-18.12,0,-20.1,-18,-17.26,-15.16,-17,,
01/23/2010,La Salle,82,NC Charlotte,84,2.5,0.43,-1.44,-3.74,0.2,0,3.84,3,0.15,2.03,1,,
01/23/2010,Missouri,70,Nebraska,53,12.5,13.86,11.19,9.96,13.34,0,15.02,13,14.19,15.53,16,,
01/23/2010,Fresno St.,87,Nevada,77,-4,-3.46,-2.73,-3.33,-2.15,0,-3.37,-5,-3.13,-6.21,-5,,
01/23/2010,San Jose St.,93,New Mexico St.,84,3,1.94,2.5,0.85,3.95,0,1.15,5,3.27,-1.6,2,,
01/23/2010,Maryland,88,North Carolina St.,64,9,9.57,7.26,5.28,10.33,0,10.42,9.5,9.46,13.03,8,,
01/23/2010,Central Michigan,81,Northern Illinois,75,6,5.39,4.74,3.02,6.51,0,4.78,4.5,5.02,6.43,5,,
01/23/2010,South Dakota St.,82,Oakland,85,-2.5,-3.08,-3.71,-4.41,-3.09,0,-4.51,-2.5,-1.86,-1.66,-5,,
01/23/2010,West Virginia,71,Ohio St.,65,5.5,5.67,7.53,8.62,5.86,0,5.46,6,5.89,1.89,5,,
01/23/2010,Texas Tech,75,Oklahoma,65,3.5,3.65,6.09,7.68,4.66,0,2.16,5,2.47,0.57,2,,
01/23/2010,Kansas St.,69,Oklahoma St.,73,9,10.69,11.68,11.96,11.43,0,10.25,11,10.54,13.66,8,,
01/23/2010,William & Mary,55,Old Dominion,58,-5.5,-1.47,1.8,6.69,-2.16,0,-4.93,-2,-3.25,-3.62,-3,,
01/23/2010,Centenary,56,Oral Roberts,87,-8,-8.86,-7.45,-5.92,-9.29,0,-11.82,-8,-9.3,-7.67,-9,,
01/23/2010,Stanford,84,Oregon,69,4.5,4.54,3.98,4.65,3.27,0,6.85,6,3.73,5.77,8,,
01/23/2010,California,65,Oregon St.,61,15.5,17.85,17.62,15.35,21,0,17.31,18,18.72,14.55,18,,
01/23/2010,Portland,80,Pepperdine,64,16,15.12,15.85,15.09,16.74,0,18.12,15,15.76,11.12,15,,
01/23/2010,Idaho St.,88,Portland St.,80,2,0.8,0.73,-0.61,2.02,0,1.19,2,0.27,-0.27,0.01,,
01/23/2010,Xavier,72,Rhode Island,61,5,6.3,5.36,2.18,7.83,0,6.23,7,7.5,4.86,8,,
01/23/2010,Tulsa,62,Rice,58,20,20.85,20.19,20.13,20.62,0,22.89,21,20.15,21.18,21,,
01/23/2010,George Washington,57,Richmond,62,0,-0.34,0.07,-0.82,0.82,0,-0.59,-1,0.42,-1.69,1,,
01/23/2010,Georgetown,88,Rutgers,63,19.5,19.27,20.5,20.15,21.05,0,20.57,21,19.94,15.18,19,,
01/23/2010,NC Greensboro,67,Samford,70,-1.5,1.22,3.23,4.72,1.78,0,-0.88,-3,1.35,0.54,2,,
01/23/2010,San Francisco,65,Santa Clara,66,6,5.44,5.83,6.2,5.44,0,3.71,6,7.84,2.41,8,,
01/23/2010,Denver,71,South Alabama,48,9,5.27,5.84,6.72,4.96,0,7.76,7,3.97,6.49,2,,
01/23/2010,Florida,58,South Carolina,56,6,7.07,7.44,8.37,6.44,0,7.94,9,6.59,7.18,7,,
01/23/2010,Providence,105,South Florida,109,6,3.99,4.84,6.01,3.6,0,1.57,5,2.87,6.87,5,,
01/23/2010,Duquesne,70,St. Bonaventure,69,4.5,4.82,4.12,4.91,3.32,0,7.33,6,3.34,6.82,6,,
01/23/2010,Fordham,45,Temple,62,-20,-21.43,-22.12,-24.97,-20.41,0,-22.48,-16,-19.61,-20.04,-21,,
01/23/2010,Georgia,78,Tennessee,63,-6,-8.76,-7.38,-6.57,-8.21,0,-11.21,-5,-9.48,-7.38,-9,,
01/23/2010,Tennessee Tech,61,Tennessee St.,56,6,6.46,7.86,10.93,4.92,0,9.26,9,6.05,3.07,8,,
01/23/2010,Eastern Illinois,60,Tennessee-Martin,46,11,13.12,15.87,21.88,11.67,0,9.37,10,14.59,10.81,14,,
01/23/2010,Connecticut,88,Texas,74,-1.5,-3.01,-4.61,-5.18,-4.03,0,-0.13,0,-3.11,-4.12,0.01,,
01/23/2010,Western Michigan,73,Toledo,41,16.5,17.75,21.17,22.11,20.27,0,15.24,16,18.28,13.83,15,,
01/23/2010,Louisiana-Lafayette,69,Troy St.,54,1.5,-0.29,0.07,-1.54,1.56,0,0.74,1,-0.6,-1.22,-1,,
01/23/2010,Marshall,59,UAB,61,3,2.77,1.71,1.93,1.52,0,3.96,4,2.82,3.13,6,,
01/23/2010,Pacific,77,UC Davis,61,12,15.17,16.44,16.03,16.91,0,15.27,12,15.49,13.98,12,,
01/23/2010,TCU,70,UNLV,79,-6,-7.41,-8.1,-8.96,-7.26,0,-5.49,-6,-8.35,-6.3,-7,,
